,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
21,"(2, 'shafter', 13)","(3, 'donovan')",-5.079372321258948,-7.1006215924660445,-0.4715936083106208,-0.2538785906435081
42,"(3, 'donovan', 11)","(1, 'elcajon')",1.5008661013497546,-2.273021267913708,-0.24851854491037556,-0.02019793659576094
43,"(3, 'donovan', 11)","(2, 'shafter')",-3.9127622436846714,-2.1608150073043566,-0.2400788268245529,-0.05834741942403218
27,"(3, 'donovan', 12)","(1, 'elcajon')",-3.364953414457463,-2.466712007117808,-1.0205395466466334,-0.02046152790416736
28,"(3, 'donovan', 12)","(2, 'shafter')",-5.254901307082571,-3.6492841448848345,-0.3569298982334282,-0.10454375061937074
22,"(3, 'donovan', 13)","(1, 'elcajon')",1.8175287399709177,-0.635114294314306,-0.31553552626484493,0.04292805633760172
23,"(3, 'donovan', 13)","(2, 'shafter')",0.8512912932802355,-4.639428383712428,0.12708534120715764,-0.12927461327783885
44,"(3, 'elcajon', 15)","(1, 'shafter')",-0.8517974131879091,-3.0424771204793766,-0.4646608887966532,-0.014059686993237064
45,"(3, 'elcajon', 15)","(2, 'donovan')",-2.645938792109786,-2.6123617795830087,-0.3727054023880236,0.06164300199473091
31,"(3, 'elcajon', 18)","(1, 'shafter')",-1.3727678746089027,-2.784206787893326,-0.6778617720661505,-0.029760432668295367
32,"(3, 'elcajon', 18)","(2, 'donovan')",-3.5067553396302524,-3.8577961562296075,-0.4494098640806058,-0.007686696821866679
19,"(3, 'elcajon', 20)","(2, 'donovan')",-4.799107215928958,-2.7094851908119004,-0.5894479482060132,0.057348256349320365
33,"(3, 'shafter', 17)","(2, 'elcajon')",-3.0777212751528733,-7.157056112301727,-0.35899703967709967,-0.07274705160936645
13,"(3, 'shafter', 19)","(1, 'donovan')",-1.8473647257626578,-17.787607829349607,-1.4139332182177253,-0.3400719333246876
14,"(3, 'shafter', 19)","(2, 'elcajon')",-0.3516122222560103,-3.437458497629007,-0.12010902571811877,0.03943661036332724
34,"(3, 'shafter', 21)","(1, 'donovan')",1.6714366736089277,-3.098045586341609,-0.39026904211101543,0.010751689693717648
35,"(3, 'shafter', 21)","(2, 'elcajon')",-3.2387876982154644,-3.8549872557627047,-0.35642993794396904,-0.006292773483274033
