,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
29,"(1, 'donovan', 19)","(2, 'elcajon')",-1.8701240576407998,-10.032988882860467,0.258172390970897,-0.2587509555593014
30,"(1, 'donovan', 19)","(3, 'shafter')",-6.899450247054128,-41.12682440004911,-0.038991304016334105,-1.8874114762703125
9,"(1, 'donovan', 21)","(2, 'elcajon')",-2.8924852821575557,-7.169234051759514,0.12264900222164404,-0.1844424066178723
10,"(1, 'donovan', 21)","(3, 'shafter')",-5.619879909330023,-20.119829178936467,0.0042897908407961705,-0.9645163667010034
15,"(1, 'elcajon', 11)","(2, 'shafter')",-3.8065962582854524,-18.845808020742574,-0.05407103304854283,-0.6254425221001674
16,"(1, 'elcajon', 11)","(3, 'donovan')",-4.185110071464426,-6.063041980212171,-0.14032538275843892,-0.24012505619867935
4,"(1, 'elcajon', 12)","(2, 'shafter')",-4.323116588486389,-12.342573920252654,-0.0827249577630873,-0.4192299680401781
5,"(1, 'elcajon', 12)","(3, 'donovan')",-4.264680313658492,-5.148514287095457,-0.13451240727494396,-0.20932371219030352
17,"(1, 'elcajon', 13)","(2, 'shafter')",-4.915220161298523,-25.121428957230258,-0.1359898201636971,-0.8151460746821065
18,"(1, 'elcajon', 13)","(3, 'donovan')",-8.387433629420505,-34.454123779000454,-0.49644840562729975,-1.1894351017976001
0,"(1, 'shafter', 15)","(2, 'donovan')",-3.492334796729565,-13.013557788095973,-0.145216607825148,-0.2609970321837365
1,"(1, 'shafter', 15)","(3, 'elcajon')",-3.484009666239628,-2.2445865713176794,0.07030130945035407,-0.17691032449772967
11,"(1, 'shafter', 18)","(2, 'donovan')",-3.7950665254829943,-28.22215149162588,-0.16040315753321988,-0.6351448815623089
12,"(1, 'shafter', 18)","(3, 'elcajon')",-3.177872483056375,-4.759994630646078,0.0751810393757375,-0.27199461111851253
25,"(2, 'donovan', 15)","(1, 'shafter')",-2.7250832662999427,-0.9468949099964634,-0.7618342960609069,-0.08525877978968557
26,"(2, 'donovan', 15)","(3, 'elcajon')",0.22684817574187832,0.3288942270514106,0.22212980999669918,-0.14526729482048936
40,"(2, 'donovan', 18)","(1, 'shafter')",-2.2663356662433873,-1.6105091082768759,-0.9620456628721508,-0.0959961953348338
41,"(2, 'donovan', 18)","(3, 'elcajon')",0.15600086996307816,0.8461415765991891,0.21563087819264448,-0.10170681521264038
8,"(2, 'donovan', 20)","(3, 'elcajon')",0.7518821725234348,-0.05278269407638714,0.26591945481421936,-0.1581202431103869
24,"(2, 'elcajon', 17)","(3, 'shafter')",-9.477354565341665,-10.61151473166054,-0.6392652417084581,-0.6037625061681462
2,"(2, 'elcajon', 19)","(1, 'donovan')",-0.6644151449620965,2.9848511706301855,-0.7700801852189831,0.07583448095328009
3,"(2, 'elcajon', 19)","(3, 'shafter')",-10.347614823979464,-13.586818738393225,-0.6943992869643076,-0.743636433604142
6,"(2, 'elcajon', 21)","(1, 'donovan')",0.45358684419950546,2.747451722280169,-0.49141037641799273,0.06973629240979198
7,"(2, 'elcajon', 21)","(3, 'shafter')",-8.751771183724799,-2.243315269794355,-0.5792813511457353,-0.23412519925580505
36,"(2, 'shafter', 11)","(1, 'elcajon')",-2.7941139389625116,-0.2739747249269975,-1.0023982405925043,0.03122834711525474
37,"(2, 'shafter', 11)","(3, 'donovan')",-2.240062707110244,-2.4526402373245073,-0.22749178618370253,-0.0956407703894995
38,"(2, 'shafter', 12)","(1, 'elcajon')",-2.0443094857252717,-0.15127532574246416,-0.8833369581318622,0.032996685350867166
39,"(2, 'shafter', 12)","(3, 'donovan')",-2.1125751885858444,-2.479127307773612,-0.21601478776227284,-0.09559903745536635
20,"(2, 'shafter', 13)","(1, 'elcajon')",-4.622221418322853,-1.9198251541643732,-1.3552734880510988,-0.012916500709013679
