,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,11,"(1, 'elcajon')",-0.08892627937806186,0.03316376126666931,-0.0055750123613861335,0.000696097275393659
1,11,"(3, 'donovan')",-0.03774261064633677,-0.03931790415023695,0.0035346055361500373,-0.002171207173961187
2,11,"(2, 'shafter')",0.05292775775420466,0.015479211567751783,0.00746698069711399,9.688376313976566e-05
3,17,"(3, 'shafter')",0.005159262395264541,0.05143409936219712,0.00038158244980684985,-0.0005204692189229587
4,17,"(2, 'elcajon')",-0.06961180775895404,-0.10553700234994956,-0.006545207642050965,0.0004755187109364012
5,18,"(1, 'shafter')",-0.24105912437839283,0.3616109122938722,-0.05294583339221426,0.00992715363472324
6,18,"(2, 'donovan')",-0.09050234496894749,-0.1118950743055871,0.00041872110364948867,-0.003656441450037212
7,18,"(3, 'elcajon')",0.0012045640052891216,0.0018233495544039968,0.0002761255317586808,0.0003731201267190565
8,13,"(1, 'elcajon')",-0.07173170057758238,0.04152884069034446,-0.0029403971763528602,0.0009235604003292874
9,13,"(3, 'donovan')",-0.09481786467607112,-0.1281716218347615,0.0004962980847318388,-0.004277848489696479
10,13,"(2, 'shafter')",-0.007728895575521477,-0.032534649858511955,-0.0022002418511065103,0.0014229769766429534
11,12,"(1, 'elcajon')",-0.08873172994241241,-0.04314233642388299,-0.005286288942093154,-0.0013336021126259257
12,12,"(3, 'donovan')",-0.10323727991358922,-0.011249165733161703,-0.003181115998191264,-0.0009540350067076264
13,12,"(2, 'shafter')",-0.021454010706337456,0.004570565414040217,-0.0021217474056197116,-0.0008242884789211313
14,20,"(2, 'donovan')",-0.028992447378542785,0.07299850437904176,0.007076057222077936,0.0006236167777546875
15,20,"(3, 'elcajon')",-0.0055059903790315445,-0.001808509425615057,-0.0006090802986772892,0.0009943173414823647
16,15,"(1, 'shafter')",-0.019941286152706184,-0.014128022272674734,-0.001983107106004245,-0.002220167442246984
17,15,"(2, 'donovan')",0.08230292028109432,0.051800507106738,0.009278760060093427,0.0014475238810403301
18,15,"(3, 'elcajon')",-0.013554878312376673,-0.04736031171928001,0.0008387932156704303,-0.0030995943913679214
19,19,"(3, 'shafter')",0.0296108614303785,0.11215907563399252,0.0021687271851330014,0.0016503135866447471
20,19,"(1, 'donovan')",0.013874242968637596,-0.20693494992680428,0.009425018411834518,-0.0037353530378027577
21,19,"(2, 'elcajon')",-0.17009613173751603,-0.22022892339225564,-0.009377601697687421,-0.002943281506211537
22,21,"(3, 'shafter')",-0.004641364296425365,0.054860012698475735,-0.0003344252873809239,0.00014385883046344472
23,21,"(1, 'donovan')",0.01520874556529872,-0.0761546957576762,0.00817886445096272,-0.0010757482932171047
24,21,"(2, 'elcajon')",-0.1421837249416562,-0.15275508015297223,-0.006996195639027203,-0.0016439112540701517
