,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,11,"(1, 'elcajon')",4.697781452530992,6.444363174601766,0.8761279170549179,0.17025890499985508
1,11,"(3, 'donovan')",5.5222524296817355,6.02893538880907,0.4656812566300383,0.20157612586385135
2,11,"(2, 'shafter')",4.9636868718857485,7.589506216976575,0.36973142897997463,0.24054029847041314
3,17,"(3, 'shafter')",5.382709020204559,6.816197597028431,0.39324300320807354,0.2989173815006072
4,17,"(2, 'elcajon')",4.467562335952634,8.433621318168015,0.39684109369690695,0.22111784105979654
5,18,"(1, 'shafter')",4.3061741222740775,6.852809745348618,0.7711457088789611,0.20835598559021865
6,18,"(2, 'donovan')",6.348766954648717,7.071557397633093,0.6114389350417841,0.1658406148933174
7,18,"(3, 'elcajon')",3.827298355125212,4.371914926421068,0.23998607401009026,0.19422438889775684
8,13,"(1, 'elcajon')",4.466221542971779,6.22277069728364,0.8329424042153972,0.16440447198262825
9,13,"(3, 'donovan')",6.928068163432938,9.174213219430321,0.59010370390767,0.3083795675959403
10,13,"(2, 'shafter')",4.700800883779946,8.639669221196334,0.3466433542066914,0.2750857645232958
11,12,"(1, 'elcajon')",4.807731122433144,6.856013587156028,0.89663333567552,0.1811346341580831
12,12,"(3, 'donovan')",4.931127972350762,7.150968316016342,0.41571760804920416,0.23918207147481924
13,12,"(2, 'shafter')",5.003767462212639,8.154914857459476,0.37225277363266723,0.25788763637378065
14,20,"(2, 'donovan')",6.927275692772049,7.646313695784742,0.6671541265549161,0.17931967368327786
15,20,"(3, 'elcajon')",4.5354722195782315,6.149315791656607,0.2842912712688066,0.2733239250696871
16,15,"(1, 'shafter')",4.202211523994099,7.293890557236362,0.6222792682433194,0.22229425972855085
17,15,"(2, 'donovan')",6.447277277168882,7.991730547787219,0.6069702928340692,0.1861346132208428
18,15,"(3, 'elcajon')",4.356170286533023,6.14737692683964,0.27460278426541046,0.2725736205946462
19,19,"(3, 'shafter')",6.319686466575363,8.076446019037444,0.4616954912705035,0.3541842884505225
20,19,"(1, 'donovan')",4.3307042085994585,9.153789309547907,1.0289713595718482,0.2416908119377554
21,19,"(2, 'elcajon')",5.037779505475583,9.30364926854174,0.44859089632177357,0.2437800161160344
22,21,"(3, 'shafter')",5.36574675417314,5.566881969137094,0.39200379588507467,0.24412992106667405
23,21,"(1, 'donovan')",3.2309228698090253,4.987529169285921,0.7676643192157231,0.13168753766602564
24,21,"(2, 'elcajon')",4.971744105010746,7.792548861284581,0.44271075022738987,0.20418522153583887
