,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,11,"(3, 'donovan')",0.7038177159139042,0.7750209618420546,0.05935144369781463,0.025912638353996986,-0.0027818066304722854,2.819412666453352,0.9767924335770162,1.6791083729185627,1.679110677249523,0.009294466905394991,1.410546276590043,0.9932817017933396,1.187627841318562,1.18766421036842
1,11,"(2, 'shafter')",1.2689131025957971,2.1044885573017837,0.09451785875766221,0.06669843862478095,-0.1692073459297192,3.119792060635705,0.9630488511263026,1.7581697684578486,1.7662933110431305,0.10395809641532765,7.366716902927779,0.9861356404282068,2.7121780209118795,2.7141696525692307
2,11,"(4, 'elcajon')",0.5580590725452311,0.5581645749165642,0.028853502438492773,0.03142952374240721,-0.004905849288599722,1.0178057393026527,0.9899338241580529,1.0088516600300614,1.0088635880547245,0.009050408396276355,0.844352821490427,0.9971786989864828,0.9188421581524694,0.9188867294125141
3,12,"(3, 'donovan')",0.7207232768579129,0.8733721486330382,0.06076021262782016,0.0292121221136713,0.007022776280323617,2.8595622764659225,0.9765444466302303,1.6910094491395486,1.691024031900766,-0.005999503273006798,1.7677269656180212,0.9915787182369127,1.3295454003449818,1.3295589364966192
4,12,"(2, 'shafter')",1.4225828880622253,2.5594562225228272,0.10583234129136851,0.08093869237747338,0.33270419343929675,3.8560694357896517,0.9559920112764969,1.9352977433608398,1.9636877134080286,-0.04201357795062554,10.08287159664187,0.9809637396215497,3.1750758189230144,3.1753537750370224
5,12,"(4, 'elcajon')",0.6664741041630072,0.6917908440189707,0.034458918662416335,0.03895384575440731,-0.05526376690672724,1.2758878441726684,0.9873813725958702,1.1281993441940779,1.129552054653821,0.04531008694888482,1.3353367415958197,0.9955381366573739,1.1546790626041956,1.155567713981236
6,13,"(3, 'donovan')",0.7411972148767382,0.8148187579970998,0.06313183163982607,0.02738910141395316,-0.004796958969546883,3.019600813514459,0.975444113686471,1.7376932418292659,1.7376998628976348,0.007085003838608362,1.6347476620779666,0.9921270465942158,1.2785528791561862,1.2785725095112779
7,13,"(2, 'shafter')",1.4071254341613542,2.4672393317212578,0.10376331445356192,0.07855572532590893,-0.0918409144867002,3.4398240040448456,0.9602500507113825,1.8524009421480792,1.854676253162488,0.654130657287316,10.325137986098044,0.9805984177899176,3.1459896804177383,3.213275273937489
8,13,"(4, 'elcajon')",0.5875462688577586,0.6147455325071839,0.030369588475838157,0.03465915131785457,-0.004985789331896242,1.1414967171237431,0.9887344233803547,1.0683968640109727,1.0684084973097805,-0.022671915409482518,1.1635942726014727,0.9960339493558922,1.0784619867446132,1.078700270047928
9,15,"(2, 'donovan')",1.5134735257371315,1.9420541604197905,0.1424839400604571,0.045232193182959006,0.10061105697151435,6.6575249872638675,0.9495256389286851,2.5782556898955815,2.5802180115765156,0.2297067091454282,7.3769286922863575,0.9746520249010887,2.70631918296049,2.7160502006197085
10,15,"(4, 'shafter')",0.5919859338661818,0.6694425566040259,0.04769223718754168,0.03390761576902203,-0.02234682563019586,1.1958443166361035,0.9831692046245424,1.0933183141337919,1.0935466687051374,0.019982758159801075,1.3451595404089927,0.9951430562618794,1.1596379735871534,1.1598101311891498
11,15,"(3, 'elcajon')",0.518712202787647,0.624905889587319,0.032698075208565734,0.0277082181364307,-0.02395035528832988,0.6313945595199053,0.9937946511169008,0.7942423685509785,0.7946033976267062,-0.004543395281041829,0.9772005903425346,0.9968577860008799,0.9885241261101595,0.9885345670954226
12,17,"(3, 'shafter')",0.5511544207473127,0.6714859409657055,0.04026552779140259,0.02944570830786985,-0.009737263265654177,2.6337268329834527,0.9690283782357588,1.6228468870129271,1.6228760990856488,0.0011178331342774732,1.2174901207868962,0.9968605073628869,1.1033987815998259,1.103399347827837
13,17,"(2, 'elcajon')",0.4740136088051488,0.8106103628392874,0.04210495708225625,0.021253078198518984,-0.021713636787612962,0.5562022118813544,0.9913953549433812,0.7454734937332178,0.7457896565931673,0.0005904020147381353,1.4838433484618978,0.9965081519836214,1.2181309452958489,1.2181310883734549
14,17,"(4, 'donovan')",2.422219648093842,4.020934310850441,0.31798918190567854,0.1081680814136952,-1.0170090909090908,11.808514757478008,0.8228662367497441,3.282408759811348,3.436351954832044,2.409632258064517,25.082742061818184,0.8348123865470186,4.390491366887433,5.008267371239098
15,18,"(2, 'donovan')",1.574480105370293,2.097435490630426,0.15146311812474805,0.04923023362023538,0.2502729090582531,7.61428126861043,0.941315151114219,2.7480256075229628,2.75939871504834,-0.010632401365023518,8.37686419534455,0.9711982129092556,2.894261762070902,2.8942812916758025
16,18,"(4, 'shafter')",0.5955121930887161,0.6977272921469788,0.04824987678773868,0.0348249504377871,-0.039695554426686375,1.2127685860800017,0.982651212945464,1.100542070544675,1.1012577291805954,0.03607712867805082,1.3004484510945258,0.9953400659546924,1.1398012510437392,1.1403720669564499
17,18,"(3, 'elcajon')",0.5873098477292373,0.7417923931112442,0.036826086847755846,0.03295447799552171,-0.0004793226499986139,0.7829503541778045,0.9924133003525204,0.8848446894385489,0.884844819263697,-0.03888925682115357,1.283465869329078,0.9958667420750953,1.1322338517430823,1.132901526757325
18,19,"(3, 'shafter')",0.5619702446994451,0.6079298502925753,0.0403868220396721,0.02657411574968556,-0.020428212630138963,2.601558849563801,0.9699535502064667,1.612805486626499,1.6129348559578596,-0.0006660004559616927,1.1320153438665546,0.9972555842340894,1.063961888560839,1.0639620970065402
19,19,"(2, 'elcajon')",0.5228145749743399,0.9114182420453486,0.04645015751425919,0.023874914725195758,-0.03525451152374721,0.6857920582551088,0.9893758568770671,0.8273748713082425,0.8281256295122793,0.06371431370719483,1.990885904426612,0.9953127359841883,1.4095482931263594,1.4109875635265579
20,19,"(4, 'donovan')",1.9838751835535977,3.29437033773862,0.26228285769753445,0.08825247629912278,-0.7272649045521291,7.398523368516886,0.8906917994092334,2.6209939197036816,2.720022677941654,1.9475204111600595,17.571189418913367,0.8831930008949604,3.711920482314824,4.191800259901868
21,20,"(2, 'donovan')",1.5638708213601533,2.003630459770115,0.15061373592477068,0.04698870259873363,0.0926760895593871,6.867662022095307,0.9471897441723621,2.6189832310496546,2.620622449361088,0.3458770833333342,7.629226433726055,0.9737949182646614,2.740364113936482,2.7621054349401755
22,20,"(4, 'shafter')",0.5652440924367559,0.6163719042284346,0.04582146793761234,0.030720490214728655,-0.03929094651277895,1.2098968811390458,0.9826859862271696,1.0992511554058861,1.0999531267917946,0.013572133496599892,1.0821372425938567,0.9961337178944141,1.0401697168184656,1.0402582576427148
23,20,"(3, 'elcajon')",0.5303662928321292,0.6677015869497761,0.03324386416302216,0.029677906405129854,0.0040221197748129805,0.6642835903843256,0.9935649597028426,0.8150260197912964,0.8150359442284283,0.0036055897867816335,1.1295747373474003,0.9963624703130182,1.0628084197397432,1.0628145357245544
