,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
11,15,"(3, 'elcajon')",-0.48492729438852344,-0.5923647425861189,-0.030179384572634867,-0.026461780647468125,0.03216580430358089,-1.732739577379348,0.016709573824262525,-0.7423073747153788,-0.7429707101480225,-0.02222867493125176,-2.7719371277081124,0.009049524263669007,-0.9476641263421531,-0.9477344529662648
12,17,"(3, 'shafter')",-0.5329029190465859,-0.6697486321592518,-0.03893119299698025,-0.02991703367784246,0.039102769492142746,-0.8908542041584289,0.013338653398152323,-0.2539044786032272,-0.25451065838918807,-0.012373315435981214,-3.8764900218214433,0.010244045215725528,-1.1535456420665156,-1.1535853979354875
13,17,"(2, 'elcajon')",-0.4340008661062484,-0.6964320919266144,-0.03862383775679581,-0.017687217158097134,0.05723275381115583,-3.8415337840298567,0.05708660282138012,-1.3501179414760975,-1.3512883095090023,-0.04710916896082677,-3.746892378581564,0.008849750633066478,-1.0684517621460248,-1.0689490866627116
14,17,"(4, 'donovan')",-1.9893955565845198,-2.7896551628337702,-0.23185498719053116,-0.07961179604518905,0.04460845295055815,-24.927877427083402,0.3654447331341464,-2.6849491459230497,-2.624703414042375,-0.5301057536313909,-50.42642097958533,0.27535253532230086,-3.7867394274581496,-3.6813334850375306
15,18,"(2, 'donovan')",-0.8008803352427336,-0.8286029193312596,-0.07495274090608894,-0.019582058858308528,-0.0463121484130114,-11.431288677136703,0.08157301904584091,-1.6060078385396528,-1.604724329246714,0.055581295952983285,-8.90745549578572,0.03245621240096963,-1.2626524104154329,-1.263160192113268
16,18,"(4, 'shafter')",-0.5756588395256427,-0.687730423805923,-0.046273547549015054,-0.03426121841657779,0.028224462245190096,-3.767348351154551,0.05265120936845136,-1.1300416666348654,-1.1303598315216306,-0.036119047210247536,-3.8087996124899295,0.013424522739660993,-1.11941006615781,-1.119992519473017
17,18,"(3, 'elcajon')",-0.5694916239019683,-0.7211042558249261,-0.0356490892203164,-0.03193761098914547,0.008416546144327346,-2.3666205635136857,0.022969536709675387,-0.8898360652916883,-0.8898582313032114,0.0655138814767185,-3.9208134353340434,0.01272231721292516,-1.1466648492475249,-1.14838743009648
18,19,"(3, 'shafter')",-0.55452300758019,-0.6178465782788533,-0.0392405580210901,-0.02737727547573128,0.005388960622140712,-1.903309144186959,0.025348221752021782,-0.5095049212347127,-0.509532574593375,-0.0022163803951713973,-3.7256750845680946,0.009184095889002486,-1.140054450933198,-1.1400547877823786
19,19,"(2, 'elcajon')",-0.4678779049659475,-0.8053118195333043,-0.0416300236523743,-0.020646317163771643,0.03610182361340516,-1.8664321598378195,0.02728342586141641,-0.7685989666755517,-0.7694425906564021,0.02536738330973183,-5.076984518682177,0.011934119014203826,-1.2487218090336676,-1.2475591114650229
20,19,"(4, 'donovan')",-1.652413705335291,-2.027529077466058,-0.17777758108519726,-0.06122925826066694,0.3229280779040109,-17.73452339054744,0.28559105910649607,-2.281060900334973,-2.2932643434709767,-1.4457216941030986,-32.89335043980009,0.1702193792571034,-2.5291089098433885,-2.912039536906155
21,20,"(2, 'donovan')",-0.8213897629310347,-0.8083091475095787,-0.07572288158528412,-0.01936038064654983,-0.06644206178160918,-10.621278056784003,0.07715614774660251,-1.5599665763532937,-1.5613555609683916,0.030511326628352375,-8.531661773524908,0.03132321044446962,-1.2673076099886273,-1.257955286896121
22,20,"(4, 'shafter')",-0.571060138492798,-0.6209163512947002,-0.0457258771078298,-0.03130587238582961,0.025685397797350046,-3.7387476958888817,0.05214725147156074,-1.1243546216391413,-1.1246017898213978,-0.0005182687543378254,-3.3850203061452024,0.012132635588588903,-1.0733484423898871,-1.0733068699885724
23,20,"(3, 'elcajon')",-0.5091842036217716,-0.6189318882275291,-0.031977391746650236,-0.02728540183485571,0.016630878640060912,-2.0488982305022,0.019919192702838817,-0.8320996099304936,-0.8321379448575192,0.0012886039711784026,-2.9213383157518913,0.009484364255078037,-0.949878263446694,-0.949873481107486
24,21,"(3, 'shafter')",-0.5381842063222357,-0.6373959627642977,-0.0393170119119214,-0.028476347153656732,0.05683525054373638,-1.0089412184617683,0.014726723663075592,-0.2900255000271834,-0.2913453099042902,-0.012657748030468879,-3.4953828250072334,0.009241446143288368,-1.0735176577617953,-1.0735588466156063
25,21,"(2, 'elcajon')",-0.5075177452443118,-0.7851227806788518,-0.044035883449418556,-0.020074269319344334,0.002130091383811995,-2.1417983960854157,0.03115497264914624,-0.8485102984597108,-0.8485118477783686,-0.017174328608728237,-5.161678186745618,0.012136176975013235,-1.2947412717436677,-1.294836316140404
26,21,"(4, 'donovan')",-1.3441038586201581,-2.2219343091354964,-0.15101566223409485,-0.0638534877362721,0.04896864571007198,-15.483228098378353,0.22590675625036882,-1.8459587109779503,-1.7781515339014096,-0.9359412992402807,-39.37373742547683,0.21177325561637872,-2.9783799017349732,-3.066566113327723
