,Model,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(11, {(3, 'donovan'), (2, 'shafter')})",2.0132560424583783,0.1611395626651303,0.4404509336700784,15.350075843213347,0.866562791182721,3.893080886317525,3.917917283865669
1,"(11, {(4, 'elcajon'), (2, 'shafter')})",1.5852275868091386,0.09105252054077356,0.09209235359007252,6.4452920194537535,0.9378119416439892,2.5370871119877547,2.5387579678759757
2,"(11, {(3, 'donovan'), (4, 'elcajon')})",1.828800200232384,0.11844942368933847,0.1346415706669424,14.470723176106251,0.8874535445759633,3.801656859921513,3.8040403751940186
3,"(12, {(3, 'donovan'), (2, 'shafter')})",2.0215021330748995,0.16226931059868466,0.15345503987143214,15.956513388078426,0.8593362665259399,3.9916118258537545,3.994560474955714
4,"(12, {(4, 'elcajon'), (2, 'shafter')})",1.8645478565557427,0.10772291474869107,0.052494135356198963,8.916294493573398,0.9142292678685892,2.985555033393395,2.9860164925153034
5,"(12, {(3, 'donovan'), (4, 'elcajon')})",2.0369212480924275,0.13198707291330594,0.16829908035974647,14.16718112405078,0.8890785823427761,3.7601670872723068,3.763931604592568
6,"(13, {(3, 'donovan'), (2, 'shafter')})",2.0633677420573147,0.1660083951127157,0.1887884742668237,21.126226705497245,0.8230808915881784,4.592448760664166,4.5963275237408014
7,"(13, {(4, 'elcajon'), (2, 'shafter')})",1.7636699973435048,0.101409781563209,-0.13409795742259464,9.653202286632386,0.9088466715272336,3.1040650801112397,3.106960296919223
8,"(13, {(3, 'donovan'), (4, 'elcajon')})",1.9418967421912143,0.12488433262109183,-0.10063501985471496,19.658626429591244,0.8525978702490936,4.432662757430454,4.433804960707139
9,"(15, {(2, 'donovan'), (3, 'elcajon')})",1.8198234069236772,0.12514011172012784,0.15140193130645185,9.060517851921448,0.9224795128950456,3.0062593527543995,3.0100694098178944
10,"(15, {(4, 'shafter'), (2, 'donovan')})",2.0900240764749003,0.17187497570402627,0.049349558123489255,11.825241489199295,0.8558840431539945,3.438430764989478,3.4387848855663097
11,"(15, {(4, 'shafter'), (3, 'elcajon')})",1.7682558100319032,0.12841439623513418,0.005508681248129613,7.469201358715406,0.9124688506145936,2.7329784124712506,2.732983966055309
12,"(17, {(2, 'elcajon'), (3, 'shafter')})",1.9241143215282583,0.14761754070227104,0.01718766627593303,8.4463076646019,0.8907853397659892,2.9062023785462667,2.906253200359855
13,"(17, {(2, 'elcajon'), (4, 'donovan')})",1.3613662129282864,0.12211700620906553,-0.003910713797449882,5.366607527957135,0.9202353252793146,2.316590648717224,2.3165939497367973
14,"(17, {(3, 'shafter'), (4, 'donovan')})",2.0730423285021202,0.15217430660545234,0.17454700088153574,10.066506991856151,0.8738099035985717,3.1679710096433635,3.1727759126443438
15,"(18, {(2, 'donovan'), (3, 'elcajon')})",1.9525648161429552,0.1348142404605906,0.17123166701561668,10.580164693277077,0.9101961573345984,3.248206332064605,3.2527165098233013
16,"(18, {(4, 'shafter'), (2, 'donovan')})",2.0079701621011123,0.1666238658903156,0.01669928948594618,11.36019167712607,0.8635007972865295,3.370446969518168,3.3704883440127884
17,"(18, {(4, 'shafter'), (3, 'elcajon')})",1.8167415595296392,0.13249173900125188,0.02532794645289992,7.748818261305938,0.909831002797572,2.783554699022437,2.7836699267883644
18,"(19, {(2, 'elcajon'), (3, 'shafter')})",2.07956788130292,0.15731919052579865,0.32088323039790695,10.491310789963725,0.8669549906281173,3.2230955236485124,3.239029297484622
19,"(19, {(2, 'elcajon'), (4, 'donovan')})",1.5401547684969137,0.13806441780200573,0.14823410572992746,6.209732719570468,0.907977474684586,2.487520729392461,2.491933530327498
20,"(19, {(3, 'shafter'), (4, 'donovan')})",2.2240129364117207,0.1594547599023783,-0.25199811369433195,11.53798560685033,0.8584578099266452,3.3874005621476586,3.396761046475058
21,"(20, {(2, 'donovan'), (3, 'elcajon')})",1.800059632754906,0.12431566577089186,-0.07558514783255307,9.711148811099706,0.9171706599568572,3.11535483246503,3.1162716202378298
22,"(20, {(4, 'shafter'), (2, 'donovan')})",1.9251401983951464,0.15940060432882314,-0.16461555017123355,10.11039231037796,0.8782972283228869,3.175420289197392,3.179684309861273
23,"(20, {(4, 'shafter'), (3, 'elcajon')})",1.7039573394194478,0.12421618891350443,0.043402064320733805,6.805690010336843,0.9207536360611152,2.6084106795878306,2.6087717436251188
24,"(21, {(2, 'elcajon'), (3, 'shafter')})",1.9035718657092968,0.14567134583598387,0.2056811334537092,8.052530262868915,0.8959715567635791,2.8302341798462654,2.837698057029485
25,"(21, {(2, 'elcajon'), (4, 'donovan')})",1.582509034444384,0.14044015730637846,0.09634249226085624,6.576900932899384,0.903250519785891,2.562736635547984,2.564546925462543
26,"(21, {(3, 'shafter'), (4, 'donovan')})",1.8178075300580887,0.1334384718659529,0.10675972976188568,7.653272923780436,0.9040613344013366,2.764394196583303,2.766454937963103
