,Model,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(11, {(3, 'donovan'), (2, 'shafter')})",-3.042420152422135,-0.2277328129306848,1.217503650404948,-38.88734126662653,0.1325249980448634,-3.4663842118861536,-3.550370213029325
1,"(11, {(4, 'elcajon'), (2, 'shafter')})",-6.031914025113743,-0.1824001154449414,-1.7447168762544452,-93.62715746315264,0.4700838478693746,-7.046250545598384,-7.2137215531965175
2,"(11, {(3, 'donovan'), (4, 'elcajon')})",-6.338045950858902,-0.1822293537813336,1.0448999492310989,-105.53283946080391,0.17806329701606285,-7.614032552842858,-7.657476703349358
3,"(12, {(3, 'donovan'), (2, 'shafter')})",-3.450595164720145,-0.2533821266846298,0.19191721124636435,-53.04997842954132,0.17988917966391935,-4.359390514677297,-4.360684676340981
4,"(12, {(4, 'elcajon'), (2, 'shafter')})",-6.038809351676706,-0.18014225709604448,-1.4973762872640597,-101.51567610461822,0.5125032886701668,-7.248683294982981,-7.352777462501769
5,"(12, {(3, 'donovan'), (4, 'elcajon')})",-8.619038316862051,-0.25157840566520184,-0.4598975533726742,-179.41685666118155,0.32059057800762714,-10.288289545733956,-10.298562740279037
6,"(13, {(3, 'donovan'), (2, 'shafter')})",-9.475147887599164,-0.6000215302888335,3.5729092889802563,-236.41128902045318,0.809732842724692,-11.363603507876329,-11.750424021227625
7,"(13, {(4, 'elcajon'), (2, 'shafter')})",-8.099203839181891,-0.2489658492902887,-4.5818054126797785,-160.59375021632718,0.7972576689748492,-8.72364497783649,-9.575911136175355
8,"(13, {(3, 'donovan'), (4, 'elcajon')})",-8.710464287432943,-0.2515602783920715,-2.0468510156853403,-183.5461381807061,0.31947133593717114,-10.29389586756766,-10.410644492759467
9,"(15, {(2, 'donovan'), (3, 'elcajon')})",-7.862796080024326,-0.4361445664714137,-1.38184022726748,-157.701485840483,0.5745065070388156,-9.251709785860893,-9.335868305373909
10,"(15, {(4, 'shafter'), (2, 'donovan')})",-11.248881029596467,-0.5066929303566549,11.585497202555368,-281.0739761310805,0.9213779861897292,-8.719259233439573,-13.363481844683696
11,"(15, {(4, 'shafter'), (3, 'elcajon')})",-8.12963852230219,-0.13472560625541413,-2.8597366272110025,-170.40857286097048,0.5694028071189251,-9.839526581701024,-10.165532412612464
12,"(17, {(2, 'elcajon'), (3, 'shafter')})",-9.540592758257402,-0.2400239902103695,-7.2223190664680175,-206.3214333792712,1.2506614213110099,-9.11709879476711,-11.191568198307744
13,"(17, {(2, 'elcajon'), (4, 'donovan')})",-6.612372622636896,-0.3349756288483661,4.434742698311883,-120.52422965316093,0.319823663924008,-7.063597151786334,-7.847865845186893
14,"(17, {(3, 'shafter'), (4, 'donovan')})",-11.518439625265675,-0.2531951577492586,-6.5330293066,-443.6062336237017,1.042678827667496,-16.603282809318507,-17.56757630426674
15,"(18, {(2, 'donovan'), (3, 'elcajon')})",-4.364016683605222,-0.24947871820463646,-4.655118066140395,-69.847151933915,0.2589445774870083,-4.247116274408413,-5.506792999931616
16,"(18, {(4, 'shafter'), (2, 'donovan')})",-5.436651820046833,-0.24732595751219935,3.7384104397482742,-92.74731002046984,0.30535162925540404,-6.160864863175665,-6.825681463377276
17,"(18, {(4, 'shafter'), (3, 'elcajon')})",-7.679301713878268,-0.1321147793504222,-2.19477945370191,-154.1553753301526,0.5475784457696453,-9.57677818016598,-9.792338916287424
18,"(19, {(2, 'elcajon'), (3, 'shafter')})",-5.7889978085790945,-0.1387660651524022,-6.8052782179417175,-99.06213017918436,0.6310360497089184,-4.238997166902473,-6.4974126137434185
19,"(19, {(2, 'elcajon'), (4, 'donovan')})",-5.934567447918178,-0.31210764988342576,5.22808428639072,-109.0905352365173,0.2691090176554244,-5.7410737906415426,-6.903327267082326
20,"(19, {(3, 'shafter'), (4, 'donovan')})",-7.553499127424482,-0.15097297015326927,-1.4081491919169906,-148.8866239836059,0.3483208153784429,-8.688459637840253,-8.78887563563282
21,"(20, {(2, 'donovan'), (3, 'elcajon')})",-6.04979483546044,-0.3360381198804242,0.9245208175299128,-110.64987393017991,0.4088184978646248,-7.500137351515403,-7.482438509987082
22,"(20, {(4, 'shafter'), (2, 'donovan')})",-5.066374236875982,-0.2297132031587981,2.440759762430436,-90.29652961967736,0.29693739723587764,-6.487360067934128,-6.762628295603057
23,"(20, {(4, 'shafter'), (3, 'elcajon')})",-8.07907006214432,-0.1435290793016344,-3.940074356822541,-159.1629820016023,0.5676806307625023,-9.422697429223641,-10.052847804142736
24,"(21, {(2, 'elcajon'), (3, 'shafter')})",-8.93424008211566,-0.2215220697135239,-9.230895006484987,-186.38399025736817,1.1402178824964178,-6.700746285525107,-10.339976358996523
25,"(21, {(2, 'elcajon'), (4, 'donovan')})",-5.479038423249202,-0.2893000700638594,2.7760033188860223,-95.91860368201664,0.2557798443855982,-6.199795974928107,-6.558085965655961
26,"(21, {(3, 'shafter'), (4, 'donovan')})",-8.550587930833117,-0.17947231346907558,1.6832297276072234,-173.2038166290407,0.4037086708738085,-9.898449039298937,-9.993874547212279
