,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(11, {(3, 'donovan'), (2, 'shafter')})",-3.602043935673896,-3.042420152422135,-0.12940421037129912,-0.22773281293068476,-1.5551119059342922,-41.10316631575262,0.42173360419730366,-3.350604015588321,-3.595619976237987,1.2175036504049481,-38.887341266626535,0.1325249980448634,-3.466384211886154,-3.550370213029325
1,"(11, {(4, 'elcajon'), (2, 'shafter')})",-3.630192335273968,-6.031914025113743,-0.3424530551938469,-0.1824001154449414,0.025143262886987636,-61.50512772282499,0.47166157036994427,-5.705845470121145,-5.704446490481146,-1.7447168762544452,-93.62715746315263,0.4700838478693746,-7.046250545598384,-7.213721553196517
2,"(11, {(3, 'donovan'), (4, 'elcajon')})",-3.577327196981346,-6.338045950858901,-0.28035811571179503,-0.1822293537813336,1.3548331619787646,-39.83865119998806,0.5239110905555232,-3.4661149150176973,-3.565449049189078,1.0448999492310989,-105.5328394608039,0.17806329701606283,-7.614032552842858,-7.657476703349358
3,"(12, {(3, 'donovan'), (2, 'shafter')})",-3.9967391288312877,-3.450595164720145,-0.1491232294414187,-0.2533821266846298,1.6357996076942685,-44.59670230701627,0.4548269186558984,-3.647489583902621,-3.7870342006294058,0.19191721124636435,-53.04997842954132,0.17988917966391937,-4.359390514677296,-4.3606846763409814
4,"(12, {(4, 'elcajon'), (2, 'shafter')})",-3.1517728573127,-6.038809351676706,-0.30967436199972853,-0.18014225709604448,-0.7334551550851258,-52.16780807666628,0.40058163489443543,-4.790458468282983,-4.829615444202268,-1.4973762872640595,-101.51567610461825,0.5125032886701668,-7.24868329498298,-7.35277746250177
5,"(12, {(3, 'donovan'), (4, 'elcajon')})",-4.19246212092699,-8.61903831686205,-0.33209643618343127,-0.25157840566520184,-0.018968943764899687,-55.833576175221715,0.7089308268399864,-4.604382431564922,-4.602713917913599,-0.45989755337267424,-179.41685666118155,0.32059057800762714,-10.288289545733956,-10.298562740279035
6,"(13, {(3, 'donovan'), (2, 'shafter')})",-21.30541760145562,-9.475147887599164,-1.0398039069087193,-0.6000215302888335,17.159452441354215,-1825.0726010833594,17.607701915969912,-34.8815349782246,-38.37108836072747,3.572909288980256,-236.4112890204532,0.809732842724692,-11.36360350787633,-11.750424021227623
7,"(13, {(4, 'elcajon'), (2, 'shafter')})",-4.491252303986089,-8.099203839181891,-0.42372311920579375,-0.2489658492902887,0.7919708936210538,-83.72392582455748,0.6043002882931022,-6.514641929107725,-6.556223863138468,-4.5818054126797785,-160.59375021632718,0.7972576689748492,-8.72364497783649,-9.575911136175355
8,"(13, {(3, 'donovan'), (4, 'elcajon')})",-4.496697052354969,-8.710464287432943,-0.35213552667612674,-0.2515602783920715,1.3107931246361246,-55.19190789843241,0.7120549246841783,-4.103050732562894,-4.217815368920349,-2.04685101568534,-183.54613818070607,0.31947133593717114,-10.29389586756766,-10.410644492759467
9,"(15, {(2, 'donovan'), (3, 'elcajon')})",-5.748706636902928,-7.862796080024326,-0.48114353914496266,-0.4361445664714137,-2.2058713342193843,-76.23644558814985,1.1342907253649053,-5.923478928661872,-6.225566109196013,-1.38184022726748,-157.701485840483,0.5745065070388156,-9.251709785860893,-9.335868305373909
10,"(15, {(4, 'shafter'), (2, 'donovan')})",-6.718498400882902,-11.248881029596467,-0.3799740889852316,-0.5066929303566549,-1.1549720313718304,-132.41990768302182,1.2540138669247196,-8.511245215433513,-8.571425319597507,11.585497202555368,-281.07397613108054,0.9213779861897293,-8.719259233439573,-13.363481844683697
11,"(15, {(4, 'shafter'), (3, 'elcajon')})",-4.730146379303978,-8.12963852230219,-0.48180643849970684,-0.13472560625541413,-0.31038191542002425,-96.39144028071502,0.6887471723976506,-7.453328804603741,-7.458220164930903,-2.8597366272110025,-170.40857286097048,0.569402807118925,-9.839526581701023,-10.165532412612464
12,"(17, {(2, 'elcajon'), (3, 'shafter')})",-6.040005255043022,-9.540592758257402,-0.8449950304301552,-0.24002399021036952,3.771850824157285,-193.46180846353263,2.8728691956392853,-10.798198958290488,-11.303184372187996,-7.222319066468016,-206.3214333792712,1.25066142131101,-9.11709879476711,-11.191568198307744
13,"(17, {(2, 'elcajon'), (4, 'donovan')})",-3.9871774408182774,-6.612372622636896,-0.26862534921908565,-0.33497562884836607,-2.5096210841559894,-52.355454976015835,0.6459046872656594,-4.855820242938245,-5.280909752399383,4.434742698311883,-120.52422965316094,0.31982366392400796,-7.063597151786334,-7.847865845186892
14,"(17, {(3, 'shafter'), (4, 'donovan')})",-5.358170632304398,-11.518439625265676,-0.5085121505975483,-0.2531951577492586,1.6893772362282233,-90.50006227135478,1.376024551283602,-6.745245386903742,-6.855512538692253,-6.5330293066,-443.60623362370166,1.0426788276674959,-16.60328280931851,-17.56757630426674
15,"(18, {(2, 'donovan'), (3, 'elcajon')})",-3.5728550940618087,-4.364016683605222,-0.31113395691342055,-0.24947871820463643,1.5856180264513013,-46.72083912350156,0.7156130005052389,-4.188225278220793,-4.317026142128524,-4.655118066140395,-69.84715193391499,0.2589445774870083,-4.247116274408414,-5.506792999931615
16,"(18, {(4, 'shafter'), (2, 'donovan')})",-4.557604096147744,-5.436651820046833,-0.2447182373347133,-0.24732595751219938,0.4239431603504694,-85.99010799936988,0.8079655653747454,-6.48777051892078,-6.496137202570804,3.7384104397482747,-92.74731002046985,0.30535162925540404,-6.160864863175665,-6.8256814633772755
17,"(18, {(4, 'shafter'), (3, 'elcajon')})",-4.305506860384114,-7.679301713878267,-0.4510719642139186,-0.1321147793504222,-1.8945207821152612,-99.5945376020725,0.7003429314460902,-7.397679827511686,-7.576993944961286,-2.19477945370191,-154.1553753301526,0.5475784457696453,-9.576778180165979,-9.792338916287424
18,"(19, {(2, 'elcajon'), (3, 'shafter')})",-2.6946362240101416,-5.788997808579095,-0.42045073304711955,-0.1387660651524022,2.307695677296094,-26.44797986575925,0.44735810185959,-2.5207592064053466,-2.838740906769811,-6.8052782179417175,-99.06213017918435,0.6310360497089184,-4.238997166902473,-6.497412613743418
