,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
16,"(1, 'donovan', 19)","(1, 'donovan', 19)",-0.04784026442949618,-0.021960359693649956,-0.009029105458874198,-8.546752832326587e-05
5,"(1, 'donovan', 21)","(1, 'donovan', 21)",-0.0601527665557513,-0.06853207743057776,-0.011964590028449518,-0.001310898464273083
8,"(1, 'elcajon', 11)","(1, 'elcajon', 11)",-0.04063519936984772,-0.17516256269858932,-0.004976920840817356,-0.004719080335892592
2,"(1, 'elcajon', 12)","(1, 'elcajon', 12)",-0.034188399957356896,-0.07089339606207323,-0.0038294675899723796,-0.0019421966280007835
9,"(1, 'elcajon', 13)","(1, 'elcajon', 13)",-0.05484718987398707,-0.09239813294436816,-0.007458842714784086,-0.002520046613686308
0,"(1, 'shafter', 15)","(1, 'shafter', 15)",-0.0166300231365204,-0.10749889135952362,-0.0020362507442429068,-0.004056337006040578
6,"(1, 'shafter', 18)","(1, 'shafter', 18)",-0.12300950631793639,-0.1882583510505662,-0.02472966111049843,-0.006098050189028925
14,"(2, 'donovan', 15)","(2, 'donovan', 15)",-0.06043650098092712,-0.11488037847929444,-0.004804662955335048,-0.002535259987036298
22,"(2, 'donovan', 18)","(2, 'donovan', 18)",-0.16477821172179175,-0.19414044659534824,-0.010148867173505882,-0.0052444847498935715
4,"(2, 'donovan', 20)","(2, 'donovan', 20)",-0.08372981079329556,-0.04469859126064968,-0.002929787458470723,-0.0017107010483978363
13,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",-0.07013746952333832,-0.06884876332134882,-0.006400032612542711,-0.0002822283817132121
1,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",-0.07351741405514511,-0.07848043014051864,-0.004148936115802776,-0.000690721061273325
3,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",-0.12126590648901514,-0.11999588748471446,-0.008393351264112059,-0.0019425557045547326
20,"(2, 'shafter', 11)","(2, 'shafter', 11)",0.01155700901664325,-0.05358849045332725,0.003160558299185212,-0.0019462210293916815
21,"(2, 'shafter', 12)","(2, 'shafter', 12)",-0.08169811379276348,-0.0813172779354785,-0.006448938542854832,-0.003136563361456901
11,"(2, 'shafter', 13)","(2, 'shafter', 13)",-0.04672508062829861,-0.04435815560046397,-0.0045272960851839295,-0.00010820569192918073
23,"(3, 'donovan', 11)","(3, 'donovan', 11)",-0.09363264741114241,-0.11314074900446291,-0.003996249373651617,-0.00432754984686487
15,"(3, 'donovan', 12)","(3, 'donovan', 12)",-0.0995548697390145,-0.05195060391001283,-0.0054335873709430715,-0.0020542281227827752
12,"(3, 'donovan', 13)","(3, 'donovan', 13)",-0.11425624856464145,-0.13759722752800263,-0.00610374923898363,-0.004611893918867627
24,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",-0.03147176435473398,-0.05127343535603357,-0.0011209105532081487,-0.0028326431563595877
17,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",-0.043411582764092405,-0.06557237504259561,-0.0026111195860939185,-0.002726952011049638
10,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",-0.034455295530609664,-0.031914444124943486,-0.002272705189102997,-0.0008915605153111961
18,"(3, 'shafter', 17)","(3, 'shafter', 17)",-0.024157305773879312,-0.044485617933259114,-0.0017623080046020867,-0.0034275212341349226
7,"(3, 'shafter', 19)","(3, 'shafter', 19)",0.015329945814958723,0.03754093034818773,0.0011227613378807233,1.3037777915336779e-05
19,"(3, 'shafter', 21)","(3, 'shafter', 21)",-0.004226071535349263,-0.018859117518900348,-0.00030656460696953935,-0.002394605695002383
