,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
16,"(1, 'donovan', 19)","(1, 'donovan', 19)",2.9604608154805674,5.996621884962917,0.703402782442481,0.15833097783326425
5,"(1, 'donovan', 21)","(1, 'donovan', 21)",2.982987995007398,5.525409244831831,0.7087552196971459,0.145889379961897
8,"(1, 'elcajon', 11)","(1, 'elcajon', 11)",2.854886530798583,6.395469460756219,0.5324312795158072,0.16896714195746051
2,"(1, 'elcajon', 12)","(1, 'elcajon', 12)",3.126125155061974,6.319824356079043,0.5830168023422669,0.16696861202642024
9,"(1, 'elcajon', 13)","(1, 'elcajon', 13)",3.0854237938534577,6.518202213372516,0.5754260705942618,0.1722097189975666
0,"(1, 'shafter', 15)","(1, 'shafter', 15)",3.51001848162328,6.776988657713592,0.5197767222790874,0.20654075695729007
6,"(1, 'shafter', 18)","(1, 'shafter', 18)",2.8663610034640765,6.60778084515378,0.5133052972674544,0.20090601398801045
14,"(2, 'donovan', 15)","(2, 'donovan', 15)",7.72345046081815,10.353205154122955,0.7271139096953443,0.24113548691807338
22,"(2, 'donovan', 18)","(2, 'donovan', 18)",7.655239239907911,10.330342719696752,0.7372630562399275,0.2422649343504774
4,"(2, 'donovan', 20)","(2, 'donovan', 20)",7.446020655549104,9.458656209837228,0.7171135706271929,0.2218223332853006
13,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",5.752769699147026,10.614203840683418,0.5110024768594827,0.27828968710802165
1,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",5.767991934426368,10.511413925497234,0.513612925898951,0.27542661832969845
3,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",5.715581473730594,10.479204546416806,0.5089460174892836,0.2745826481063299
20,"(2, 'shafter', 11)","(2, 'shafter', 11)",4.526424948596562,9.134301946769964,0.3371609869055689,0.28950074665993314
21,"(2, 'shafter', 12)","(2, 'shafter', 12)",5.325216278846225,10.47829377757978,0.3961667973111133,0.33136120520723306
11,"(2, 'shafter', 13)","(2, 'shafter', 13)",4.778859720957324,9.549739786422071,0.35239951742517733,0.30406227401639935
23,"(3, 'donovan', 11)","(3, 'donovan', 11)",6.589996702821873,9.085829272695808,0.5557221414332857,0.3037826990897939
15,"(3, 'donovan', 12)","(3, 'donovan', 12)",7.137286234542744,9.18903304136725,0.6017072722556316,0.30735025811289785
12,"(3, 'donovan', 13)","(3, 'donovan', 13)",7.8713985132177315,9.188114196552661,0.6704526150737938,0.30884683135051155
24,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",7.9165437985740486,10.23485470416014,0.49904040151232576,0.45381167222607316
17,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",8.21237234413715,10.654491627138297,0.5149467886503556,0.4733308310258501
10,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",8.100312745558773,10.433773796954618,0.507741663187603,0.4637589130391078
18,"(3, 'shafter', 17)","(3, 'shafter', 17)",6.214192210228887,7.659101180028749,0.45398842814835205,0.3358820569375074
7,"(3, 'shafter', 19)","(3, 'shafter', 19)",6.31512927405678,7.6606540922874,0.461362557785621,0.33595015831799824
19,"(3, 'shafter', 21)","(3, 'shafter', 21)",5.916073209347337,7.70566190973102,0.43220883523704956,0.33792393016744837
