,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
1,"(1, 'donovan', 21)",2.359660592214542,4.523202032997781,0.5573032392579421,0.11859254664452523,Split-NN,-0.0694834957258158,-0.29419794310154623,-0.00591611530503422,-0.22564474355535147,2.0,,
16,"(1, 'donovan', 21)",2.6538585353160884,4.748846776553132,0.6267867349837579,0.12450866194955945,NN[4],,,,,2.0,,
24,"(3, 'shafter', 21)",4.958833680539009,6.397412640469372,0.3622717655399493,0.28317730426037396,Split-NN,-0.05339554353446513,-0.7308867122855975,-0.03942449143598109,-0.8906601484726222,2.0,,
10,"(3, 'shafter', 21)",5.689720392824607,7.288072788941994,0.4156673090744144,0.32260179569635505,NN[4],,,,,2.0,,
19,"(3, 'elcajon', 15)",5.981961491633947,8.294583658313986,0.3747708586870601,0.3691188917303941,Split-NN,-0.22501219379522402,-3.591566012220416,-0.133830189736245,-3.0073391789063795,2.0,,
11,"(3, 'elcajon', 15)",9.573527503854363,11.301922837220365,0.5997830524822841,0.5029490814666391,NN[4],,,,,2.0,,
12,"(2, 'elcajon', 21)",3.7396692740343616,7.4540788122452435,0.3288578375952808,0.1931035727494746,Split-NN,-0.0031251040498170846,-0.03553771343483714,0.009465483788953122,0.36538144351385604,2.0,,
18,"(2, 'elcajon', 21)",3.7752069874691987,7.0886973687313874,0.3319829416450979,0.18363808896052147,NN[4],,,,,2.0,,
2,"(1, 'elcajon', 11)",2.901241317727797,7.110750836370858,0.5344034171403258,0.18806447890799446,Split-NN,-0.1314076422437147,-0.7134035242191366,0.02280460653457181,0.8622461611591561,2.0,,
8,"(1, 'elcajon', 11)",3.6146448419469337,6.248504675211702,0.6658110593840405,0.16525987237342266,NN[4],,,,,2.0,,
8,"(2, 'donovan', 18)",5.87915923283703,8.723936382948752,0.5578715480089854,0.2058455237802161,Split-NN,-0.01870454897213447,-0.19711889265197957,0.0024393508001605,0.10338209355000139,2.0,,
19,"(2, 'donovan', 18)",6.07627812548901,8.62055428939875,0.5765760969811199,0.2034061729800556,NN[4],,,,,2.0,,
11,"(2, 'elcajon', 19)",3.670236432653216,7.809265867581522,0.3227520746516859,0.20230496317039787,Split-NN,-0.06595652106515498,-0.7500370891361112,-0.008315814848745745,-0.32100255002018674,2.0,,
2,"(2, 'elcajon', 19)",4.420273521789327,8.130268417601709,0.3887085957168409,0.2106207780191436,NN[4],,,,,2.0,,
16,"(3, 'donovan', 11)",4.940228421979448,8.444649257774477,0.4106316650098899,0.283537070990031,Split-NN,-0.08441373763395621,-1.0155649975379832,-0.044696632614980636,-1.3312100041069588,2.0,,
7,"(3, 'donovan', 11)",5.955793419517431,9.775859261881436,0.4950454026438461,0.32823370360501164,NN[4],,,,,2.0,,
17,"(3, 'donovan', 12)",5.194793526274861,9.462374504035386,0.4322476162943181,0.317256181798334,Split-NN,-0.024503719688756587,-0.2944880656603397,0.01806923266659549,0.5389267610884865,2.0,,
14,"(3, 'donovan', 12)",5.4892815919352005,8.9234477429469,0.4567513359830747,0.2991869491317385,NN[4],,,,,2.0,,
13,"(2, 'shafter', 11)",4.53305098146185,8.666114055627247,0.3344010925137324,0.2751125727819135,Split-NN,-0.025842998706596176,-0.35032071746608384,-0.005116981506089413,-0.1611861824557863,2.0,,
13,"(2, 'shafter', 11)",4.883371698927934,8.827300238083033,0.3602440912203286,0.2802295542880029,NN[4],,,,,2.0,,
