,Benchmark,Board,Calibration,Model,NO2 CvMAE,NO2 MAE,O3 CvMAE,O3 MAE,NO2 MAE Improvement,NO2 CvMAE Improvement,O3 MAE Improvement,O3 CvMAE Improvement
9,Level 2,,Split-NN,"(3, 'donovan', 11)",0.3476316866173198,4.182288130571162,0.20396726048065292,6.074803442153067,0.286247107377398,0.023792852529589903,1.3960768443092793,0.0468745980122304
14,Level 1,,Split-NN,"(3, 'elcajon', 20)",0.3558899522417809,5.6724693717686,0.4838423707335831,10.928575079808843,1.0872113995079955,0.06821149444602159,-0.4799300443478476,-0.02124801163443174
26,Level 1,,Split-NN,"(4, 'shafter', 20)",0.39643988855964507,4.920692374595451,0.4203595555628789,8.385240071939862,2.2942790197355185,0.18484059755583848,3.595620859698318,0.18025167718373253
2,Level 2,,Split-NN,"(2, 'donovan', 20)",0.5704556663505123,6.01177763898939,0.1980807357399855,8.394857005141247,-0.01061446849130565,-0.0010072035360879639,-0.3459987675933558,-0.008164009274731737
2,Level 1,,Split-NN,"(2, 'donovan', 20)",0.5388552454525622,5.678754908314611,0.20151537970226835,8.540420604848313,0.6383665236777265,0.060574396211642845,0.3599815503241022,0.008493939836896447
26,Level 1,,Split-NN,"(4, 'shafter', 20)",0.37581396971086295,4.6646792827570485,0.34178161694443343,6.817784613977138,2.5502921115739214,0.2054665164046206,5.163076317661042,0.258829615802178
8,Level 2,,Split-NN,"(2, 'shafter', 13)",0.3941802735563833,5.320463317799313,0.3207344014282669,10.163947414123538,0.8513699862274144,0.0630759454625141,0.5955739503920245,0.01879398295782375
16,Level 1,,Split-NN,"(3, 'shafter', 19)",0.29033837692111714,4.070972050855964,0.2706267354018512,6.148643541198371,0.6155526451926683,0.043900708155724666,3.8528962764308083,0.16958158887337227
19,Level 1,,Split-NN,"(4, 'donovan', 19)",0.575254164599225,4.753415991688333,0.2461001992460619,8.761742766140497,0.936437809481256,0.11332686866333685,3.6696250701168154,0.10307258327693414
25,Level 2,,Split-NN,"(4, 'shafter', 18)",0.3190792077032544,3.9534784926987543,0.2574713403697497,5.163343995872289,1.3362087012160107,0.10784336237002173,2.8588101147872944,0.142555226362084
1,Level 1,,Split-NN,"(2, 'donovan', 18)",0.5628280248097988,5.904707517945902,0.18092729962583975,7.693396180354315,0.4317157100234459,0.04115050569623846,2.529832267921546,0.05949462500191682
13,Level 1,,Split-NN,"(3, 'elcajon', 18)",0.2761722875206597,4.408081855883835,0.27149965939160503,6.120560273612645,1.980761832059427,0.12409740655412199,6.6606018274511865,0.29545516205311784
13,Level 1,,Split-NN,"(3, 'elcajon', 18)",0.4224340667771963,6.7426169431590015,0.3781515347254003,8.524869850785175,-0.35377325521573955,-0.022164372702414614,4.256292250278657,0.18880328671932256
25,Level 1,,Split-NN,"(4, 'shafter', 18)",0.5990573214455711,7.422483756545428,0.2972308958511059,5.960684242667894,-0.5542797865548073,-0.044735074559393184,7.350394427749946,0.366529115060326
4,Level 1,,Split-NN,"(2, 'elcajon', 19)",0.3274996276002737,3.683591631504777,0.19885659103841405,7.667871559126693,0.6377653380790997,0.05670224379132488,1.7446507398096749,0.045245319512200094
19,Level 1,,Split-NN,"(4, 'donovan', 19)",0.4806659604671232,3.971818725965176,0.2350028398864059,8.3666508142014,1.718035075204413,0.20791507279543864,4.064717022055913,0.11416994263659014
8,Level 1,,Split-NN,"(2, 'shafter', 13)",0.3500490035683744,4.724799813330429,0.3264177660036802,10.344051008943916,1.3415968808844463,0.09939567175291797,2.0203706544990236,0.06375499066765478
23,Level 1,,Split-NN,"(4, 'elcajon', 13)",0.5232627210474468,10.140893558575504,0.4319543571708564,7.645778309147077,-2.8174374702134353,-0.14537772125595677,2.0965027612552225,0.11844359932088433
21,Level 2,,Split-NN,"(4, 'elcajon', 11)",0.16369368802440798,3.163685640815982,0.2225458566389057,3.97901125287972,1.1674910519037858,0.06040768196309626,2.2557099730797074,0.1261617211875528
15,Level 1,,Split-NN,"(3, 'shafter', 17)",0.2996405992654539,4.101528291833088,0.3005380904147158,6.790321065394638,1.098824468693766,0.08027554581119134,4.837820270850498,0.21412084229429773
18,Level 1,,Split-NN,"(4, 'donovan', 17)",1.1311314524784033,9.075510835089881,0.4066819938603081,14.749951613576787,-0.8184529403530387,-0.10200834752213517,-1.321840502465676,-0.03644545725921167
1,Level 2,,Split-NN,"(2, 'donovan', 18)",0.5599625004670874,5.874644901332271,0.1882463800588388,8.00461834286593,0.23903632472136938,0.022784590446153552,0.6743086686283242,0.01585786610609713
