,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
21,"(3, 'elcajon', 20)",6.337666476375245,10.484576612753225,0.3976243275683449,0.4641851629701328,Split-NN,0.08218775483758822,1.3099766349512416,0.03943693651796787,0.8907643226880229,1.0,,
18,"(3, 'elcajon', 20)",5.027689841424003,9.593812290065202,0.3154365727307567,0.4247482264521649,NN[2],,,,,1.0,20.0,"(3, 'elcajon')"
1,"(1, 'donovan', 21)",2.359660592214542,4.523202032997781,0.5573032392579421,0.11859254664452523,Split-NN,-0.24566667197201963,-1.040169738551561,-0.008572326811474518,-0.3269544938385307,2.0,,
4,"(1, 'donovan', 21)",3.399830330766103,4.850156526836312,0.8029699112299618,0.12716487345599975,NN[2],,,,,2.0,,
8,"(2, 'donovan', 18)",5.87915923283703,8.723936382948752,0.5578715480089854,0.2058455237802161,Split-NN,-0.0014370431598594857,-0.015144356422955418,9.702701553493398e-05,0.004112100644260153,2.0,,
5,"(2, 'donovan', 18)",5.8943035892599855,8.719824282304492,0.5593085911688449,0.20574849676468115,NN[2],,,,,2.0,,
7,"(2, 'donovan', 15)",5.4728337606355115,10.1353403213,0.5139166657398475,0.2357535260158048,Split-NN,-0.07546371056919632,-0.8036329047849797,0.015477563155165436,0.6653998884898886,2.0,,
11,"(2, 'donovan', 15)",6.276466665420491,9.46994043281011,0.5893803763090438,0.22027596286063936,NN[2],,,,,2.0,,
10,"(2, 'elcajon', 17)",6.055633101594957,8.386696650229869,0.5383878515008635,0.21670288291713974,Split-NN,0.060012750611096954,0.6750063139523466,-0.042098110649414044,-1.6292542065508524,1.0,,
41,"(2, 'elcajon', 17)",5.38062678764261,10.015950856780721,0.4783751008897666,0.2588009935665538,NN[2],,,,,1.0,17.0,"(2, 'elcajon')"
20,"(3, 'elcajon', 18)",6.291580183788183,11.633280388981845,0.3941760040497362,0.5160363630160533,Split-NN,0.09709364272021553,1.5497453732197233,0.009936248157264904,0.22399809221268185,2.0,,
2,"(3, 'elcajon', 18)",4.741834810568459,11.409282296769163,0.29708236132952065,0.5061001148587884,NN[2],,,,,2.0,,
23,"(3, 'shafter', 19)",6.75628071447564,18.792750631603948,0.4935857704851584,0.8318488680612295,Split-NN,-0.09538717346087378,-1.3056748370776265,0.0686344352615903,1.5505578911445816,2.0,,
9,"(3, 'shafter', 19)",8.061955551553266,17.242192740459366,0.5889729439460322,0.7632144327996392,NN[2],,,,,2.0,,
0,"(1, 'donovan', 19)",2.536063631659238,4.879310512317092,0.5989660044970784,0.1279292535030948,Split-NN,0.038382382218570155,0.16251367007496764,-0.06259723954379559,-2.387502159079541,2.0,,
0,"(1, 'donovan', 19)",2.3735499615842706,7.266812671396633,0.5605836222785082,0.1905264930468904,NN[2],,,,,2.0,,
3,"(1, 'elcajon', 12)",2.8288421891642277,9.577624881513929,0.5210676282606008,0.2533081349588464,Split-NN,-0.06816522836600036,-0.37006458159653155,-0.11945167118388267,-4.516488577262017,2.0,,
17,"(1, 'elcajon', 12)",3.1989067707607592,14.094113458775945,0.5892328566266012,0.3727598061427291,NN[2],,,,,2.0,,
