,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
7,"(2, 'donovan', 15)",5.4728337606355115,10.1353403213,0.5139166657398475,0.2357535260158048,Split-NN,-0.09473013770336047,-1.0088061554225725,-0.02363853242020092,-1.0162502119215766,2.0,,
13,"(2, 'donovan', 15)",6.481639916058084,11.151590533221576,0.608646803443208,0.2593920584360057,Linear,,,,,2.0,,
2,"(1, 'elcajon', 11)",2.901241317727797,7.110750836370858,0.5344034171403258,0.18806447890799446,Split-NN,-0.6349101216416431,-3.4468856651540274,-0.0005604730253289947,-0.021191583103637335,2.0,,
9,"(1, 'elcajon', 11)",6.3481269828818245,7.131942419474496,1.1693135387819689,0.18862495193332346,Linear,,,,,2.0,,
14,"(2, 'shafter', 12)",4.848286093176315,8.839783139983929,0.3611929929399026,0.280596405437464,Split-NN,-0.19125132456221017,-2.567162584271931,-0.044504632488069684,-1.4020539547036286,2.0,,
2,"(2, 'shafter', 12)",7.415448677448246,10.241837094687558,0.5524443175021128,0.3251010379255337,Linear,,,,,2.0,,
15,"(2, 'shafter', 13)",5.387385027308401,9.160491989967763,0.3991383413383568,0.289071360699969,Split-NN,-0.1206623617034529,-1.6286448418389083,-0.025999218476656205,-0.823899095448704,2.0,,
16,"(2, 'shafter', 13)",7.016029869147309,9.984391085416467,0.5198007030418097,0.31507057917662523,Linear,,,,,2.0,,
10,"(2, 'elcajon', 17)",6.055633101594957,8.386696650229869,0.5383878515008635,0.21670288291713974,Split-NN,-0.21405191052059402,-2.4075948801494693,-0.12554729697102657,-4.858851348807059,1.0,,
41,"(2, 'elcajon', 17)",8.463227981744426,13.245547999036928,0.7524397620214576,0.3422501798881663,Linear,,,,,1.0,17.0,"(2, 'elcajon')"
11,"(2, 'elcajon', 19)",3.670236432653216,7.809265867581522,0.3227520746516859,0.20230496317039787,Split-NN,-0.2628872612503906,-2.9894723526189053,-0.09659779515717826,-3.728815412052948,2.0,,
3,"(2, 'elcajon', 19)",6.659708785272121,11.53808127963447,0.5856393359020765,0.2989027583275761,Linear,,,,,2.0,,
5,"(1, 'shafter', 15)",3.6439548615662813,9.930345403945154,0.5387734693259449,0.305076647755963,Split-NN,-0.30314675474553143,-2.050310851618291,0.02740224123119195,0.89195198082035,2.0,,
4,"(1, 'shafter', 15)",5.694265713184572,9.038393423124804,0.8419202240714764,0.27767440652477104,Linear,,,,,2.0,,
4,"(1, 'elcajon', 13)",2.663564951279584,5.886836850965345,0.4906238591879051,0.15569451528668868,Split-NN,-0.5234284802785028,-2.841659100882403,-0.010640595725838975,-0.4023227852294715,2.0,,
0,"(1, 'elcajon', 13)",5.505224052161987,6.2891596361948165,1.0140523394664078,0.16633511101252765,Linear,,,,,2.0,,
12,"(2, 'elcajon', 21)",3.7396692740343616,7.4540788122452435,0.3288578375952808,0.1931035727494746,Split-NN,-0.33111124412020826,-3.7652943137317605,-0.03459448545941732,-1.335397462677295,2.0,,
18,"(2, 'elcajon', 21)",7.504963587766122,8.789476274922539,0.6599690817154891,0.2276980582088919,Linear,,,,,2.0,,
3,"(1, 'elcajon', 12)",2.8288421891642277,9.577624881513929,0.5210676282606008,0.2533081349588464,Split-NN,-0.544249648523194,-2.9546958661001654,0.024837225162893967,0.9390998269619129,2.0,,
10,"(1, 'elcajon', 12)",5.783538055264393,8.638525054552016,1.0653172767837948,0.22847090979595244,Linear,,,,,2.0,,
9,"(2, 'donovan', 20)",5.831941310815885,9.110415090428543,0.5533910544199399,0.21496467693298,Split-NN,-0.29767714533955225,-3.137086563517326,0.012639340800693455,0.5356677329811124,1.0,,
40,"(2, 'donovan', 20)",8.96902787433321,8.57474735744743,0.8510681997594921,0.20232533613228654,Linear,,,,,1.0,20.0,"(2, 'donovan')"
21,"(3, 'elcajon', 20)",6.337666476375245,10.484576612753225,0.3976243275683449,0.4641851629701328,Split-NN,0.017917029283778696,0.2855764800470384,0.12829889589943727,2.8978944410505703,1.0,,
18,"(3, 'elcajon', 20)",6.052089996328206,7.5866821717026545,0.37970729828456623,0.3358862670706955,Linear,,,,,1.0,20.0,"(3, 'elcajon')"
24,"(3, 'shafter', 21)",4.958833680539009,6.397412640469372,0.3622717655399493,0.28317730426037396,Split-NN,-0.47288245274524526,-6.4728904007023145,-0.09669584225767613,-2.184508413044642,2.0,,
11,"(3, 'shafter', 21)",11.431724081241324,8.581921053514014,0.8351542182851945,0.3798731465180501,Linear,,,,,2.0,,
8,"(2, 'donovan', 18)",5.87915923283703,8.723936382948752,0.5578715480089854,0.2058455237802161,Split-NN,-0.09436349711747494,-0.9944547760160338,0.018501238025296407,0.784100720649195,2.0,,
19,"(2, 'donovan', 18)",6.873614008853064,7.939835662299557,0.6522350451264604,0.18734428575491968,Linear,,,,,2.0,,
18,"(3, 'donovan', 13)",5.615760663387002,9.322370698807061,0.47147199359486996,0.3133291499134625,Split-NN,-0.22229446305688455,-2.647776576939755,-0.10268205585283918,-3.055062668252079,2.0,,
7,"(3, 'donovan', 13)",8.263537240326757,12.37743336705914,0.6937664566517545,0.4160112057663017,Linear,,,,,2.0,,
17,"(3, 'donovan', 12)",5.194793526274861,9.462374504035386,0.4322476162943181,0.317256181798334,Split-NN,-0.0982366157568963,-1.1806171193078345,-0.005513359225043868,-0.1644395688901188,2.0,,
15,"(3, 'donovan', 12)",6.375410645582695,9.626814072925505,0.5304842320512144,0.32276954102337785,Linear,,,,,2.0,,
0,"(1, 'donovan', 19)",2.536063631659238,4.879310512317092,0.5989660044970784,0.1279292535030948,Split-NN,-1.2349235960893223,-5.228752210318891,-0.3993813383889788,-15.23268141932425,2.0,,
6,"(1, 'donovan', 19)",7.7648158419781295,20.11199193164134,1.8338896005864007,0.5273105918920736,Linear,,,,,2.0,,
16,"(3, 'donovan', 11)",4.940228421979448,8.444649257774477,0.4106316650098899,0.283537070990031,Split-NN,-0.1813375362883638,-2.1816360672573287,-0.005667166615591801,-0.1687865159463513,2.0,,
8,"(3, 'donovan', 11)",7.121864489236777,8.613435773720829,0.5919692012982537,0.2892042376056228,Linear,,,,,2.0,,
22,"(3, 'shafter', 17)",4.610795266532022,7.317663100892911,0.3368455264602127,0.3239115915843798,Split-NN,-0.6003121858265105,-8.217168902129693,-0.46783645623486486,-10.569148069992892,1.0,,
19,"(3, 'shafter', 17)",12.827964168661715,17.886811170885803,0.9371577122867232,0.7917480478192447,Linear,,,,,1.0,17.0,"(3, 'shafter')"
6,"(1, 'shafter', 18)",3.1473604700190814,7.200477103253969,0.5703936884545711,0.22011069108610126,Split-NN,-0.2993412205615884,-1.6517271206058295,0.007989078374350811,0.2613465780638169,2.0,,
20,"(1, 'shafter', 18)",4.799087590624911,6.939130525190152,0.8697349090161595,0.21212161271175045,Linear,,,,,2.0,,
1,"(1, 'donovan', 21)",2.359660592214542,4.523202032997781,0.5573032392579421,0.11859254664452523,Split-NN,-0.6113509852085518,-2.5885024995170944,-0.05512292823419909,-2.1024267385123263,2.0,,
17,"(1, 'donovan', 21)",4.948163091731637,6.625628771510107,1.168654224466494,0.17371547487872432,Linear,,,,,2.0,,
20,"(3, 'elcajon', 18)",6.291580183788183,11.633280388981845,0.3941760040497362,0.5160363630160533,Split-NN,0.09331603347974787,1.4894496393464296,0.2303375778797161,5.192621721330752,2.0,,
1,"(3, 'elcajon', 18)",4.802130544441753,6.440658667651093,0.3008599705699883,0.2856987851363372,Linear,,,,,2.0,,
23,"(3, 'shafter', 19)",6.75628071447564,18.792750631603948,0.4935857704851584,0.8318488680612295,Split-NN,-0.42243278998349476,-5.782327374069721,-0.14834012671084296,-3.351232557946105,2.0,,
12,"(3, 'shafter', 19)",12.538608088545361,22.143983189550053,0.9160185604686532,0.9801889947720724,Linear,,,,,2.0,,
19,"(3, 'elcajon', 15)",5.981961491633947,8.294583658313986,0.3747708586870601,0.3691188917303941,Split-NN,0.009246373733196367,0.14758738660473458,0.056902393830598474,1.2786711180606982,2.0,,
5,"(3, 'elcajon', 15)",5.834374105029212,7.015912540253288,0.36552448495386375,0.3122164978997956,Linear,,,,,2.0,,
13,"(2, 'shafter', 11)",4.53305098146185,8.666114055627247,0.3344010925137324,0.2751125727819135,Split-NN,-0.42189313386369554,-5.719069486755055,0.011874073713754985,0.37403625747739966,2.0,,
14,"(2, 'shafter', 11)",10.252120468216905,8.292077798149847,0.7562942263774279,0.2632384990681585,Linear,,,,,2.0,,
