,Model,Testing Location,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",7.460038491004418,0.1737510256173714,-3.4481385485249634e-14,98.13534715073573,0.6627956647458262,9.90632864136536,9.906328641365363
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",6.6340539557532905,0.15571207198025253,6.86124874877247e-14,81.52107155970799,0.7197098470598424,9.028902012964146,9.028902012964146
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",7.50928140426072,0.17610602240269993,-1.002042212509191e-13,100.62252607348731,0.6543789146805838,10.031078011534316,10.031078011534316
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",7.347522209340565,0.19264183045169134,1.4771083961110047e-13,82.57018513080972,0.8056920648261874,9.086813805224011,9.086813805224011
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",7.397452167471527,0.19377880706639364,2.0864609740306443e-14,84.20690245293059,0.8017465577143372,9.176431902048352,9.176431902048343
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",6.944404463931576,0.18196161347759493,-2.1546029082897012e-14,74.72418360943206,0.8239800432954216,8.644315103548234,8.64431510354823
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",7.220906534864597,0.22885521979195125,-9.570110709354937e-15,85.59784105543595,0.8389025582766584,9.251910130099398,9.251910130099402
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",7.017506878858228,0.22191738445319067,5.314803194921835e-15,84.67298712645334,0.8401390898901092,9.201792603968713,9.201792603968713
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",7.3732297299338265,0.2347601231800341,1.2778038806342698e-13,90.71017236523693,0.8295498937830688,9.524188803527414,9.524188803527412
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",5.585702850679722,0.18675662343188465,-2.7866593643234762e-14,56.6656091877963,0.7301070748944084,7.527656287835962,7.527656287835962
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",6.415756157381085,0.21459105676119006,1.114413913479606e-13,71.43963491426341,0.6596684293635975,8.452197046582826,8.452197046582823
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",8.422214386108353,0.2831020784526391,-1.2728915801158292e-14,118.63650678428252,0.4286459544769145,10.892038688155806,10.892038688155795
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",5.790824666767462,0.2567641555796156,-4.725300146714705e-16,58.85980306106438,0.810734767260942,7.672014276646287,7.672014276646283
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",4.056527724490149,0.18021316324672354,5.898353572058238e-15,30.310835330197143,0.9023873533898409,5.5055277067868005,5.505527706786802
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",5.913429311595397,0.26283927591755224,1.8803759619166617e-14,59.59531620292724,0.8080873051372524,7.71980026962662,7.71980026962662
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",6.094533773045628,0.2672548341004333,-1.6623537368156563e-14,66.80218708251715,0.8277398962768887,8.173260492760349,8.173260492760349
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",4.889064247457951,0.21371307751555504,-2.228787697585649e-14,47.586229465972536,0.8846337206520686,6.898277282479483,6.8982772824794845
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",5.316930511983057,0.23315571540322416,2.7184495531233773e-14,52.47418213675569,0.8646869443586134,7.243906552182713,7.243906552182716
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",8.574270413172743,0.23065842623003355,-1.9795178855486662e-16,118.46692289336269,0.21981144574851094,10.884251140678568,10.884251140678565
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",4.610859305865573,0.12351973515182152,-2.8463444686542633e-14,39.02169771985915,0.7405976737275086,6.246734964752318,6.246734964752318
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",7.036101364559992,0.18927978584056152,6.959568144981626e-15,84.86663450866688,0.4410931316152554,9.212308858731717,9.212308858731717
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",4.757454850634632,0.2678861162118768,1.7180082131982746e-15,34.773795437671964,0.8838076431852642,5.896931018561433,5.896931018561433
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",5.436112458794399,0.30610044647784024,1.2325289217134954e-14,50.83685196568446,0.8301349171527144,7.1299966315338805,7.129996631533879
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",6.450003654665011,0.3636490886822951,-3.7099075408144184e-14,66.60493488207513,0.7729805387411973,8.161184649428979,8.161184649428975
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",6.121356018435121,0.3100498852529035,-2.098253553999741e-14,66.02419018810491,0.7616076253668013,8.125527071403122,8.125527071403116
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",4.059664675287704,0.20262590083855805,1.378424031424253e-14,33.36962909263173,0.8804256558134491,5.776645141657201,5.776645141657198
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",4.8415678384701435,0.2413077825016241,-1.945731582407234e-14,44.86391637817725,0.8397092806235174,6.6980531782135975,6.698053178213597
