,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,11,"(3, 'donovan')",1.8654245347097866,2.334541568085124,0.15730726399886963,0.07805483252011867,0.08799785751179402,13.280568172173174,0.8906830235751256,3.643188781747596,3.6442513870715856,0.4418247103333074,10.919717016021279,0.9479904229563283,3.2748294480893216,3.3044995106704556
1,11,"(4, 'elcajon')",1.6630291930497498,1.6301542628650063,0.08598411752020475,0.0917918735995755,0.18313409966653374,6.448386249319009,0.9362249716464432,2.5327550537589274,2.539367293110433,0.06140001283606179,6.107870677290217,0.9795913020082607,2.4706478481232765,2.4714106654480186
2,11,"(2, 'shafter')",1.9885468767940446,2.866059741761472,0.1481214059885714,0.09083523363316653,0.111169914008186,9.56458852601491,0.8867159965563794,3.0906681887959535,3.092666895418081,0.19058712307543432,17.120634734994145,0.9677785044286209,4.1333172430357115,4.1377088750894675
3,12,"(3, 'donovan')",1.9609341363230715,2.6201607863077716,0.16531556409774442,0.08763784941719659,0.14788376773532924,14.674345723736348,0.8796337110325386,3.8278552912864234,3.830710864022022,0.2546203354367119,13.61832236180454,0.9351236180813625,3.6815066008369803,3.6903011207494356
4,12,"(4, 'elcajon')",1.9237946349883381,1.8475444556400245,0.09946655456855125,0.10403283358205064,-0.23065867106697377,8.297193702361398,0.9179401259223682,2.8712349744529932,2.8804849769372862,0.019608826705478897,7.950651003514422,0.9734338783937002,2.8196216901175672,2.8196898771876353
5,12,"(2, 'shafter')",2.1612096547072537,2.9740347458294893,0.16078210956884084,0.0940490723358967,0.025625397324925036,10.611883071408428,0.8788902434672986,3.2574877456609372,3.2575885362348065,0.1511918097845324,16.872412435617516,0.9681452219976707,4.104820842163664,4.107604220907549
6,13,"(3, 'donovan')",1.8262139565452704,2.305889458773456,0.15554865793996522,0.07750955610172212,-0.02697837887887792,12.617374788454029,0.8973934503217138,3.5519919644501714,3.552094422795378,0.20221170574835948,10.93714653002231,0.9473266443374838,3.3009478902916745,3.307135698761439
7,13,"(4, 'elcajon')",1.5409992525552068,1.5521835509096218,0.07965247270254676,0.08751159905896955,0.133812754107211,5.797318641425267,0.942785523283818,2.4040409302136587,2.4077621646303164,0.11267615866381675,5.848505864841275,0.9800656715158423,2.4157421132076244,2.4183684303350628
8,13,"(2, 'shafter')",1.9160521150224923,2.651930871971565,0.14129224964154344,0.08443621601012656,0.3083244080005265,8.564080535518388,0.9010351208113571,2.910157492112794,2.926445033742884,-0.10086942139340636,15.128561055188511,0.9715724844135073,3.888236933201561,3.889545096176224
9,15,"(4, 'shafter')",1.8510479396181694,2.261601087269569,0.14912620778880847,0.11455127842327831,-0.09741614355068715,8.028256301320718,0.8870070818170097,2.831742643306503,2.833417777406064,-0.43156898151538076,11.319234082054912,0.9591298418933693,3.3366123989969374,3.364406943586776
10,15,"(2, 'donovan')",2.1724196195915186,2.9150204996670084,0.20451953839977552,0.06789345686668326,0.41273767236380027,13.876545298110313,0.8947942727756649,3.7021876007489927,3.7251235278994863,0.5658733300615226,18.345519360521195,0.9369626863259051,4.245622062415102,4.28316697789395
11,15,"(3, 'elcajon')",1.5072647306809848,1.8846733756495746,0.09501348774553858,0.0835660887160269,-0.20728837210612727,4.343752329098766,0.9573095804241198,2.0738331323414987,2.084167058826803,0.293137853664649,7.400728235888346,0.9762027652292556,2.7045884047888555,2.7204279508724993
12,17,"(4, 'donovan')",2.4913763039447696,3.9845803881670374,0.32706807301065116,0.10719011615375196,-0.5667123209870806,15.99193888132285,0.7601127344213273,3.958633108536007,3.99899223321612,1.3575739189326939,36.45706864816535,0.759904393680736,5.8833716325155345,6.0379689174560465
13,17,"(2, 'elcajon')",1.42210201525597,2.090369602852421,0.1263203064356669,0.05480658855336849,-0.3631036718960696,4.109301834530444,0.9364276463463801,1.994356432034364,2.0271412961435233,0.040608702778049115,8.72006723865581,0.9794795390486802,2.952696760359725,2.9529759969657405
14,17,"(3, 'shafter')",1.8913812985672136,2.1058764306482107,0.13817809197345277,0.09234597379672062,-0.2704109741760356,8.04540993271917,0.905389051645808,2.823524001321238,2.836443183411078,-0.06558871227540475,9.341834745726503,0.9759105877734928,3.05573769873634,3.056441516817638
15,18,"(4, 'shafter')",1.7777710594093092,1.8982851617512613,0.14403942617599472,0.09474717044728775,0.20478678361945193,7.068985489690395,0.8988773906581436,2.6508579535051955,2.658756380282029,-0.06981049551223485,7.251246245350216,0.974016402402435,2.6919087505789703,2.6928138155747448
16,18,"(2, 'donovan')",2.1157305007251246,2.7859031016088807,0.20353076400168035,0.0653896919110109,0.502176429542647,13.773246115206147,0.893846728479857,3.677100077437488,3.711232425381917,-0.2594519385119323,16.66755506385981,0.9426927116068873,4.074339180059991,4.08259170917933
17,18,"(3, 'elcajon')",1.6508639035811066,1.9269179123990023,0.10351411222229466,0.08560423985610564,-0.17620248226820662,5.228148982889179,0.9493398325528459,2.2797152608303417,2.2865145927566655,-0.5247497498218896,7.39093467110718,0.9761983235925269,2.667503021459026,2.718627350540559
18,19,"(4, 'donovan')",2.513218901581001,4.6050701361920865,0.3322659817465855,0.12336464980712052,-0.32673077121180055,13.5874804838848,0.7992541256846317,3.671611028966613,3.686119976870639,2.722019912212781,43.0173360817549,0.7140360952574905,5.9672391848747655,6.55876025493804
19,19,"(2, 'elcajon')",1.5051616315099967,2.6740264273395042,0.13372809063613073,0.07004704314715043,-0.053188233658305696,4.726898512899564,0.9267719045093654,2.1734924699820515,2.1741431675259024,0.32896736902989054,14.707162627237004,0.965374030724683,3.8208563273794267,3.8349918679492663
20,19,"(3, 'shafter')",1.9275283156341998,2.224892437980308,0.13852467064618626,0.09725554543675431,-0.010451022583632516,14.700446950870209,0.8302186239892746,3.834101945995804,3.8341161890154307,-0.0870031556674383,11.393501841100104,0.9723780192105484,3.374304707246076,3.3754261717744773
21,20,"(4, 'shafter')",1.6999455866745719,1.9069943260839766,0.13780595540538074,0.09504618904935361,0.12882064343604532,6.969182309563877,0.9002687581279191,2.63677597491836,2.639920890777577,-0.42096813403432365,7.477890117546139,0.973282841019586,2.701976305975552,2.7345731143171395
22,20,"(2, 'donovan')",2.212376148814614,2.915615229956606,0.21307017976971862,0.06837636963678823,0.4526846912043647,14.822990959470081,0.8860156568302489,3.823358156986673,3.850063760442167,-0.4987244243908431,19.407139179419904,0.9333398119896394,4.3770324593513275,4.405353468158929
23,20,"(3, 'elcajon')",1.526603659017378,1.9123379654683321,0.09568897073029055,0.08499932943609224,0.36688396797291567,4.553209806494628,0.955892198738112,2.1020480482584922,2.133825158370439,-0.665828263676649,7.426440464509384,0.9760848957000459,2.6425580749375923,2.725149622407802
24,21,"(4, 'donovan')",3.384709517102787,4.428981137765118,0.4443449260181137,0.11914504322956021,-0.44904978621390557,31.562608805283013,0.5265447187475514,5.600086000288414,5.618060947095805,1.6470677705803924,45.97060158132996,0.6972510443434631,6.577063872822499,6.780162356561232
25,21,"(2, 'elcajon')",1.4021260060789602,2.118251348299929,0.12485178013842245,0.05550374191043716,0.030444346543391784,4.03793146583211,0.9373736947694817,2.009229854898257,2.0094604912344285,-0.424090891409525,9.058805502253037,0.9786611177897097,2.979757103011528,3.0097849594702004
26,21,"(3, 'shafter')",1.8285933909231578,2.318104724728741,0.1335910141146237,0.1016525162884141,-0.1481214949344744,11.02314675575497,0.8703720037722265,3.316806709264294,3.320112461311359,-0.1353353258236699,11.179474414632937,0.971171940525604,3.3408320230008113,3.343572103997899
