,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
10,"(2, 'elcajon', 17)",6.536855788183978,10.135917742735767,0.5811718914153519,0.2619008040313019,Split-NN,-0.5189164317740871,-5.836624122280488,0.024774681743637644,0.9588139188223188,1.0,,
41,"(2, 'elcajon', 17)",12.373479910464466,9.177103823913448,1.100088323189439,0.23712612228766425,RF,,,,,1.0,17.0,"(2, 'elcajon')"
5,"(1, 'shafter', 15)",3.4719302243809302,8.171194660552317,0.5133389307251977,0.2510326251302761,Split-NN,-0.11010320240027993,-0.7446749376179715,-0.11315046311308113,-3.683084856196727,2.0,,
9,"(1, 'shafter', 15)",4.216605161998902,11.854279516749044,0.6234421331254776,0.3641830882433572,RF,,,,,2.0,,
7,"(2, 'donovan', 15)",5.58804457185568,10.182316682650214,0.524735330904743,0.23684622171980896,Split-NN,-0.0028138930195026335,-0.029965886966869526,0.02241280839143417,0.9635547957320689,2.0,,
13,"(2, 'donovan', 15)",5.61801045882255,9.218761886918145,0.5275492239242456,0.2144334133283748,RF,,,,,2.0,,
16,"(3, 'donovan', 11)",4.985720585821686,8.12467862106372,0.41441297255031256,0.27279375479460005,Split-NN,-0.0698129069110014,-0.8399052881964888,-0.03528776602553624,-1.0509835843883035,2.0,,
6,"(3, 'donovan', 11)",5.825625874018175,9.175662205452024,0.48422587946131396,0.3080815208201363,RF,,,,,2.0,,
6,"(1, 'shafter', 18)",3.2180990811686225,8.109606603620637,0.5832135918987721,0.2479017832238761,Split-NN,-0.16142062513302458,-0.8906986610703242,-0.10391173208501972,-3.3992626343850088,2.0,,
4,"(1, 'shafter', 18)",4.108797742238947,11.508869238005646,0.7446342170317967,0.3518135153088958,RF,,,,,2.0,,
8,"(2, 'donovan', 18)",5.750657211389692,7.402800700873478,0.5456780321016919,0.17467268453381202,Split-NN,-0.04156449556310393,-0.43802966600494475,-0.04763479584565952,-2.0188096439541097,2.0,,
19,"(2, 'donovan', 18)",6.188686877394637,9.421610344827588,0.5872425276647958,0.22230748037947154,RF,,,,,2.0,,
23,"(3, 'shafter', 19)",7.58487684296772,24.488934254717325,0.5541195576066018,1.0839867265388081,Split-NN,0.157184722040827,2.151569533884256,0.6874960045915977,15.53159650818078,2.0,,
12,"(3, 'shafter', 19)",5.433307309083464,8.957337746536545,0.3969348355657748,0.3964907219472105,RF,,,,,2.0,,
15,"(2, 'shafter', 13)",4.879249846111471,10.273135487296932,0.3614918333626799,0.3241822881587951,Split-NN,-0.046782969433029564,-0.631454919142616,-0.017638733662060202,-0.5589605211433728,2.0,,
16,"(2, 'shafter', 13)",5.510704765254087,10.832096008440304,0.4082748027957095,0.3418210218208553,RF,,,,,2.0,,
14,"(2, 'shafter', 12)",5.440764391314421,9.478119844042528,0.4053320981089712,0.3008587785954064,Split-NN,-0.017976876677981313,-0.24130324480326681,-0.06951442334542313,-2.1899511738810435,2.0,,
2,"(2, 'shafter', 12)",5.682067636117687,11.668071017923571,0.4233089747869525,0.3703732019408295,RF,,,,,2.0,,
9,"(2, 'donovan', 20)",5.638952962461845,8.01637205721318,0.5350784514813031,0.18915019923338536,Split-NN,-0.05873899495010859,-0.6190240490324079,-0.011600336128768096,-0.4916336899132556,1.0,,
40,"(2, 'donovan', 20)",6.257977011494253,8.508005747126436,0.5938174464314117,0.20075053536215345,RF,,,,,1.0,20.0,"(2, 'donovan')"
22,"(3, 'shafter', 17)",4.377042298076798,7.1321993906921435,0.3197685067338174,0.3157021612342801,Split-NN,-0.04560936641535618,-0.624308278596919,-0.17282312877378525,-3.904341385940631,1.0,,
19,"(3, 'shafter', 17)",5.001350576673717,11.036540776632775,0.3653778731491736,0.4885252900080653,RF,,,,,1.0,17.0,"(3, 'shafter')"
0,"(1, 'donovan', 19)",2.3982388691594743,4.6932140299198375,0.5664146338277106,0.1230500428005714,Split-NN,-0.17463927766089005,-0.7394348216922602,-0.043475687932394744,-1.6581929101432555,2.0,,
0,"(1, 'donovan', 19)",3.1376736908517344,6.351406940063093,0.7410539114886007,0.16652573073296614,RF,,,,,2.0,,
2,"(1, 'elcajon', 11)",2.6908579831661594,6.320477821944437,0.4956511864271742,0.16716341148583636,Split-NN,-0.3794700036864488,-2.0601179150850317,-0.04572369253138636,-1.7288208108059608,2.0,,
7,"(1, 'elcajon', 11)",4.750975898251191,8.049298632750398,0.875121190113623,0.21288710401722272,RF,,,,,2.0,,
24,"(3, 'shafter', 21)",4.0218734205342574,6.01895110552316,0.2938213456428666,0.2664249508863936,Split-NN,-0.09221950938917634,-1.2623153462711763,-0.136191240385862,-3.0767704532020153,2.0,,
10,"(3, 'shafter', 21)",5.284188766805434,9.095721558725176,0.38604085503204294,0.4026161912722556,RF,,,,,2.0,,
