,Model,Testing Location,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",3.5413773723397184,0.3333982343735765,-0.3934193789206821,31.094601475797763,0.7642547124854144,5.5623576608873835,5.5762533546995305
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",3.4397444297490254,0.3308993331227206,0.19741572871146745,30.240064136007128,0.7669335382403382,5.495551955224833,5.499096665453983
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",3.761318402563224,0.3622461707674343,-0.13520850885761598,34.873466786409196,0.7318335269467713,5.903828054757415,5.9053760918682565
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",1.8863121501190336,0.1675544555032989,-0.02648161862192509,7.074643973060096,0.8905527540348667,2.6596884580595823,2.6598202896173446
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",2.0759293239536243,0.18443870676491406,-0.2284735366542181,8.413974459297858,0.8696525166597509,2.8916732703764865,2.9006851706619003
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",1.981221667701064,0.17641713440080214,0.18820552610580665,7.945027948549228,0.8767765749416188,2.8124022859942825,2.8186925956104587
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",2.8970691494818737,0.21579473970419955,-0.16853309766855454,18.120948158932585,0.7853735633211297,4.253533214972284,4.256870700283553
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",3.0151641471222703,0.22431162622967266,-0.0179335505487113,19.76130644905247,0.7744710343387524,4.4453329308460034,4.4453691015541645
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",2.9326170612397116,0.21625511053224492,0.24411680144866835,18.766452222584213,0.7831384619393856,4.325142681171537,4.332026341400086
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",2.6326689632821565,0.2220073468118538,0.5854155377071643,26.696854602495986,0.7802489029562509,5.133628657170019,5.166899902504014
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",2.5713307947981896,0.2167747467648401,-0.017038974143538874,24.477180344653977,0.7992259813187006,4.947412456390022,4.947441798005711
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",2.7881094353369003,0.2374785710634001,0.3450116999828677,28.136570282982124,0.7711888213735838,5.2931594729096325,5.3043916034718
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",1.815217298863377,0.11442590214601706,0.13592661976022855,7.321257448527964,0.9280466452456456,2.7023658955882883,2.7057822248894983
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",1.9954976029402611,0.12512367758601842,0.1686047946600626,7.380599831030434,0.9284828292911782,2.7114889397803843,2.7167259396248338
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",1.9150255465582544,0.12003562443333925,0.5619116663758418,6.8770927598376765,0.9333803067282735,2.56151284192204,2.6224211637030534
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",2.7611312507462444,0.20171916059728925,0.3218558964086728,22.140599752705675,0.7396350021625193,4.6943592251215085,4.705379873368958
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",2.8404901287527586,0.2041360203986192,0.29621776448429205,24.354052020499388,0.7187252552731123,4.92608435380385,4.93498247418361
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",2.4356899726021157,0.17794349204361218,0.10753157709491118,19.098222333651204,0.7754121987597395,4.368828136217839,4.370151294137447
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",3.4983087556103456,0.4592582427961994,-0.3397082875201429,26.093714933182394,0.6085809250170976,5.096892506204278,5.1082007530227695
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",3.0974291581330577,0.40950286482015386,-0.039189339567710174,22.634928123846453,0.6655841793718671,4.7574564967127895,4.757617904355756
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",2.8716947920292704,0.3769963134098099,0.6364132121554917,19.65508058865434,0.7051637345458193,4.387488891178407,4.433405078340388
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",1.851135005075769,0.09570981104084456,0.4049445393675375,7.495797872553577,0.925865991370303,2.7077329611803047,2.7378454800360044
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",2.3554857503560607,0.12178641506849625,-0.10519475096844212,11.184763564084482,0.8893818413091111,3.34270812897322,3.344362953401512
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",2.1495362077578744,0.11110704552754876,0.039652493966331234,9.540376738995393,0.9058448057527058,3.0884954959281408,3.088750028570683
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",2.544093149895268,0.20496009616240732,-0.17116856405410755,14.104697510115823,0.8014847967055858,3.75171945102114,3.755622120250629
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",2.1891964042362546,0.17737412935359312,-0.11114943922012303,9.939482746511494,0.8578146139496992,3.150734606480355,3.1526945215975966
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",2.2197332622787616,0.1799425024843373,-0.03876654224124406,10.667619218985305,0.8473429356170107,3.26590207727546,3.266132149651221
