,Model,Testing Location,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",-0.09582224722772636,-0.002103097436065862,0.1811924916838474,-2.5137647460645525,0.005340297962420304,-0.2160169652566424,-0.21172293331777856
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",-0.17949841660417576,-0.004405428255214838,0.04030103495679727,-3.3707556997794725,0.015298699774285331,-0.2904766319115737,-0.2919557642194768
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",-0.17603388963930922,-0.0047961520458734,0.05760735286207019,-2.620809876717189,0.01411534737199216,-0.20986490386695775,-0.2081855256911052
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",-0.23408743228968776,-0.004806420846632506,-0.12095084976150255,-3.011367589998038,0.007227694123147277,-0.3325689161561645,-0.32647610967923946
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",-0.10086041181025253,-0.0015775639038986544,0.05530841495617922,-1.162039850757928,0.002653974418658889,-0.10603613541766156,-0.10611108270769076
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",-0.16205330418700026,-0.003107424727060881,0.030858149533172174,-2.695766970649789,0.006262807752703714,-0.2654787386109927,-0.2668207408135697
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",-0.12343417065271113,-0.0041388181922296366,-0.10714425727207222,-1.4404432856813116,0.0011024576777437511,-0.13828037513850244,-0.12363201632541808
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",-0.1426850013850558,-0.0050511586280017895,0.05400807658764284,-2.1663781455829754,0.004541641627538562,-0.18293752532525695,-0.17964415757754448
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",-0.1906812767700119,-0.004765282814491706,-0.02409718123388344,-3.7785856769245565,0.006194246051340224,-0.3061039160892074,-0.3068528495727509
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",-0.13884879124061422,-0.0051312258830142074,0.028415386556966068,-2.1251426572645857,0.011116528911168988,-0.22238578409627774,-0.22416862482508915
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",-0.09343989289981547,-0.0034313476925353077,0.0634975653162124,-2.1646027133635433,0.011387141216129049,-0.20453983418854094,-0.20661383715274084
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",-0.1530152411334127,-0.005129957830325328,0.08445181877871533,-2.3296932898463254,0.009828934228626851,-0.20377614534499774,-0.21197424817820654
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",-0.06536211147928572,-0.0033419574389156465,-0.055260412666666585,-0.7243024201021182,0.002851478358747217,-0.10224281954234103,-0.09676149679201007
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",-0.0647334252206444,-0.00270874448744017,0.03672292186645814,-1.2605629604670607,0.004311538104854518,-0.17501492932891693,-0.17442591833520282
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",-0.06096312548341176,-0.002241659507663932,0.031241653862254432,-0.6768050213108125,0.0024515194288575732,-0.09058184403512293,-0.09046512683491016
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",-0.03262525149735751,-0.00281861444322537,0.010612534003112515,-0.5211186484061407,0.0024916700116528467,-0.05467809938687651,-0.053949028894134436
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",0.0016330474940731146,-0.0009749585544490957,-0.01909548139655985,-0.6154104063093762,0.002352123378854709,-0.05938814976224816,-0.058963759093574986
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",-0.020511564570044882,-0.002321019435625543,-0.026413346117885626,-0.4468359414609573,0.002373413249610823,-0.045242330519898566,-0.04480044530081617
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",-1.3910126572797177,-0.04227078324888603,1.2307229668080357,-27.002074565350288,0.10975768666978568,-1.299539932629525,-1.543721634009522
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",-0.24029382927345203,-0.012422669788369256,0.06462948568656446,-1.4827109379442758,-0.024363861335438664,-0.13362112994779365,-0.12548688672345953
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",-0.04424947568408566,-0.00417563490912444,0.2118811112582284,-7.071091875885621,0.013492242842728984,-0.5333658143332203,-0.5562213141259118
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",-0.06285652387098795,-0.002831765206645076,-0.06163856104404328,-0.5667028641846183,0.002020313758816505,-0.10493688502796106,-0.10416179511123548
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",-0.08490461104637559,-0.003816166169950397,-0.05173954740498782,-0.8971309982389482,0.0032265715389006022,-0.12929485499770665,-0.12240301548509258
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",-0.14069486430710001,-0.008224223688639565,-0.016006081684940145,-1.839751123622916,0.006232976801357593,-0.2506713766633806,-0.25057104979718625
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",-0.041280450774217936,-0.002792837750501931,0.027231633672990696,-0.2566530485661325,-0.0002926461781208589,-0.026679426686648355,-0.02756835278113812
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",-0.035306081139181884,-0.0016485806319567337,-0.009518837272957879,-0.2279410413580383,0.00031559667986080786,-0.0328239917432005,-0.033851829921216485
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",-0.049075882794118016,-0.003185019598647823,0.02791524012660039,-0.6489942492401308,0.002431549439423808,-0.08991258042656103,-0.09091149909867502
