,Model,Testing Location,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",4.143177747853037,0.09649834700887873,0.2285020318122461,33.99574973153849,0.8831866954922699,5.826108180095716,5.83058742594076
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",4.038756196711232,0.09479619849452693,-0.23134435597493366,31.660187185348967,0.8911442337727868,5.621980700012276,5.626738592235202
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",4.471270147083019,0.10485924794933772,0.2032053616911288,38.320020573990924,0.8683773145332041,6.186980539758563,6.190316678005327
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",3.2711286963049733,0.08576445252498267,-0.2773747626341453,19.790828150432862,0.9534273182602386,4.440032816379682,4.448688362925961
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",3.968304114676772,0.10395109289115737,0.020091441203334025,29.40379226508612,0.9307728599081964,5.422489153385844,5.4225263729267486
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",3.674039928443349,0.09626948384601557,-0.27738666074772195,24.18902538701218,0.9430204386895384,4.910405496783239,4.918233970340592
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",4.2072326364733055,0.13334158877241628,-0.789375320469014,33.220363807450774,0.9374783808036344,5.7094001841331865,5.763710940657137
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",4.410962589838473,0.13948960759937173,0.3627106072372962,35.281402186225684,0.9333894166858671,5.928730284155537,5.939814995959527
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",4.416748097680204,0.14062715600153844,0.2504722758317204,36.042889554750865,0.9322731487243122,5.998345859037094,6.00357306566272
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",3.3236063710143453,0.11112397491603147,-0.5160292655896279,21.41810102844307,0.8979876150697325,4.599110222573233,4.6279694282096395
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",3.704050960534919,0.12389127492073355,-0.14971983989053014,26.367959770624992,0.8743855679835986,5.132791031407521,5.134974174289972
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",3.836555655010043,0.12896096326211426,-0.5754558474904623,29.043908119598196,0.860124384544575,5.358428749201297,5.389240031729725
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",2.6849140885759537,0.11904862233410485,-0.3696432358355288,13.648144092518425,0.9561140365106756,3.675800317695885,3.6943394663347364
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",2.434624617729787,0.10815935042933182,0.07401922420035505,12.434434421257427,0.9599562981443076,3.525472386840835,3.5262493419010266
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",2.617784766078634,0.116354929799351,0.029425442154047462,13.656447769665984,0.9560226229053848,3.695345983871768,3.695463133311708
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",3.3674304762702216,0.14766709100220518,0.2929169332503641,23.066474654917194,0.9405194127600286,4.793816259170716,4.802756984786674
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",3.471119885213792,0.15173122617077242,-0.12174612663667085,26.926406509740968,0.9347206246407896,5.187637649634854,5.18906605370764
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",3.4618764792769534,0.15180869589028498,-0.09544369252572407,24.646840935683183,0.936444186014698,4.963640979420561,4.964558483458845
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",5.84341460518823,0.15719504420709898,-1.3748600958379482,63.58325790303165,0.5812592338317151,7.8544902897556055,7.973911079453523
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",4.3668657462502365,0.11698342209969753,0.6978437000784407,34.165062471392595,0.7728828523569368,5.803281536886948,5.845088747948366
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",4.407918816088231,0.11857844085563955,-0.7145924505250544,36.945181202832494,0.7566898269558068,6.036102955642281,6.078254782652047
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",1.8053321262830389,0.10165591202993313,-0.06436427958354146,7.119398345479947,0.9762114068236544,2.6674436430454715,2.668220070661329
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",2.4620646930466727,0.13863567163326354,-0.4516208736291726,12.984916896725519,0.956612498627644,3.575046221418041,3.6034590183219124
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",2.3728625007844686,0.13378120884545125,-0.029834945050978782,12.572918619428403,0.9571458598903072,3.5457056446932684,3.54583116059245
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",3.2510903791448955,0.1646694287940438,-0.14086324520142685,21.5394843494904,0.9222277651899964,4.638926807646151,4.641065001644602
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",2.3950384933292783,0.11954111264607716,0.479509678329251,11.221296125864328,0.9597904093734868,3.3153229971113682,3.349820312474137
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",2.4988324949564014,0.12454389741474002,-0.12220457509919788,12.417998551767251,0.955632720418338,3.5217984918546628,3.5239180682540354
