,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
29,"(1, 'donovan', 19)","(2, 'elcajon')",-3.861796316643467,-11.950181207633575,-0.23776385051217522,-0.30923744164354083
30,"(1, 'donovan', 19)","(3, 'shafter')",-5.743954840397236,-16.11735802222648,-0.3075729279975613,-0.7330915807924179
9,"(1, 'donovan', 21)","(2, 'elcajon')",-3.9439990758662726,-9.983854654261734,-0.2454131653801116,-0.2582938842512388
10,"(1, 'donovan', 21)","(3, 'shafter')",-5.561891634425914,-13.07423131254439,-0.2947349654388595,-0.5986418105719329
15,"(1, 'elcajon', 11)","(2, 'shafter')",-5.78381991747957,-10.600922074313305,-0.35580727201048684,-0.3421267216816493
16,"(1, 'elcajon', 11)","(3, 'donovan')",-5.230807201249139,-8.120490689031136,-0.36992230219664196,-0.2801771158553731
4,"(1, 'elcajon', 12)","(2, 'shafter')",-6.466066484045565,-9.339633866017044,-0.41133220937837855,-0.30211942208090115
5,"(1, 'elcajon', 12)","(3, 'donovan')",-5.03253076599307,-8.303921165192698,-0.35394971294045985,-0.2859796925976014
17,"(1, 'elcajon', 13)","(2, 'shafter')",-5.75531467606789,-9.9231295461744,-0.35681830687679056,-0.31885870225704815
18,"(1, 'elcajon', 13)","(3, 'donovan')",-5.437221223541562,-8.070989814108167,-0.3931389610400788,-0.2792915762660591
0,"(1, 'shafter', 15)","(2, 'donovan')",-5.993325188440394,-16.273183033685385,-0.5261126347753595,-0.3696941472508156
1,"(1, 'shafter', 15)","(3, 'elcajon')",-7.723321913934777,-9.024891498017515,-0.4259393436918264,-0.41792417073975374
11,"(1, 'shafter', 18)","(2, 'donovan')",-5.9904408281611,-16.770720911052,-0.517060929921265,-0.38827726034414745
12,"(1, 'shafter', 18)","(3, 'elcajon')",-7.982269286626903,-9.616339961553344,-0.42954878431823135,-0.44127223867379645
25,"(2, 'donovan', 15)","(1, 'shafter')",-11.329971904103225,-15.474579982091962,-1.755402992982482,-0.4886390341930092
