,Model,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(11, {(4, 'elcajon'), (2, 'shafter')})",-2.2479328253293374,-0.2526640714713534,-0.22341578656033406,-48.84534057444187,0.3582972306465374,-4.165746901393924,-4.171599217537006
1,"(11, {(3, 'donovan'), (2, 'shafter')})",-1.1548429130640825,0.029239873430627644,-1.2684742482132334,-4.154300105788824,0.07579412547858022,-0.2175170580897952,-0.3634621699964118
2,"(11, {(4, 'elcajon'), (3, 'donovan')})",-2.4820176133504748,-0.2072307286747915,1.162477535815209,-25.15601787094823,0.3884916291985489,-2.1276002230729802,-2.1193115906529387
3,"(12, {(4, 'elcajon'), (2, 'shafter')})",-1.5898172655151712,-0.20828434278107888,-0.4384480965960769,-37.04990567364243,0.26469971107072604,-3.1572385791399236,-3.1631264160153707
4,"(12, {(3, 'donovan'), (2, 'shafter')})",-2.258130688280256,-0.029071938401052714,1.996359902499227,-18.315469499280727,0.2099458792854194,-1.2489888049709863,-1.4878456548536905
5,"(12, {(4, 'elcajon'), (3, 'donovan')})",-2.7003338905364167,-0.22907742216233576,0.022700462916453782,-38.49836075295352,0.5463460531546916,-2.9910457195038944,-2.9841962900428016
6,"(13, {(4, 'elcajon'), (2, 'shafter')})",-2.7716282198017312,-0.3086740076366777,-0.2402165598126381,-57.76086891128777,0.3924233592837112,-4.408716196896794,-4.406409594856651
7,"(13, {(3, 'donovan'), (2, 'shafter')})",-18.59675985904765,-0.8632717110053091,17.22301290473954,-1405.3387238430994,13.584498385651463,-27.78579830375493,-31.88688150867429
8,"(13, {(4, 'elcajon'), (3, 'donovan')})",-2.5736103647096367,-0.21941686330150545,1.1869601544159027,-25.239841538516725,0.4101317097941925,-1.900781181171883,-1.950361590778975
9,"(15, {(2, 'donovan'), (3, 'elcajon')})",-3.527129546666925,-0.31495835897171875,-2.567933357159467,-39.17109608231619,0.6800593302282408,-2.7389645226038057,-3.13659349275967
10,"(15, {(4, 'shafter'), (3, 'elcajon')})",-3.532758820674583,-0.3847637017632792,-1.6543112777022797,-84.1200764072882,0.5739068023835027,-6.089704455520228,-6.256778920097704
11,"(15, {(4, 'shafter'), (2, 'donovan')})",-4.824444246498123,-0.24186422433224525,-0.4532068171277347,-112.71470931227941,1.0378613744486502,-6.910321805501004,-6.921984740052246
12,"(17, {(3, 'shafter'), (2, 'elcajon')})",-4.887408124216263,-0.7483597337696531,5.183476624333811,-82.88725148304191,1.2559526870014173,-4.2554602472760505,-5.852588961400411
13,"(17, {(2, 'elcajon'), (4, 'donovan')})",-2.5311545699244795,-0.14844382260666208,-2.2771394084682406,-35.15472244994761,0.4190563086046163,-3.226603365441472,-3.5578985394126645
14,"(17, {(3, 'shafter'), (4, 'donovan')})",-6.493478048936268,-0.6207901442407663,-1.265040889057761,-263.9738712751952,3.9836902732305455,-12.590583655329592,-12.648909237041867
15,"(18, {(2, 'donovan'), (3, 'elcajon')})",-1.8019701959552956,-0.18017453321170185,0.9703282763392564,-17.583946268793387,0.3849939452688425,-1.508445810827702,-1.531393450779862
16,"(18, {(4, 'shafter'), (3, 'elcajon')})",-3.452657422508583,-0.3828229553772747,-2.088864195259653,-89.82652803272434,0.6106953491795569,-6.4613935113393834,-6.636804956212237
17,"(18, {(4, 'shafter'), (2, 'donovan')})",-2.9421989862152262,-0.127547756906345,0.5487433015246667,-59.054183409379434,0.5233056827177678,-4.331269528844629,-4.341249369406353
18,"(19, {(3, 'shafter'), (2, 'elcajon')})",-1.16663639029374,-0.2713289255061719,2.096779599885062,-9.389833772368387,0.20172505387117645,-0.6949930193457226,-0.993606455342074
19,"(19, {(2, 'elcajon'), (4, 'donovan')})",-2.354912905090018,-0.12758190498437186,-1.158441889554437,-32.02893349327404,0.3685913103513968,-3.187207325411627,-3.3196707150613936
20,"(19, {(3, 'shafter'), (4, 'donovan')})",-2.8709263342155213,-0.30446283634327365,-0.22112830080983265,-43.709184252825956,0.6964181647387294,-3.592725840027538,-3.5986855977732377
21,"(20, {(2, 'donovan'), (3, 'elcajon')})",-1.3881153187385382,-0.14478016611801295,0.9199459775931738,-10.700222763196518,0.2753190660174032,-0.914029370985868,-1.0144575137751837
22,"(20, {(4, 'shafter'), (3, 'elcajon')})",-3.4280121044840643,-0.37718754216561307,-1.4177061725718707,-86.40191517021145,0.5930485987425475,-6.3871845084647365,-6.489928962971788
23,"(20, {(4, 'shafter'), (2, 'donovan')})",-3.0200332655646625,-0.1324346314155508,-2.165494790856836,-44.64771532901456,0.3862030315046043,-3.1685565810613032,-3.5471369587318744
24,"(21, {(3, 'shafter'), (2, 'elcajon')})",-5.009038224573123,-0.7464620433044243,5.894881732658937,-68.16883306288997,1.0315624100769822,-3.0376728742333325,-5.373506765761409
25,"(21, {(2, 'elcajon'), (4, 'donovan')})",-2.092598309099557,-0.12037775475532245,-0.5666065312183752,-24.475240171105124,0.2888228575040286,-2.7478609342933464,-2.799927949191092
26,"(21, {(3, 'shafter'), (4, 'donovan')})",-2.35857894350069,-0.2432773354377,-1.998174097087959,-34.81287924262795,0.5442903030827362,-2.9031668330463765,-3.2977021743077386
