,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
0,"(1, 'donovan', 19)",2.3982388691594743,4.6932140299198375,0.5664146338277106,0.1230500428005714,Split-NN,-0.5285129544005017,-2.237760528064207,-0.06417862682321389,-2.447817367409306,2.0,,
4,"(1, 'donovan', 19)",4.6359993972236815,7.141031397329144,1.0949275882282123,0.1872286696237853,NN[4],,,,,2.0,,
7,"(2, 'donovan', 15)",5.58804457185568,10.182316682650214,0.524735330904743,0.23684622171980896,Split-NN,-0.019613873191245412,-0.20887329509607877,-0.009984228205195705,-0.42923451629901166,2.0,,
12,"(2, 'donovan', 15)",5.796917866951759,10.611551198949225,0.5443492040959884,0.24683044992500466,NN[4],,,,,2.0,,
23,"(3, 'shafter', 19)",7.58487684296772,24.488934254717325,0.5541195576066018,1.0839867265388081,Split-NN,0.0042052621658561495,0.05756229893451348,0.3485181347273958,7.873562912682345,2.0,,
5,"(3, 'shafter', 19)",7.5273145440332065,16.61537134203498,0.5499142954407457,0.7354685918114123,NN[4],,,,,2.0,,
20,"(3, 'elcajon', 18)",4.109525761293604,6.8545547377238885,0.2574673445790576,0.3040586471464797,Split-NN,-0.21940040390204657,-3.501926092210999,-0.32998779322009686,-7.439089177813092,2.0,,
17,"(3, 'elcajon', 18)",7.611451853504603,14.29364391553698,0.4768677484811042,0.6340464403665765,NN[4],,,,,2.0,,
22,"(3, 'shafter', 17)",4.377042298076798,7.1321993906921435,0.3197685067338174,0.3157021612342801,Split-NN,-0.08418189303041029,-1.1522951721853048,-0.057601066893269826,-1.301297059840298,1.0,,
19,"(3, 'shafter', 17)",5.529337470262103,8.433496450532441,0.4039503997642277,0.3733032281275499,NN[4],,,,,1.0,17.0,"(3, 'shafter')"
16,"(3, 'donovan', 11)",4.985720585821686,8.12467862106372,0.41441297255031256,0.27279375479460005,Split-NN,-0.08063243009353355,-0.9700728336957454,-0.05543994881041159,-1.6511806408177154,2.0,,
7,"(3, 'donovan', 11)",5.955793419517431,9.775859261881436,0.4950454026438461,0.32823370360501164,NN[4],,,,,2.0,,
6,"(1, 'shafter', 18)",3.2180990811686225,8.109606603620637,0.5832135918987721,0.2479017832238761,Split-NN,-0.10583436790100809,-0.5839807007745654,0.008715846018503698,0.2851213150167897,2.0,,
20,"(1, 'shafter', 18)",3.802079781943188,7.824485288603848,0.6890479597997802,0.2391859372053724,NN[4],,,,,2.0,,
15,"(2, 'shafter', 13)",4.879249846111471,10.273135487296932,0.3614918333626799,0.3241822881587951,Split-NN,-0.017711097912360085,-0.2390562214351526,0.002482732164317658,0.07867624122084038,2.0,,
15,"(2, 'shafter', 13)",5.118306067546624,10.194459246076091,0.37920293127504,0.3216995559944774,NN[4],,,,,2.0,,
11,"(2, 'elcajon', 19)",3.2884387189924653,7.7297770708010125,0.2891776697209938,0.20024574552077254,Split-NN,-0.09953092599584712,-1.1318348027968619,-0.010375032498371073,-0.4004913468006963,2.0,,
2,"(2, 'elcajon', 19)",4.420273521789327,8.130268417601709,0.3887085957168409,0.2106207780191436,NN[4],,,,,2.0,,
14,"(2, 'shafter', 12)",5.440764391314421,9.478119844042528,0.4053320981089712,0.3008587785954064,Split-NN,-0.0026454057175971935,-0.035509226375191716,-0.06653654426101069,-2.096137408582596,2.0,,
1,"(2, 'shafter', 12)",5.476273617689612,11.574257252625124,0.4079775038265684,0.3673953228564171,NN[4],,,,,2.0,,
13,"(2, 'shafter', 11)",4.6199740624735215,9.060875006886537,0.34081336834602155,0.28764456811888434,Split-NN,-0.019430722874307027,-0.26339763645441217,0.007415013830881445,0.23357476880350347,2.0,,
13,"(2, 'shafter', 11)",4.883371698927934,8.827300238083033,0.3602440912203286,0.2802295542880029,NN[4],,,,,2.0,,
5,"(1, 'shafter', 15)",3.4719302243809302,8.171194660552317,0.5133389307251977,0.2510326251302761,Split-NN,-0.10530636670435334,-0.7122318910511565,-0.08324772272233794,-2.7097408038452855,2.0,,
3,"(1, 'shafter', 15)",4.184162115432087,10.880935464397602,0.618645297429551,0.334280347852614,NN[4],,,,,2.0,,
10,"(2, 'elcajon', 17)",6.536855788183978,10.135917742735767,0.5811718914153519,0.2619008040313019,Split-NN,-0.08789531458699607,-0.9886214464244114,-0.01917891479386341,-0.7422501181871297,1.0,,
41,"(2, 'elcajon', 17)",7.525477234608389,10.878167860922897,0.6690672060023479,0.2810797188251653,NN[4],,,,,1.0,17.0,"(2, 'elcajon')"
