,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,17,"(2, 'elcajon')",6.327964219755618,4.856750676242888,0.5620954008036785,0.12733725923679656
1,17,"(3, 'shafter')",2.7573729909571743,5.903097293977136,0.20144459450784508,0.25887430062594263
2,18,"(3, 'elcajon')",6.19891556619456,9.474303601746568,0.3886954378299046,0.4209004196674562
3,18,"(2, 'donovan')",4.439975933908046,9.38862634099617,0.4276065220274095,0.22018000814297953
4,18,"(1, 'shafter')",5.536400815302603,10.095542411414236,0.9914535757555344,0.30694952397092384
5,19,"(2, 'elcajon')",3.2260539257739644,7.7698246083550915,0.28726513746232346,0.20358978649895423
6,19,"(1, 'donovan')",3.013255535399743,7.203791024528749,0.7159467596149641,0.19020430150519363
7,19,"(3, 'shafter')",4.138085513279873,9.429396934539044,0.30231490661409716,0.4135165685383089
8,20,"(3, 'elcajon')",5.370085309632519,8.094507114677068,0.3366062684514341,0.35978351593031854
9,20,"(2, 'donovan')",3.4230346024904215,4.722681633141764,0.3296666339950301,0.11075529504261027
10,21,"(2, 'elcajon')",3.209501877408927,6.721146596419246,0.2857912543350522,0.17611167169999412
11,21,"(1, 'donovan')",2.2177021584246916,5.875908636327786,0.5269240047723455,0.15514374224288008
12,21,"(3, 'shafter')",3.8849346232156066,8.273399756583064,0.28382053586137795,0.3628214933827211
13,11,"(3, 'donovan')",4.171788388330573,6.858420984944744,0.35179914062428125,0.22930979394051745
14,11,"(2, 'shafter')",4.234242771793514,8.289909273647654,0.3153971374645929,0.2627387334521775
15,11,"(1, 'elcajon')",3.6613946679387297,6.120567254995495,0.682843618067603,0.1617042755939803
16,12,"(3, 'donovan')",4.263772887947632,7.08928083301245,0.3594563913533236,0.2371187788804594
17,12,"(2, 'shafter')",4.334373032916244,8.550865074399729,0.32245351040918174,0.27040900138533625
18,12,"(1, 'elcajon')",4.166929866963481,5.450275125881167,0.7771250369447782,0.1439952792446119
19,13,"(3, 'donovan')",4.590399309050584,6.894877683471239,0.3909909040709713,0.23176258800618868
20,13,"(2, 'shafter')",4.25067471532205,8.455886650545908,0.3134504475705388,0.2692341552013328
21,13,"(1, 'elcajon')",3.803492791646791,6.087070986378333,0.7093446663602352,0.16081931025887697
22,15,"(3, 'elcajon')",6.259641506483252,8.58783484634539,0.39459315708975073,0.3807830990348336
23,15,"(2, 'donovan')",4.377063077489034,8.745562865650507,0.4120727469415333,0.20369204788156284
24,15,"(1, 'shafter')",5.715807996033107,9.535391641617489,0.8464183197065999,0.29060798342967
