,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,11,"(4, 'elcajon')",-0.019446499640894288,-0.03700181067341557,-0.001165271730542261,-0.00016340454550928252,0.037719723330121635,-0.5437422362422808,0.0036873427857686547,-0.05280259072888516,-0.049667441595479644,-0.09015343779851481,-0.34164403057890524,0.0017822578836856895,-0.03792017786467383,-0.02746562476933434
1,11,"(2, 'shafter')",0.07369479682847757,0.06019059715818109,0.00904809304759474,0.0015162673960343043,-0.07062840983282187,10.165567710339332,-0.1256025009676739,0.7508958927071623,0.7449845350765099,0.00840522340329608,11.983242559213807,-0.027176692136321234,0.5831557378459884,0.583210026588592
2,11,"(3, 'donovan')",-0.03967016171589499,-0.04902024419119044,0.0033322601288131026,-0.002472498149132918,-0.03700502785986326,-4.154261948256504,0.005452201385724997,-0.24335406609939625,-0.24052262777779276,-0.0234361516637136,-0.1659953240387324,0.003361015168146464,-0.008924143297920573,-0.01064805027472815
3,12,"(4, 'elcajon')",-0.037291202565441495,-0.043878142805900744,-0.0021028449770525426,-0.0003557877708288415,-0.04198049798296288,-0.7145612566085404,0.004980434898217756,-0.06392870137336093,-0.058763323233179676,-0.05606339653933856,-1.0024408736405377,0.004245772045999963,-0.06679268877162414,-0.06830417601822614
4,12,"(2, 'shafter')",-0.023799597547522033,-0.049379831064998214,-0.0023578222237364277,-0.0025385936519905505,-0.07819531008921832,3.3120592896739467,-0.02108575021033654,0.2390087980284319,0.21844947732879572,0.05284786115015927,-3.86591110954177,0.008655235648733606,-0.18115162585288758,-0.1838411588774278
5,12,"(3, 'donovan')",-0.10599366762361395,-0.019334193156893775,-0.0036267113598938416,-0.001209983709177409,-0.07607363566149321,-5.545761254465312,0.031145746901077742,-0.3679601033228286,-0.36780473542150105,0.0271058401088973,-1.5789055188325705,0.010531096444148846,-0.08906830729507043,-0.08878172026978426
6,13,"(4, 'elcajon')",-0.010614610888570297,0.025901762497355207,-2.5526975189704704e-05,0.0005774534524391473,-0.004212169239763641,-1.427296832380165,0.0003797189394373346,-0.09428800793329017,-0.09423124754344059,-0.0411685668770112,0.1745013732281393,-0.0008260552382494124,0.0018272600294508834,0.009276814626121066
7,13,"(2, 'shafter')",0.0012121783912917294,-0.09426992061867345,-0.0016791447063931875,-0.0003528043785290258,0.03947697185260818,-0.4406761027318282,6.20153947236135e-05,-0.025296372564055147,-0.026676645175832903,-0.2643297509641027,-3.30292282672778,0.002632422296749093,-0.09156570627942529,-0.13246093554039007
8,13,"(3, 'donovan')",-0.09789012494719795,-0.10865609950104727,-2.5663300059153293e-05,-0.0036213610301775723,-0.16474139781138186,-4.1989422437892046,-0.03711606205277773,-0.21646523840023058,-0.20785971841492312,0.1143461146911392,1.195432667262935,-0.011401957699449405,0.045983357618565535,0.052846942102315
9,15,"(4, 'shafter')",0.029912979250736882,-0.0266356166830386,0.005014639881040062,-0.002985957172316145,-0.07498808029267923,0.4081291797524855,0.0008884989879023308,0.025629134656049324,0.028790801006694622,0.04704954548957785,1.1074232790942915,-0.009213855883545286,0.04919392161695946,0.05717844011609863
