,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
19,"(3, 'donovan', 11)","(4, 'elcajon')",-2.7971768901478313,-4.58114475794274,-0.10164986569145848,-0.28874027387675666
20,"(3, 'donovan', 12)","(2, 'shafter')",-4.320126561155504,-12.997542206140574,-0.3097597594506814,-0.4097882662788087
21,"(3, 'donovan', 12)","(4, 'elcajon')",-4.887392626745551,-5.328573554058547,-0.20921235503894775,-0.33284636795054645
22,"(3, 'donovan', 13)","(2, 'shafter')",-4.473448733717661,-12.425215540396112,-0.3169951142265159,-0.38884512735344867
23,"(3, 'donovan', 13)","(4, 'elcajon')",-5.275180235943953,-7.391739875616184,-0.22487306293292603,-0.45376448452967966
24,"(3, 'elcajon', 15)","(2, 'donovan')",-4.701931362281714,-6.421524754002361,-0.47196150586466323,-0.12395652400185041
25,"(3, 'elcajon', 15)","(4, 'shafter')",-4.377458428022237,-8.369008383007419,-0.36765923261255407,-0.4332909301795794
26,"(3, 'elcajon', 18)","(2, 'donovan')",-5.523291424146082,-7.662891098067988,-0.5597589410636921,-0.15423409120938428
27,"(3, 'elcajon', 18)","(4, 'shafter')",-4.406731671577332,-6.584490069370084,-0.3740602785381222,-0.3352003044602846
28,"(3, 'elcajon', 20)","(2, 'donovan')",-5.468442375886525,-7.075686918154397,-0.5501100450986917,-0.14294088393961793
29,"(3, 'elcajon', 20)","(4, 'shafter')",-3.454311488016579,-5.29570291100902,-0.2956052573569175,-0.27228102892509976
30,"(3, 'shafter', 17)","(2, 'elcajon')",-11.475603113052394,-7.427179124300504,-1.037159036502199,-0.1669880900500232
31,"(3, 'shafter', 17)","(4, 'donovan')",-7.228092882243144,-10.504358249692796,-0.9558644464014687,-0.26704604431515483
32,"(3, 'shafter', 19)","(2, 'elcajon')",-4.208343941110344,-8.15534441207899,-0.3928132134529544,-0.18987344525666142
33,"(3, 'shafter', 19)","(4, 'donovan')",-4.143144963383636,-10.252359928633643,-0.5541247124753564,-0.2689202503849603
34,"(3, 'shafter', 21)","(2, 'elcajon')",-3.5757716828256743,-6.671969725521338,-0.33026354092945637,-0.14945341097713186
35,"(3, 'shafter', 21)","(4, 'donovan')",-5.770403132424432,-9.373076977550454,-0.7740235472432804,-0.23716613230612185
36,"(4, 'donovan', 17)","(2, 'elcajon')",-1.0885305634913625,-6.609404942125881,0.028855604507701804,-0.16089300418525163
37,"(4, 'donovan', 17)","(3, 'shafter')",-1.5055323385467245,-6.9253162169054665,0.07138328176052977,-0.40172427709173153
38,"(4, 'donovan', 19)","(2, 'elcajon')",-0.26676642342935164,-5.238037892205166,0.07604413540600707,-0.1267171505396454
39,"(4, 'donovan', 19)","(3, 'shafter')",-1.2353207566789322,-5.750341429815676,0.0663025471528208,-0.3205521023221932
40,"(4, 'donovan', 21)","(2, 'elcajon')",-1.2296305951999238,-6.8187463742035685,0.0006974803275728858,-0.16875996729201098
41,"(4, 'donovan', 21)","(3, 'shafter')",-1.5543726598509067,-6.672117477090893,0.03940473519939253,-0.3742878235994061
42,"(4, 'elcajon', 11)","(2, 'shafter')",-4.902458223741889,-8.686728984096213,-0.38443847218278737,-0.25238986132617613
43,"(4, 'elcajon', 11)","(3, 'donovan')",-3.5353077620553224,-6.550924494065399,-0.3263133809644948,-0.19834541606603318
44,"(4, 'elcajon', 12)","(2, 'shafter')",-5.978787846192962,-11.295253300171222,-0.4714160653134037,-0.3315264012442513
45,"(4, 'elcajon', 12)","(3, 'donovan')",-2.966420058683081,-8.994168293404748,-0.2827812957998555,-0.2765468858900212
46,"(4, 'elcajon', 13)","(2, 'shafter')",-5.145446226862939,-9.684293308657676,-0.4048565138223681,-0.27968122264358136
47,"(4, 'elcajon', 13)","(3, 'donovan')",-3.8881031074630297,-9.192929254682406,-0.36044323640261855,-0.2851952939261411
48,"(4, 'shafter', 15)","(2, 'donovan')",-12.465686044995792,-11.348360031291694,-1.187364828499227,-0.22750692406310466
49,"(4, 'shafter', 15)","(3, 'elcajon')",-7.853095261188948,-9.653917552270102,-0.47074064982443,-0.421206360176989
50,"(4, 'shafter', 18)","(2, 'donovan')",-5.026865550926474,-10.282393035718776,-0.49527879509922423,-0.20875138785535
51,"(4, 'shafter', 18)","(3, 'elcajon')",-4.123688852467193,-6.406188496100288,-0.23842472216157243,-0.27725995881024745
52,"(4, 'shafter', 20)","(2, 'donovan')",-5.123791717673712,-8.377908787984778,-0.5015386426806482,-0.16621282042072172
53,"(4, 'shafter', 20)","(3, 'elcajon')",-3.9544979848947115,-4.528395119198603,-0.22900941779983658,-0.19353965430321252
