,Model,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
20,"(2, 'donovan', 15)",0.015579442892952322,0.1499323602948568,-0.13894281705884715,4.371287847904227,-0.043910721811898035,0.24858335711954993,0.21585743767676746,0.005356371644884839,0.21777670634686785,0.4217965587713657,15.114646562773032,-0.06595135848402589,0.5135224094336,0.5925542318277781
38,"(2, 'donovan', 15)",0.012452264575366412,0.11712366066238467,-0.0763157737236555,4.374141828239544,-0.04349083514530672,0.24024835741027672,0.2204660757432766,0.004856107511121643,0.19688731996504671,0.1963766300920733,7.241889429979324,-0.03806626362271759,0.2735602579811154,0.2960822227721742
284,"(2, 'donovan', 15)",0.03557951970119255,0.341263124863028,-0.3822397241531217,14.86773742998588,-0.14428755552614714,0.25322229770159765,0.4281068101279146,0.004797324498596933,0.17984373702774548,0.46012426626452907,20.346835265326945,-0.11907985672236365,0.1531114977057122,0.4320245591574121
134,"(2, 'donovan', 15)",0.031301002723413296,0.2915950856250049,-0.6540554632085627,31.178610113163586,-0.2805140053390831,0.5891158900273972,0.7547178128889378,0.006210075417413252,0.23918975848339485,0.777607748249256,21.14472828213718,-0.13227223660720666,0.08599388634808847,0.40825107144358697
170,"(2, 'donovan', 15)",0.05520995262455353,0.5093217885318531,-0.6556846367372025,54.38304410048954,-0.5581770612319552,0.36709485485943105,0.7303185655472433,0.00519828505218789,0.19514505950019512,0.43077155124853306,12.374978734109845,-0.11153962780333027,-0.06637026757951858,0.22292651501414085
32,"(2, 'donovan', 15)",0.015996811080562057,0.15596466888828342,-0.1452380378650644,4.427587775953626,-0.04353177806964448,0.2476818698934906,0.22707965470295832,0.003884938737929222,0.15561910985217686,0.2441071063387561,4.715565080865474,-0.028473992052096775,0.15009808036065309,0.20055019539828578
278,"(2, 'donovan', 15)",-0.010877366150352508,-0.16129432699760926,-0.49718190504644433,-10.751372901887294,-0.002548963363353529,0.08254452142064395,-0.19274171482124913,0.0002569621827284152,-0.021120906189132427,0.31507704951417637,-6.067275004465955,-0.055145383989378516,-0.33278674146474785,-0.10476990212527681
44,"(2, 'donovan', 15)",0.010927466736838087,0.09987619601083964,-0.06272289280243237,3.9486355955424557,-0.04082851045264779,0.22233506600451136,0.1941090370324119,0.0056472281869428265,0.23007315447349797,0.10478743080333022,9.885680958678307,-0.04855865587343078,0.38326017921825617,0.3831097350532886
26,"(2, 'donovan', 15)",0.011720210882152915,0.10972505701709867,-0.11299083590415071,4.364293671941439,-0.043423949322123345,0.2512391440803654,0.21989417614307172,0.004639129397577907,0.18559728085721616,0.27349998484495003,17.17692220383455,-0.07502915794289733,0.6421158073921021,0.6301919513099712
188,"(2, 'donovan', 15)",0.07901034985496125,0.8000895669112253,-1.073590102208092,52.675481941005216,-0.4440568426306868,0.8777179927136451,1.2521790664501289,0.009526602730342948,0.3898187147949379,0.6852501270747968,36.478444881945336,-0.15493001470456047,0.7243874886132442,0.9811266855731553
140,"(2, 'donovan', 15)",0.06784545845458445,0.6731366547552504,-0.6458003572867188,47.96743548780273,-0.4200757877590484,0.7980384742512072,1.023294408509848,0.017897315823004245,0.7402260084952843,0.8314414850761658,58.55654684111687,-0.268495041421406,0.6598621032051639,1.0523489431768347
50,"(2, 'donovan', 15)",0.01643601981279441,0.1600987259071811,-0.18891628657599102,4.912131286421328,-0.047659330205929384,0.2860792106328347,0.24620744758931679,0.005000671821732888,0.20361158543959945,0.2525546211019267,8.090778049216937,-0.03968331840668016,0.2851869073439097,0.347419691232135
14,"(2, 'donovan', 15)",0.014943122739937476,0.14377094903175447,-0.05028087266358261,4.172224208463746,-0.041789594723156354,0.22589413330792674,0.21211576195695692,0.004769421021561054,0.19379679304249464,0.22362222463074377,5.871909771942143,-0.0321863353372307,0.21776223996264754,0.2518491377935774
152,"(2, 'donovan', 15)",0.038454541617344074,0.3417120393580433,-0.31299592735694404,29.603919572563882,-0.32402638451692134,0.3841529352408841,0.4821087404133628,0.009776357418496473,0.3879354324180717,0.4492653591052118,42.79706842451037,-0.22786035254621462,0.5570845897068608,0.7070308708016348
116,"(2, 'donovan', 15)",0.02355275580256988,0.21573047013401414,-0.475325551699715,11.981572875851043,-0.1201687636637434,0.11194010109442942,0.3584976383330556,0.0008594752232184977,0.01595820437183093,0.06342871790169724,20.143974397808506,-0.11412362301307244,0.4590841910756218,0.4472003720521194
2,"(2, 'donovan', 15)",0.01625314278128065,0.15779441594581467,-0.036179104649034954,5.243316955955748,-0.050089723784790485,0.27573947459016246,0.2635855149674029,0.004980003356056417,0.20206633256091777,0.12259102139170341,5.657471568017229,-0.032299420215679,0.21659823141644097,0.23474770870461725
176,"(2, 'donovan', 15)",0.003521090271947358,-0.030111442003249778,0.027434122519647275,49.97323975186919,-0.48347641111956907,1.1957467353030324,0.7903444320643054,0.008321090020318,0.31559512445362614,0.0856349579574136,100.70604822348537,-0.4794028898164635,1.9722594098224882,1.2887169535403729
8,"(2, 'donovan', 15)",0.013368742438350734,0.12680760895216636,-0.11980865788334993,3.823141769887556,-0.03974982039855035,0.22178737695733908,0.18908390122762064,0.004521949863769303,0.18287902829476366,0.09810022200780333,6.012274417095767,-0.033452489435059074,0.2343433132142696,0.249948723363973
164,"(2, 'donovan', 18)",-0.006539088637322998,-0.1317546923597428,-0.19438003446419616,-9.66571556912261,0.027595235674963914,-0.37700408265797414,-0.4207934691231845,-0.002632993203597417,-0.09478894518770886,0.2504974388783321,5.940248776712622,-0.004190608394412543,0.18081286698322074,0.23759393383601868
182,"(2, 'donovan', 18)",-0.006868544876287519,-0.136527871529176,-0.16943820943498356,-5.154437517657527,-0.007598616553881277,-0.1612419625878001,-0.22145652143246863,-0.0010026413599066863,-0.0244708461394314,0.303109695235376,7.72776442600923,-0.00908204223586262,0.21053785416070525,0.29721747487160677
