,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
29,"(1, 'donovan', 19)","(2, 'elcajon')",2.7681013021505874,3.6620140445608085,0.6537685239023515,0.09601330389937442
30,"(1, 'donovan', 19)","(3, 'shafter')",2.7681013021505874,3.6620140445608085,0.6537685239023515,0.09601330389937442
9,"(1, 'donovan', 21)","(2, 'elcajon')",2.574523387191721,4.070410287827586,0.6080494067499446,0.10672092875798923
10,"(1, 'donovan', 21)","(3, 'shafter')",2.574523387191721,4.070410287827586,0.6080494067499446,0.10672092875798923
15,"(1, 'elcajon', 11)","(2, 'shafter')",2.3299110809226513,5.4288611475052235,0.42916541815050596,0.143582016338869
16,"(1, 'elcajon', 11)","(3, 'donovan')",2.3299110809226513,5.4288611475052235,0.42916541815050596,0.143582016338869
4,"(1, 'elcajon', 12)","(2, 'shafter')",2.4172911850865266,5.707209848363389,0.44526067571144,0.15094375697445073
5,"(1, 'elcajon', 12)","(3, 'donovan')",2.4172911850865266,5.707209848363389,0.44526067571144,0.15094375697445073
17,"(1, 'elcajon', 13)","(2, 'shafter')",2.178687785854421,4.362689450186983,0.4013103599925123,0.1153840061291706
18,"(1, 'elcajon', 13)","(3, 'donovan')",2.178687785854421,4.362689450186983,0.4013103599925123,0.1153840061291706
0,"(1, 'shafter', 15)","(2, 'donovan')",3.4817011977825065,6.595575493018812,0.5147836086749119,0.20262699630087058
1,"(1, 'shafter', 15)","(3, 'elcajon')",3.4817011977825065,6.595575493018812,0.5147836086749119,0.20262699630087058
11,"(1, 'shafter', 18)","(2, 'donovan')",2.2559916507340882,4.945542206257333,0.40885161106987256,0.1511798033942569
12,"(1, 'shafter', 18)","(3, 'elcajon')",2.2559916507340882,4.945542206257333,0.40885161106987256,0.1511798033942569
25,"(2, 'donovan', 15)","(1, 'shafter')",6.7048535070833495,8.333003312310735,0.629607276475044,0.1938301873347117
26,"(2, 'donovan', 15)","(3, 'elcajon')",6.7048535070833495,8.333003312310735,0.629607276475044,0.1938301873347117
