,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(3, 'elcajon')",6.552702937944121,7.436721739795932,0.6153198494121447,0.17298219068882772,0.07407689436747779,99.98097816895873,0.2527191752514444,9.998774464037043,9.999048863214878,-0.27158159132864773,96.83262545586796,0.6760172189270475,9.836608607397139,9.840356978070865
1,"(2, 'donovan', 15)","(4, 'shafter')",6.552702937944121,7.436721739795932,0.6153198494121447,0.17298219068882772,0.07407689436747779,99.98097816895873,0.2527191752514444,9.998774464037043,9.999048863214878,-0.27158159132864773,96.83262545586796,0.6760172189270475,9.836608607397139,9.840356978070865
2,"(2, 'donovan', 18)","(3, 'elcajon')",6.413388265944279,6.598274941549942,0.6113147245802039,0.15517309123010697,0.11173340317976094,98.08617934588307,0.2776609769200289,9.903216396327855,9.90384669438512,-0.18696093619393464,81.4742629107594,0.7112440382286918,9.024373026371268,9.02630948454347
3,"(2, 'donovan', 18)","(4, 'shafter')",6.413388265944279,6.598274941549942,0.6113147245802039,0.15517309123010697,0.11173340317976094,98.08617934588307,0.2776609769200289,9.903216396327855,9.90384669438512,-0.18696093619393464,81.4742629107594,0.7112440382286918,9.024373026371268,9.02630948454347
4,"(2, 'donovan', 20)","(3, 'elcajon')",6.679451805222606,7.474642839626143,0.633811055434334,0.1763678347540655,0.10490619746760951,99.40801960202054,0.2612643913329653,9.969805128073135,9.97035704486156,-0.24269472194047192,99.20965610648746,0.6468410640331288,9.957447232018339,9.96040441480603
5,"(2, 'donovan', 20)","(4, 'shafter')",6.679451805222606,7.474642839626143,0.633811055434334,0.1763678347540655,0.10490619746760951,99.40801960202054,0.2612643913329653,9.969805128073135,9.97035704486156,-0.24269472194047192,99.20965610648746,0.6468410640331288,9.957447232018339,9.96040441480603
6,"(2, 'elcajon', 17)","(3, 'shafter')",3.3204768145677064,7.361276445781323,0.29521345632427526,0.19020716907736565,0.08697672141851918,19.52454389997792,0.7083518305257959,4.417802502365764,4.4186586086705,0.05884570255097734,83.08619244618316,0.8039632483859143,9.114972826590021,9.11516277672446
7,"(2, 'elcajon', 17)","(4, 'donovan')",3.3204768145677064,7.361276445781323,0.29521345632427526,0.19020716907736565,0.08697672141851918,19.52454389997792,0.7083518305257959,4.417802502365764,4.4186586086705,0.05884570255097734,83.08619244618316,0.8039632483859143,9.114972826590021,9.11516277672446
8,"(2, 'elcajon', 19)","(3, 'shafter')",3.011492313535597,7.472333830034415,0.26774482892423623,0.1937855663183401,-0.003202986131669861,18.02260257316346,0.7323146432525427,4.245302381932677,4.245303590223373,-0.0835284710626114,85.80195287053596,0.7982210994245661,9.262557738824498,9.262934355296704
9,"(2, 'elcajon', 19)","(4, 'donovan')",3.011492313535597,7.472333830034415,0.26774482892423623,0.1937855663183401,-0.003202986131669861,18.02260257316346,0.7323146432525427,4.245302381932677,4.245303590223373,-0.0835284710626114,85.80195287053596,0.7982210994245661,9.262557738824498,9.262934355296704
10,"(2, 'elcajon', 21)","(3, 'shafter')",3.7545261607489633,6.991808957753762,0.3301643177357268,0.18112812109070725,0.012099956180176235,23.12866206242578,0.6580666412048186,4.809211541769218,4.809226763464765,0.07444157447356545,75.58996927919678,0.8221861388761706,8.693930511062693,8.694249207332211
11,"(2, 'elcajon', 21)","(4, 'donovan')",3.7545261607489633,6.991808957753762,0.3301643177357268,0.18112812109070725,0.012099956180176235,23.12866206242578,0.6580666412048186,4.809211541769218,4.809226763464765,0.07444157447356545,75.58996927919678,0.8221861388761706,8.693930511062693,8.694249207332211
12,"(2, 'shafter', 11)","(3, 'donovan')",4.45321233455566,7.233382412631831,0.32851143213721556,0.22962938552169235,0.027387991685561563,34.9672094227424,0.5902154176029661,5.913244398860412,5.91330782411523,0.0439729471656982,85.31477584685423,0.8433944760030351,9.236495126765961,9.236599798998235
13,"(2, 'shafter', 11)","(4, 'elcajon')",4.45321233455566,7.233382412631831,0.32851143213721556,0.22962938552169235,0.027387991685561563,34.9672094227424,0.5902154176029661,5.913244398860412,5.91330782411523,0.0439729471656982,85.31477584685423,0.8433944760030351,9.236495126765961,9.236599798998235
14,"(2, 'shafter', 12)","(3, 'donovan')",4.650262225966859,7.00426633048395,0.3464403913202114,0.2223277058637556,-0.027206511035637253,40.32484499120762,0.5277134712457283,6.350126360708486,6.350184642292508,0.03995478003706611,85.29837302059505,0.83792980597131,9.235625405793991,9.235711830746727
