,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",0.7098399550224888,0.915835207396302,0.06682693280325575,0.021330628089049,0.0035461019490256158,2.060013496001999,0.9843819039045439,1.4352703303430212,1.4352747109881088,0.005346451774113715,2.203305128685658,0.9924291902678107,1.4843438092770438,1.4843534379269845
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",0.6938476920313718,0.8782629467760285,0.06674732477106493,0.020614264535394347,-0.003331976291684014,2.0849652079267202,0.983930739640037,1.4439370158911748,1.4439408602594221,0.0023805304436336537,2.1866286652697124,0.9924818151763022,1.478723435380842,1.4787253515341219
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",0.727505148467433,0.8909525862068967,0.07006478208979319,0.020894424866974605,-0.014873922413792989,2.2255631707375483,0.9828860884491576,1.4917580022140242,1.491832152334018,0.0016858237547899778,2.1362804942528735,0.9926622436169894,1.4616010578304675,1.4616020300522552
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",0.3893997761402854,0.6512168640984984,0.03458900874925432,0.017074001975994603,-0.004581755433261675,0.3841070618412462,0.9940577278186199,0.6197467784171177,0.6197637145245325,0.0045570375897777985,1.016989763268352,0.9976067731871919,1.0084488071671052,1.0084591034188506
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",0.432078380143697,0.7175090043855558,0.038388579387186636,0.01879539546610579,-0.010269478398805527,0.4876564184006719,0.9924453316110313,0.6982484917377827,0.6983240067480653,0.01164206401045138,1.3181543693197724,0.996896588835724,1.148050012702125,1.148109040692465
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",0.41552750839239094,0.700466989929131,0.03700048989488019,0.01835407259719698,-0.008996549794852544,0.4436549020887729,0.9931191335092406,0.6660134864854927,0.6660742466788315,0.01096680343155611,1.2310961044386424,0.997100035456592,1.1094935032081694,1.1095477026422265
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",0.4535189652127847,0.6848639060568603,0.03378138456464314,0.021705679057256486,-0.002956577785625993,0.8161810381423272,0.9903330650049348,0.9034225460935347,0.9034273839896194,0.018524898463711952,1.3196015746212257,0.9975164743042071,1.1485897451910907,1.1487391238315277
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",0.43413942340209655,0.6728498055461618,0.03229758491479822,0.02127779445809914,-0.0066047598917820145,0.8286624941274938,0.9905427611446305,0.9102850494621263,0.9103090102418485,0.009629379438620312,1.2516218827138992,0.9976369628605959,1.1187176398741223,1.1187590816229824
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",0.4582276368432622,0.6690221763024843,0.03379031976734761,0.021301347478882262,-0.01278461200263778,0.8575958037863266,0.9900897866662502,0.9259764346257783,0.9260646866101345,0.01408741261815782,1.2604989742079578,0.997631443327271,1.12263106985941,1.1227194548095967
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",0.6621593700666127,0.6946684378730122,0.05583848442981851,0.023226071155231336,-0.007259520234107104,2.7267408645797238,0.9775552474151995,1.6512686528683618,1.6512846104108534,0.004429633052251113,1.1412962281005739,0.9945641142514995,1.0683054836757118,1.0683146671746924
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",0.6642140931844437,0.7683895648825568,0.055996234377536126,0.025700716281543787,-0.008875317674239339,2.58939503457836,0.9787604928457683,1.6091352532694512,1.6091597293551563,0.006372930304197678,1.4064763407778205,0.9932996815746005,1.1859324291616107,1.1859495523747292
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",0.6789753049560693,0.7514131195086583,0.0578320503365823,0.02525780111467537,-0.01196046233899155,2.9388110366800313,0.9761011093285316,1.714254352195341,1.7142960761432173,0.003889448093491962,1.438658922801331,0.9930714110019688,1.1994347814678625,1.1994410876743096
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",0.48762239227475634,0.5896327776259452,0.03073826597927192,0.02614421450506483,-0.008529379611915551,0.577177642160882,0.9943274952513746,0.7596742011180305,0.7597220821859016,0.00242333971030372,0.8900923059123623,0.9971378849626293,0.943443921670499,0.943447033972953
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",0.501568632666179,0.6123263958153247,0.03144985580965485,0.027202889817106914,-0.008852272979142836,0.6220416678413903,0.9939724871737421,0.7886465019921747,0.7886961822155539,0.00632191856728096,0.932652504998116,0.9969964971803412,0.9657186641790376,0.9657393566579525
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",0.4844919101023982,0.5780441508932133,0.03036841417941551,0.02569282527335364,-0.009155857972427583,0.5790823485970125,0.9943903201847296,0.760919521935008,0.7609746044363191,0.005918081475243045,0.8882036528214904,0.9971397491034448,0.9424269887546424,0.9424455702169173
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",0.5382641596997099,0.6712276881078315,0.039323807749046896,0.029434383516301326,-0.012031475857362072,2.5361221643064358,0.9701761718652387,1.5924752456145523,1.5925206950951802,0.006847787067053462,1.203433420399249,0.9968967548088543,1.0969897575691092,1.0970111304810215
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",0.5360249373052662,0.5891401816247435,0.038522224185289784,0.02575277290916391,-0.0278992666616003,2.699305922437119,0.968824629936973,1.6427195601674873,1.6429564578640297,0.01360418344859038,1.0619600367254345,0.9974254237070661,1.0304246517422473,1.0305144524583023
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",0.5375599624637433,0.6400385019621224,0.03927236141693367,0.02806668894285186,-0.013092117386111424,2.5059714084975298,0.9705307332393056,1.5829718901357277,1.5830260290019018,0.005721027128476485,1.1482310561194335,0.9970391029176798,1.071540165354537,1.0715554377256613
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",1.7204193548387097,2.750140762463343,0.2258567853705486,0.07398217103187125,-0.07409090909090899,6.714425131964811,0.8992801875499339,2.590161321067646,2.5912207802433223,0.05207624633431133,14.409642803519061,0.9051023010340401,3.7956463043975517,3.7960035304934925
