,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
14,"(2, 'shafter', 12)",5.440764391314421,9.478119844042528,0.4053320981089712,0.3008587785954064,Split-NN,-0.14711221939314156,-1.9746842861338259,-0.024242259330127303,-0.7637172506450298,2.0,,
2,"(2, 'shafter', 12)",7.415448677448246,10.241837094687558,0.5524443175021128,0.3251010379255337,Linear,,,,,2.0,,
22,"(3, 'shafter', 17)",4.377042298076798,7.1321993906921435,0.3197685067338174,0.3157021612342801,Split-NN,-0.6173892055529058,-8.450921870584917,-0.4760458865849646,-10.75461178019366,1.0,,
19,"(3, 'shafter', 17)",12.827964168661715,17.886811170885803,0.9371577122867232,0.7917480478192447,Linear,,,,,1.0,17.0,"(3, 'shafter')"
1,"(1, 'donovan', 21)",3.0505905760552037,4.338699069459357,0.7204866730811352,0.11375511595939125,Split-NN,-0.4481675513853587,-1.897572515676433,-0.05996035891933307,-2.2869297020507506,2.0,,
17,"(1, 'donovan', 21)",4.948163091731637,6.625628771510107,1.168654224466494,0.17371547487872432,Linear,,,,,2.0,,
6,"(1, 'shafter', 18)",3.2180990811686225,8.109606603620637,0.5832135918987721,0.2479017832238761,Split-NN,-0.2865213171173874,-1.5809885094562883,0.03578017051212565,1.170476078430485,2.0,,
20,"(1, 'shafter', 18)",4.799087590624911,6.939130525190152,0.8697349090161595,0.21212161271175045,Linear,,,,,2.0,,
3,"(1, 'elcajon', 12)",2.7931612998792024,8.498005507102263,0.514495272819497,0.22475446183206726,Split-NN,-0.5508220039642978,-2.9903767553851908,-0.0037164479638851777,-0.14051954744975248,2.0,,
10,"(1, 'elcajon', 12)",5.783538055264393,8.638525054552016,1.0653172767837948,0.22847090979595244,Linear,,,,,2.0,,
0,"(1, 'donovan', 19)",2.3982388691594743,4.6932140299198375,0.5664146338277106,0.1230500428005714,Split-NN,-1.26747496675869,-5.366576972818655,-0.4042605490915022,-15.418777901721505,2.0,,
6,"(1, 'donovan', 19)",7.7648158419781295,20.11199193164134,1.8338896005864007,0.5273105918920736,Linear,,,,,2.0,,
4,"(1, 'elcajon', 13)",3.1280510866620683,6.095642286908644,0.576181367433068,0.16121698209891006,Split-NN,-0.4378709720333398,-2.3771729654999185,-0.005118128913617598,-0.19351734928617237,2.0,,
0,"(1, 'elcajon', 13)",5.505224052161987,6.2891596361948165,1.0140523394664078,0.16633511101252765,Linear,,,,,2.0,,
8,"(2, 'donovan', 18)",5.750657211389692,7.402800700873478,0.5456780321016919,0.17467268453381202,Split-NN,-0.1065570130247685,-1.122956797463372,-0.012671601221107665,-0.5370349614260785,2.0,,
19,"(2, 'donovan', 18)",6.873614008853064,7.939835662299557,0.6522350451264604,0.18734428575491968,Linear,,,,,2.0,,
19,"(3, 'elcajon', 15)",3.7061499740272126,8.514354264851281,0.23219089760636624,0.3788989465302093,Split-NN,-0.1333335873474975,-2.128224131002,0.06668244863041367,1.4984417245979937,2.0,,
5,"(3, 'elcajon', 15)",5.834374105029212,7.015912540253288,0.36552448495386375,0.3122164978997956,Linear,,,,,2.0,,
24,"(3, 'shafter', 21)",4.0218734205342574,6.01895110552316,0.2938213456428666,0.2664249508863936,Split-NN,-0.5413328726423279,-7.409850660707066,-0.11344819563165648,-2.5629699479908536,2.0,,
11,"(3, 'shafter', 21)",11.431724081241324,8.581921053514014,0.8351542182851945,0.3798731465180501,Linear,,,,,2.0,,
2,"(1, 'elcajon', 11)",2.6908579831661594,6.320477821944437,0.4956511864271742,0.16716341148583636,Split-NN,-0.6736623523547947,-3.657268999715665,-0.021461540447487104,-0.8114645975300583,2.0,,
9,"(1, 'elcajon', 11)",6.3481269828818245,7.131942419474496,1.1693135387819689,0.18862495193332346,Linear,,,,,2.0,,
7,"(2, 'donovan', 15)",5.58804457185568,10.182316682650214,0.524735330904743,0.23684622171980896,Split-NN,-0.08391147253846498,-0.8935953442024038,-0.022545836716196754,-0.9692738505713621,2.0,,
13,"(2, 'donovan', 15)",6.481639916058084,11.151590533221576,0.608646803443208,0.2593920584360057,Linear,,,,,2.0,,
12,"(2, 'elcajon', 21)",3.7165834427995663,7.619444679342425,0.3268277231700086,0.197387501126355,Split-NN,-0.3331413585454805,-3.7883801449665557,-0.03031055708253691,-1.170031595580114,2.0,,
18,"(2, 'elcajon', 21)",7.504963587766122,8.789476274922539,0.6599690817154891,0.2276980582088919,Linear,,,,,2.0,,
13,"(2, 'shafter', 11)",4.6199740624735215,9.060875006886537,0.34081336834602155,0.28764456811888434,Split-NN,-0.4154808580314064,-5.632146405743383,0.024406069050725843,0.7687972087366894,2.0,,
14,"(2, 'shafter', 11)",10.252120468216905,8.292077798149847,0.7562942263774279,0.2632384990681585,Linear,,,,,2.0,,
11,"(2, 'elcajon', 19)",3.2884387189924653,7.7297770708010125,0.2891776697209938,0.20024574552077254,Split-NN,-0.2964616661810827,-3.371270066279656,-0.09865701280680358,-3.8083042088334578,2.0,,
3,"(2, 'elcajon', 19)",6.659708785272121,11.53808127963447,0.5856393359020765,0.2989027583275761,Linear,,,,,2.0,,
16,"(3, 'donovan', 11)",4.985720585821686,8.12467862106372,0.41441297255031256,0.27279375479460005,Split-NN,-0.17755622874794114,-2.136143903415091,-0.016410482811022753,-0.48875715265710795,2.0,,
8,"(3, 'donovan', 11)",7.121864489236777,8.613435773720829,0.5919692012982537,0.2892042376056228,Linear,,,,,2.0,,
21,"(3, 'elcajon', 20)",3.5383784164628342,6.517290927205527,0.2219973777056609,0.28854095524361345,Split-NN,-0.15770992057890534,-2.513711579865372,-0.04734531182708207,-1.0693912444971279,1.0,,
18,"(3, 'elcajon', 20)",6.052089996328206,7.5866821717026545,0.37970729828456623,0.3358862670706955,Linear,,,,,1.0,20.0,"(3, 'elcajon')"
5,"(1, 'shafter', 15)",3.4719302243809302,8.171194660552317,0.5133389307251977,0.2510326251302761,Split-NN,-0.3285812933462787,-2.222335488803642,-0.026641781394494968,-0.8671987625724871,2.0,,
4,"(1, 'shafter', 15)",5.694265713184572,9.038393423124804,0.8419202240714764,0.27767440652477104,Linear,,,,,2.0,,
10,"(2, 'elcajon', 17)",6.536855788183978,10.135917742735767,0.5811718914153519,0.2619008040313019,Split-NN,-0.1712678706061057,-1.9263721935604483,-0.08034937585686441,-3.109630256301161,1.0,,
41,"(2, 'elcajon', 17)",8.463227981744426,13.245547999036928,0.7524397620214576,0.3422501798881663,Linear,,,,,1.0,17.0,"(2, 'elcajon')"
18,"(3, 'donovan', 13)",5.666442087962994,9.716953849149863,0.4757269598791097,0.3265912703613125,Split-NN,-0.21803949677264484,-2.597095152363763,-0.08941993540498916,-2.660479517909277,2.0,,
7,"(3, 'donovan', 13)",8.263537240326757,12.37743336705914,0.6937664566517545,0.4160112057663017,Linear,,,,,2.0,,
20,"(3, 'elcajon', 18)",4.109525761293604,6.8545547377238885,0.2574673445790576,0.3040586471464797,Split-NN,-0.04339262599093069,-0.6926047831481492,0.018359862010142503,0.41389607007279583,2.0,,
1,"(3, 'elcajon', 18)",4.802130544441753,6.440658667651093,0.3008599705699883,0.2856987851363372,Linear,,,,,2.0,,
9,"(2, 'donovan', 20)",5.638952962461845,8.01637205721318,0.5350784514813031,0.18915019923338536,Split-NN,-0.31598974827818904,-3.3300749118713657,-0.01317513689890118,-0.5583753002342497,1.0,,
40,"(2, 'donovan', 20)",8.96902787433321,8.57474735744743,0.8510681997594921,0.20232533613228654,Linear,,,,,1.0,20.0,"(2, 'donovan')"
17,"(3, 'donovan', 12)",5.839301097986053,9.481704662453133,0.4858757076028045,0.31790428680100064,Split-NN,-0.0446085244484099,-0.5361095475966424,-0.004865254222377213,-0.14510941047237225,2.0,,
15,"(3, 'donovan', 12)",6.375410645582695,9.626814072925505,0.5304842320512144,0.32276954102337785,Linear,,,,,2.0,,
23,"(3, 'shafter', 19)",7.58487684296772,24.488934254717325,0.5541195576066018,1.0839867265388081,Split-NN,-0.36189900286205134,-4.953731245577641,0.10379773176673568,2.3449510651672725,2.0,,
12,"(3, 'shafter', 19)",12.538608088545361,22.143983189550053,0.9160185604686532,0.9801889947720724,Linear,,,,,2.0,,
15,"(2, 'shafter', 13)",4.879249846111471,10.273135487296932,0.3614918333626799,0.3241822881587951,Split-NN,-0.15830886967912977,-2.136780023035838,0.009111708982169842,0.28874440188046435,2.0,,
16,"(2, 'shafter', 13)",7.016029869147309,9.984391085416467,0.5198007030418097,0.31507057917662523,Linear,,,,,2.0,,
