,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,17,"(2, 'elcajon')",3.9594789971991604,7.503156471693458,0.3517094687350114,0.19672234471574426
1,17,"(3, 'shafter')",4.053409519929249,6.623796139289009,0.296128757260707,0.29047981214823976
2,18,"(3, 'elcajon')",4.108765775883961,8.075820908059162,0.25763514523527525,0.35877216439788767
3,18,"(1, 'shafter')",3.3416440247928176,8.021007733742302,0.5984185444315363,0.24387441558916712
4,18,"(2, 'donovan')",5.765135279506937,10.61941086637014,0.5552303621874844,0.24904409719888085
5,19,"(2, 'elcajon')",4.18825378464729,7.938546362871089,0.3729445715589377,0.20801073905722736
6,19,"(3, 'shafter')",5.660758576812969,11.323893976668893,0.41355638858167293,0.4965978007110648
7,19,"(1, 'donovan')",3.303098219670554,8.4420964546684,0.7848131163390918,0.22289972792550797
8,20,"(3, 'elcajon')",3.732726725812753,6.670170817679288,0.23397379033644272,0.296474816148976
9,20,"(2, 'donovan')",5.697206736629958,7.6883377003373585,0.5486882798883024,0.1803052114316695
10,21,"(2, 'elcajon')",4.218961225251263,7.425277251701714,0.37567892670276887,0.1945617419399548
11,21,"(3, 'shafter')",5.076481216232339,7.826816560334547,0.3708710078340281,0.3432370435858176
12,21,"(1, 'donovan')",2.3968639812176806,4.726634939332977,0.5694926900260286,0.12479905289377598
13,11,"(3, 'donovan')",5.177268346403806,7.914653844945211,0.4365893917680246,0.264624706806261
14,11,"(1, 'elcajon')",3.144909076608661,6.467894152313093,0.5865199704281207,0.17088058915857793
15,11,"(2, 'shafter')",4.515182722701621,7.356865913586881,0.3363235843150479,0.23316704302878352
16,12,"(3, 'donovan')",5.593954481717312,7.912081631751214,0.4715970442695759,0.26463941535324215
17,12,"(1, 'elcajon')",4.3440185232761666,7.528487941625063,0.8101517575696163,0.19890128450510636
18,12,"(2, 'shafter')",5.046451880054346,8.702533880317992,0.37542825951454817,0.27520531263487874
19,13,"(3, 'donovan')",6.4553585875235155,15.029013022619393,0.5498402906391503,0.5051812538532775
20,13,"(1, 'elcajon')",2.653269245089397,6.490244296718163,0.4948300129699812,0.1714710759157478
21,13,"(2, 'shafter')",4.759166120508691,9.25077034085482,0.3509472849472019,0.29454313197549775
22,15,"(3, 'elcajon')",4.965717634318168,8.065093788990017,0.31302722312650333,0.35760485173805057
23,15,"(1, 'shafter')",3.7584741464822664,9.079232123410188,0.5565689704647299,0.2767057125329094
24,15,"(2, 'donovan')",6.131018001538151,9.985502227775859,0.577196486483155,0.2325713540851991
