,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,17,"(2, 'elcajon')",-0.009145034802432228,-0.06826473794243881,-0.0011287779284579469,0.0010852694361578041
1,17,"(3, 'shafter')",0.005351820330888657,-0.01473256111556065,0.00039449708651206894,-0.003370337480027019
2,18,"(3, 'elcajon')",-0.010996396937272834,0.03906181875566972,-0.00047352436450881497,0.0022725536081098507
3,18,"(1, 'shafter')",-0.18574193497069302,0.14483213710977072,-0.04084686776326629,0.003108362335997733
4,18,"(2, 'donovan')",-0.10061845975144745,0.007201500718565512,-0.0013691428033812958,-0.001356146389265872
5,19,"(2, 'elcajon')",-0.07335709773292454,-0.15399362918660575,-0.0018115998444688253,-0.001632655444747999
6,19,"(3, 'shafter')",0.0011980473898240973,-0.148979896572623,9.24336963233352e-05,-0.011241489659525261
7,19,"(1, 'donovan')",-0.02909794975044422,-0.11745044246968028,-0.002182998775240308,-0.0015205958295390898
8,20,"(3, 'elcajon')",0.03605374472698175,-0.0449678383560812,0.0020450333051979797,-0.0008254799476045127
9,20,"(2, 'donovan')",-0.11240424915241753,-0.019877514263749063,-0.002583857097932296,-0.0015738771597444967
10,21,"(2, 'elcajon')",-0.1045935735129504,-0.1580717541997867,-0.004524448958956706,-0.001890673352481942
11,21,"(3, 'shafter')",0.002448017792805679,0.00035346238419808884,0.00018324461644791956,-0.0031962485158889553
12,21,"(1, 'donovan')",-0.03945749587314973,-0.05548508445861966,-0.005916271557783848,-0.000581990854419831
13,11,"(3, 'donovan')",-0.08262819362955742,-0.05216058249393818,-0.0006130793574378735,-0.002868608655905436
14,11,"(1, 'elcajon')",-0.0727987779417556,-0.058317350988183136,-0.006176011917027546,-0.0017240476589484577
15,11,"(2, 'shafter')",0.018751457454936116,0.002950630248921726,0.004623911476490827,-0.0002887528022933461
16,12,"(3, 'donovan')",-0.06376154311059778,-0.05347859829570023,0.0008306407479137246,-0.0024313102232618178
17,12,"(1, 'elcajon')",-0.053443974401666594,0.0705402142458178,0.00014709813440560993,0.0016541744111071566
18,12,"(2, 'shafter')",0.01740802886777093,0.0591397064940864,0.0007689747019934967,0.0008427748273599489
19,13,"(3, 'donovan')",-0.09688195449541404,-0.10156245468514591,-0.0002540057576669863,-0.003364319496640622
20,13,"(1, 'elcajon')",-0.04834971174548652,-0.028196856171918583,-0.0028033253951182946,-0.0009280513944647517
21,13,"(2, 'shafter')",-0.07245664197098467,-0.05431124438764812,-0.007015972851040275,0.0009090566205854356
22,15,"(3, 'elcajon')",-0.003771173998841526,-0.01893478612663735,0.00168794243514786,-0.0021440870013820224
23,15,"(1, 'shafter')",-0.016505642565545653,0.08854998296960126,-0.001577064501905312,0.0004970755850611241
24,15,"(2, 'donovan')",0.018439740859415465,0.13577319617166594,0.0032057576953115063,0.0034613019421169122
