,Model,Testing Location,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",-0.9614253207600728,-0.08991824590589713,-0.030781570311603387,-13.848380230949152,0.10267475687417926,-1.8679762566185756,-1.8638667104912745
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",-1.1649191007856072,-0.10988014636509198,-0.01842027814635032,-15.607288794257851,0.11280691425933742,-2.178681137902872,-2.178625549221743
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",-0.7788367084382726,-0.07180917690186886,0.13757308000802165,-9.367465194893665,0.06778134729095331,-1.4026897689899838,-1.3941149177426704
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",-0.4715899219305441,-0.04199537106619772,0.020928644916659286,-2.965686110492112,0.04342668222321033,-0.8655130154216699,-0.8656259553066771
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",-0.3423362707851423,-0.030504072091062,-0.007626729865720869,-2.4586223859240346,0.03480372742251947,-0.6305272096273054,-0.6296491226746341
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",-0.5072451943127978,-0.04357161510225927,-0.04417839415679888,-2.970462386054745,0.04246676775685376,-0.8152854982529891,-0.8157076895253546
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",-0.5539154976928773,-0.039704287787104345,0.06316764902322712,-4.4785784537978826,0.05164972620948505,-0.7533949690268087,-0.755787068994215
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",-0.6169019182388698,-0.04613910263900548,-0.053823164338229666,-6.913845261891503,0.08307119043551114,-1.093233209002109,-1.0843485451410872
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",-0.5614809712705849,-0.04214741825814182,-0.03911344706003625,-5.9491943180810845,0.06783331444406082,-0.978506785015187,-0.9792482116676512
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",-0.2851569981261066,-0.021632582468419648,-0.06632893672765466,-6.120082029526602,0.04368463543477541,-0.7973498181940268,-0.8000213421656879
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",-0.2852129258153262,-0.02193814575204736,-0.021313866279089988,-3.2089957865731873,0.022654739025944948,-0.4346361810770092,-0.435134166392257
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",-0.4842753625085783,-0.03867852155510687,-0.028017886753928103,-19.48190681731208,0.1369994157928195,-2.160333936241357,-2.156086253396801
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",-0.2655405985143431,-0.01619435409085984,0.031164740016401907,-1.4170084297142975,0.01337952232431472,-0.3906762931975711,-0.3902558296963352
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",-0.3420504503175081,-0.021368291451336785,0.026311613250126584,-2.3395417726739987,0.022730895577518617,-0.5950997105356619,-0.5923397508955159
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",-0.2147852558326826,-0.013545097742323736,0.0006956508590615919,-1.3936265319247465,0.01360892068699482,-0.38252659642967207,-0.37734695816369257
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",-0.26258028228667873,-0.01918122049862575,0.05306149671052185,-2.732328925597185,0.042182742026815816,-0.4119782473382485,-0.4125227815598533
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",-0.15255617227449525,-0.009718327173342034,-0.0184819406401156,4.538245252114784,-0.043368886284392505,0.6010695552702896,0.6003891612417731
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",-0.16083074412403175,-0.011748034435546869,0.06432093067491333,3.118009838345808,-0.02945198634696466,0.4880426566752871,0.4838071280600675
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",-0.5176692154449496,-0.03751547765159069,-0.4493555683920038,-9.029679631664443,0.12573842622559084,-0.7908834909600609,-0.7383625571475649
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",-2.759925456713724,-0.3254312223276831,-0.04394494556835885,-22.693712787740427,0.3621722658898212,-2.910130108505608,-2.9104123528119854
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",0.10090737554907214,0.03525016308127682,-0.13001256223737767,1.0835818267734254,-0.022926177320130917,0.12717137182146754,0.09988443582025308
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",-0.260026313957745,-0.013495865185039431,0.020262585116328502,-1.7408771732832138,0.01692310501646932,-0.41755185597313904,-0.417327486779165
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",-0.3804878908110328,-0.019739165811333448,-0.04110120315983904,-3.1062557130548942,0.03026971782889832,-0.6121501056749188,-0.6126276872911713
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",-0.4155037622047781,-0.02133850556167808,-0.009670202478488113,-4.5350545052791995,0.04279272481711405,-0.9393416073769618,-0.93874486542603
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",-0.22830738545663445,-0.017496495519405297,-0.029702068988341525,-2.398411273362385,0.035011311224387616,-0.41872510253242895,-0.4181447773198803
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",-0.24684505452309224,-0.019425589492258786,-0.008919685767065061,-2.5880936105768653,0.034982407195254694,-0.4961513258957954,-0.4950587273710108
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",-0.2185936370150987,-0.016850375198726453,0.02330685511163899,-2.043257797560928,0.027109013426499184,-0.3958071305845961,-0.3941450278830265
