,Model,Testing Location,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",1.9488073028828847,0.0453894799624465,-0.2825929336119508,9.382680094430956,0.9677600324856909,3.0500526785800584,3.0631160758990115
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",1.7095374904021186,0.04012563457184133,-0.22301627512942496,7.640486611914565,0.97373006610417,2.7551316407600037,2.7641430158214617
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",1.94558138556964,0.04562734842764017,0.3070420433813528,9.089976396174825,0.9687774931700744,2.999283513149252,3.0149587718864117
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",1.3657284460565,0.03580750357090528,0.17890911139655544,4.358816826439259,0.9897426329370036,2.080098160771624,2.0877779638743337
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",2.0469041048585006,0.053619357940959775,-0.5950684837577748,9.21194438577623,0.9783117579269102,2.976212005584359,3.0351185126410187
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",1.53663997347121,0.04026399821024956,-0.3260420659881437,5.272752989506796,0.9875795263581874,2.2729825247318822,2.2962475888951515
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",2.331804808396172,0.0739028679239706,0.1897379333923366,12.564173800004525,0.9763538865981758,3.539515975889794,3.544597833323905
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",2.4758200432703434,0.07829383253397447,0.22224147044295925,13.168440982523927,0.9751382461911872,3.6220228370962055,3.628834659022636
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",2.260056746384432,0.07195913047725395,-0.2676665700690051,11.775138845672602,0.977873775182758,3.4210368951797334,3.4314922185067833
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",2.0825670219581727,0.06963012453198704,-0.06945395989837744,8.909146346144961,0.9575665804705988,2.9840111479513256,2.9848193154938136
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",2.1022865424729518,0.0703162463936677,-0.15562839084719068,9.06243929811916,0.956827408149168,3.0063631032750395,3.0103885626475466
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",2.0434501759620862,0.06868799172144881,-0.1768760070678857,9.165777172396227,0.9558575685532108,3.0223322150480985,3.0275034553896427
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",1.3623627277658406,0.06040692570013615,-0.05592813999359428,4.153881461019669,0.9866430857630508,2.0373398169104933,2.038107323233904
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",1.3058997542871549,0.05801521438702512,0.00715725022519922,3.772862635137008,0.9878499189118222,1.942372625818184,1.9423858100637492
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",1.3470011384287193,0.059871317509535685,0.07041665642701903,3.8401047583444434,0.9876338460858279,1.9583529534677375,1.9596185236786376
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",2.4074491857323044,0.10557041058393912,-0.07205289903058842,12.262903566005518,0.9683781454996784,3.5011015332715467,3.5018428813990954
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",2.4375986020598206,0.10655345739518214,0.0320306747282102,14.058668123761606,0.965916689508138,3.749352231900396,3.74948904835867
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",2.4129477432948416,0.10581153092946363,-0.09652970528738834,12.790693230802852,0.9670171555924216,3.5751049419849554,3.576407866952936
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",6.325755419968861,0.17017060572809886,0.8739046211466411,71.31930155847138,0.5303119097368973,8.399737629567143,8.445075580388336
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",1.1014015965174648,0.0295053100675974,0.028046687794152533,8.738113690700084,0.9419121373223204,2.9558970002084237,2.956030055784292
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",5.766565634707901,0.15512771232529146,-2.205903474186872,58.52040427602597,0.6146017091418572,7.324915983095704,7.649863023350547
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",1.002754329205941,0.05646379654654875,-0.005356202713115151,2.363721767223813,0.9921019146880212,1.5374306745342914,1.5374400044306809
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",1.2479183778923215,0.0702686663560043,-0.12043951626362542,3.717313213523053,0.9875790554967756,1.9242680515881136,1.9280335094398784
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",1.1060952711776808,0.0623612882868126,0.015154492054482547,3.067868062686637,0.9895433310454052,1.7514674972374418,1.7515330606890176
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",2.064571658863498,0.10457163478144932,-0.06091616587758303,9.413424042796898,0.9660111164620404,3.0675255973288587,3.0681303823007418
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",1.6383455723019051,0.08177307093695121,0.03895659813064451,5.544931094701507,0.9801306901743492,2.354445473275282,2.3547677368907336
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",1.6242106248989707,0.08095201333248134,0.026257657079703286,5.777722900354692,0.9793572332774249,2.403546013920174,2.4036894350882125
