,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,17,"(3, 'shafter')",9.062189798416396,11.992630609268193,0.6620537574285227,0.5259245624847058
1,17,"(2, 'elcajon')",5.871474079219034,10.070072829640425,0.5215466556469387,0.264023327512729
2,18,"(1, 'shafter')",5.132100314572887,6.721669478931687,0.9190518132205142,0.20436873649455978
3,18,"(2, 'donovan')",6.457536151914084,15.629428267404181,0.6219143112237039,0.3665379277222394
4,18,"(3, 'elcajon')",5.1027393916250015,6.39062488017134,0.3199610481510678,0.28390653361641716
5,19,"(3, 'shafter')",9.998758276326987,24.081784677971758,0.7304763676014163,1.056082062664818
6,19,"(1, 'donovan')",5.157704104282548,10.99551084933021,1.2254657785019287,0.2903184522799846
7,19,"(2, 'elcajon')",4.9175738297507285,10.468243818572633,0.437887138493991,0.2742954482846931
8,20,"(2, 'donovan')",7.857180050873655,8.161333029609214,0.7567116318894018,0.19139779427266668
9,20,"(3, 'elcajon')",5.099154892365137,6.71541028020234,0.3196238796236849,0.29848561342850755
10,21,"(3, 'shafter')",8.564225218792897,12.951207894514488,0.6256741043491243,0.567961989949646
11,21,"(1, 'donovan')",3.0887608808051006,5.5585444867536795,0.7338867606342947,0.1467642617461535
12,21,"(2, 'elcajon')",5.6931846705559686,9.067612269048132,0.5069516860581585,0.23759522755837723
13,11,"(1, 'elcajon')",4.2470516680770425,6.844174684860861,0.792067610887313,0.18082185250897934
14,11,"(3, 'donovan')",5.979947811528928,8.792335468737884,0.504277855261921,0.29396979844456583
15,11,"(2, 'shafter')",6.466876427985671,12.9536856412491,0.48169989857714207,0.41055153278196216
16,12,"(1, 'elcajon')",5.356062421537444,7.00676178950906,0.9988961513885499,0.1851173742935985
17,12,"(3, 'donovan')",5.635825321879563,8.70224685680433,0.4751269558064212,0.29106847320716583
18,12,"(2, 'shafter')",6.748609975205118,11.51001088020775,0.5020594582795249,0.36398779783925234
19,13,"(1, 'elcajon')",5.265916978876665,7.503926312025089,0.9820841860580151,0.19825237071061616
20,13,"(3, 'donovan')",8.765574660994238,20.402946950075147,0.7466147780752831,0.6858192422235613
21,13,"(2, 'shafter')",5.728648137026304,16.51862538853265,0.42243818753112516,0.5259505401815854
22,15,"(1, 'shafter')",5.8657139738880515,7.651936565501674,0.8686169600349691,0.23320634728066478
23,15,"(2, 'donovan')",6.781452746441307,11.693903957858828,0.6384307952636025,0.272361571404633
24,15,"(3, 'elcajon')",5.731869276599429,6.862924464948709,0.36132363036071036,0.30430087361510544
