,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
3,"(2, 'elcajon', 19)","(3, 'shafter')",-8.180728137349242,-2.3110882572524556,-0.5103887784749462,-0.29818984969870965
6,"(2, 'elcajon', 21)","(1, 'donovan')",2.6796741488710665,2.0486570734035023,-0.22272535724207865,0.0504165606182731
7,"(2, 'elcajon', 21)","(3, 'shafter')",-8.376690390021178,-1.9370785737307425,-0.5260724125773224,-0.2791281273926849
36,"(2, 'shafter', 11)","(1, 'elcajon')",-2.5836514112229088,-7.544114985876426,-0.9689538853914172,-0.15091982508511592
37,"(2, 'shafter', 11)","(3, 'donovan')",-2.3949546883775215,-6.897992768829656,-0.24081707797523344,-0.24839773660864645
38,"(2, 'shafter', 12)","(1, 'elcajon')",-7.429232138309842,-14.08344191770314,-1.9519706005910022,-0.31757910109389614
39,"(2, 'shafter', 12)","(3, 'donovan')",-4.836526310911766,-12.477088981469983,-0.44876116269881555,-0.4368500188805165
20,"(2, 'shafter', 13)","(1, 'elcajon')",-5.353626922452539,-10.868946619373508,-1.5067762750335498,-0.2383941888010943
21,"(2, 'shafter', 13)","(3, 'donovan')",-5.935698046694417,-14.19951227395117,-0.5449902263515213,-0.4969823520568972
42,"(3, 'donovan', 11)","(1, 'elcajon')",0.9532701781649839,-3.9284619989314518,-0.49287648309386045,-0.03868916898714431
43,"(3, 'donovan', 11)","(2, 'shafter')",0.05691087825010843,-6.61753886273118,0.0660361184234855,-0.19333582446467573
27,"(3, 'donovan', 12)","(1, 'elcajon')",1.9134311661719865,-3.6500021579752975,-0.37486914094727264,-0.0312633185683987
28,"(3, 'donovan', 12)","(2, 'shafter')",-0.894840028032772,-6.6989590830604175,-0.003945506921051445,-0.1961791566024077
22,"(3, 'donovan', 13)","(1, 'elcajon')",1.0216388176242903,-5.643317840708498,-0.6139870312234811,-0.0824215450978239
23,"(3, 'donovan', 13)","(2, 'shafter')",0.6909336117384299,-8.514792267872387,0.13015238853411615,-0.24952862785207447
44,"(3, 'elcajon', 15)","(1, 'shafter')",-0.5054502571687776,-1.5450296546764406,-0.7540199750501271,0.09438765742425259
45,"(3, 'elcajon', 15)","(2, 'donovan')",0.7820002230496099,-1.1529722940647602,-0.17573228892859355,0.19184320079927403
31,"(3, 'elcajon', 18)","(1, 'shafter')",-1.5585651757213057,1.5245656784024213,-1.2558112689064271,0.19450557742314062
32,"(3, 'elcajon', 18)","(2, 'donovan')",1.0461104124354819,-0.3217745272266992,-0.1653652225558484,0.21510202369224934
19,"(3, 'elcajon', 20)","(2, 'donovan')",0.7072397657104394,-1.8948551981357458,-0.19434921580588882,0.17292807918257513
33,"(3, 'shafter', 17)","(2, 'elcajon')",-1.9213794278414325,-4.393028724499696,-0.26912876911242756,0.026034223662496414
13,"(3, 'shafter', 19)","(1, 'donovan')",-1.462945616349411,-14.219526720105552,-1.370053416814224,-0.236005984023698
14,"(3, 'shafter', 19)","(2, 'elcajon')",-0.6954198625489614,-3.800945312507638,-0.15462248210649365,0.04071801850184076
34,"(3, 'shafter', 21)","(1, 'donovan')",0.41610845673531127,-4.334497614980599,-0.8600759159099214,0.023967139697397444
35,"(3, 'shafter', 21)","(2, 'elcajon')",-3.3708873383761357,-3.7613854744511475,-0.383858920565572,0.04255708559157545
