,Model,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE,Calibration,NO2 CvMAE Diff,NO2 MAE Diff,O3 CvMAE Diff,O3 MAE Diff,Training Size,Board,Testing Location
17,"(3, 'donovan', 12)",5.454274981021744,9.532250387283424,0.4538385110468477,0.3195989928876229,Split-NN,0.0737986741421327,0.8869195808825054,0.032052798661137194,0.9559958236744972,2.0,,
16,"(3, 'donovan', 12)",4.567355400139238,8.576254563608927,0.380039836904715,0.2875461942264857,NN[2],,,,,2.0,,
7,"(2, 'donovan', 15)",5.614835420929132,9.699231176112939,0.5272510776696454,0.2256093902052372,Split-NN,-0.06212929863939842,-0.6616312444913595,0.005333427344597852,0.22929074330282795,2.0,,
11,"(2, 'donovan', 15)",6.276466665420491,9.46994043281011,0.5893803763090438,0.22027596286063936,NN[2],,,,,2.0,,
14,"(2, 'shafter', 12)",5.4566245002534055,9.521889679015473,0.4065136620897122,0.3022481405475619,Split-NN,0.026368057467270167,0.3539378914360922,-0.005139049544490848,-0.1618983088828525,2.0,,
14,"(2, 'shafter', 12)",5.102686608817313,9.683787987898326,0.380145604622442,0.30738719009205273,NN[2],,,,,2.0,,
5,"(1, 'shafter', 15)",4.5950322727656845,9.147087397829372,0.6793941125271041,0.2810136653405789,Split-NN,-0.10349902165895875,-0.7000080453355668,-0.05634586257856228,-1.8340763922905499,2.0,,
6,"(1, 'shafter', 15)",5.295040318101251,10.981163790119922,0.7828931341860629,0.3373595279191412,NN[2],,,,,2.0,,
15,"(2, 'shafter', 13)",5.512789767635748,8.449432729488318,0.4084292755850281,0.26663295147585586,Split-NN,0.03628577901358082,0.4897686899897966,-0.04213825233491597,-1.3353350606941632,2.0,,
8,"(2, 'shafter', 13)",5.023021077645951,9.784767790182482,0.3721434965714473,0.30877120381077183,NN[2],,,,,2.0,,
12,"(2, 'elcajon', 21)",3.245558046774382,7.386587872739961,0.28540684291601864,0.19135516870452685,Split-NN,-0.040435718093411066,-0.4598224376623907,-0.007489398053800472,-0.2891016595624176,2.0,,
3,"(2, 'elcajon', 21)",3.705380484436773,7.675689532302378,0.3258425610094297,0.19884456675832732,NN[2],,,,,2.0,,
16,"(3, 'donovan', 11)",4.921720054850899,7.233713129131117,0.4090932499890788,0.242878747288138,Split-NN,0.018765653720871134,0.22576587187118058,-0.008491667313188817,-0.2529092644683111,2.0,,
12,"(3, 'donovan', 11)",4.695954182979718,7.486622393599428,0.3903275962682077,0.2513704146013268,NN[2],,,,,2.0,,
19,"(3, 'elcajon', 15)",4.253158947567261,8.947054601406265,0.26646109861147765,0.3981546289441728,Split-NN,0.03393727898912005,0.5416949886524445,0.03390364790840211,0.7618592551032695,2.0,,
7,"(3, 'elcajon', 15)",3.7114639589148166,8.185195346302995,0.2325238196223576,0.3642509810357707,NN[2],,,,,2.0,,
8,"(2, 'donovan', 18)",5.717652994254426,8.253025304311992,0.5425462724444201,0.19473414774756267,Split-NN,-0.016762318724424796,-0.1766505950055599,-0.01101434901711848,-0.46679897799250014,2.0,,
5,"(2, 'donovan', 18)",5.8943035892599855,8.719824282304492,0.5593085911688449,0.20574849676468115,NN[2],,,,,2.0,,
9,"(2, 'donovan', 20)",5.744374458931415,8.402593248249014,0.5450818637210023,0.19826327616035366,Split-NN,-0.05111876447620112,-0.5387178414351377,-0.0056873850562440265,-0.24103698980106003,1.0,,
40,"(2, 'donovan', 20)",6.283092300366553,8.643630238050074,0.5962006281972034,0.2039506612165977,NN[2],,,,,1.0,20.0,"(2, 'donovan')"
4,"(1, 'elcajon', 13)",2.7796929902688783,5.929339708015915,0.5120144344849258,0.1568186269096739,Split-NN,-0.01785405560576503,-0.0969285041058292,-0.017803118832472486,-0.6731390364787915,2.0,,
18,"(1, 'elcajon', 13)",2.8766214943747075,6.602478744494706,0.5298684900906908,0.1746217457421464,NN[2],,,,,2.0,,
0,"(1, 'donovan', 19)",2.24176080501183,4.981540334953307,0.5294577374376025,0.1306095881246752,Split-NN,-0.031125884840905726,-0.13178915657244072,-0.059916904922215186,-2.2852723364433265,2.0,,
0,"(1, 'donovan', 19)",2.3735499615842706,7.266812671396633,0.5605836222785082,0.1905264930468904,NN[2],,,,,2.0,,
10,"(2, 'elcajon', 17)",5.4985969022814185,10.599397163897212,0.4888634636251129,0.2738765950879272,Split-NN,0.010488362735346313,0.11797011463880835,0.015075601521373438,0.5834463071164908,1.0,,
41,"(2, 'elcajon', 17)",5.38062678764261,10.015950856780721,0.4783751008897666,0.2588009935665538,NN[2],,,,,1.0,17.0,"(2, 'elcajon')"
3,"(1, 'elcajon', 12)",3.1027510511761434,10.11215453216116,0.5715211465356081,0.2674453256048275,Split-NN,-0.017711710090993038,-0.09615571958461588,-0.1053144805379016,-3.9819589266147855,2.0,,
17,"(1, 'elcajon', 12)",3.1989067707607592,14.094113458775945,0.5892328566266012,0.3727598061427291,NN[2],,,,,2.0,,
23,"(3, 'shafter', 19)",5.01348089740634,8.280472883482608,0.36626406393343375,0.3665297395876112,Split-NN,-0.22270888001259842,-3.0484746541469265,-0.396684693212028,-8.961719856976758,2.0,,
9,"(3, 'shafter', 19)",8.061955551553266,17.242192740459366,0.5889729439460322,0.7632144327996392,NN[2],,,,,2.0,,
2,"(1, 'elcajon', 11)",2.5342798083884395,6.362458135062068,0.4668097690864263,0.16827370291532634,Split-NN,-0.2638548254246506,-1.4324506484262285,0.005464851913874941,0.206627006561086,2.0,,
19,"(1, 'elcajon', 11)",3.966730456814668,6.155831128500982,0.7306645945110769,0.1628088510014514,NN[2],,,,,2.0,,
20,"(3, 'elcajon', 18)",3.941489339331232,9.080589282660618,0.2469396355760608,0.40280248655442696,Split-NN,-0.05014272575345985,-0.8003454712372275,-0.1032976283043614,-2.328693014108545,2.0,,
2,"(3, 'elcajon', 18)",4.741834810568459,11.409282296769163,0.29708236132952065,0.5061001148587884,NN[2],,,,,2.0,,
11,"(2, 'elcajon', 19)",3.5466807494853603,8.182001749856044,0.31188687460009024,0.21196096928089095,Split-NN,-0.054333281940946665,-0.6178612208782583,0.01447204513967848,0.5586419946019765,2.0,,
15,"(2, 'elcajon', 19)",4.164541970363619,7.623359755254067,0.3662201565410369,0.19748892414121247,NN[2],,,,,2.0,,
22,"(3, 'shafter', 17)",4.539401048650668,6.4335780630809465,0.3316297618212965,0.28477814313979816,Split-NN,-0.004259930570750081,-0.058310608776005246,-0.10573551749685745,-2.3887286375146894,1.0,,
19,"(3, 'shafter', 17)",4.597711657426673,8.822306700595636,0.3358896923920466,0.3905136606366556,NN[2],,,,,1.0,17.0,"(3, 'shafter')"
21,"(3, 'elcajon', 20)",3.8284132276034213,9.825537237292489,0.24019412207223195,0.4350074182503444,Split-NN,-0.07524245065852475,-1.1992766138205817,0.010259191798179468,0.23172494722728665,1.0,,
18,"(3, 'elcajon', 20)",5.027689841424003,9.593812290065202,0.3154365727307567,0.4247482264521649,NN[2],,,,,1.0,20.0,"(3, 'elcajon')"
6,"(1, 'shafter', 18)",2.8195690900224077,7.991200829449397,0.510988311771174,0.2442822485169831,Split-NN,-0.21589897778855383,-1.1913033435736233,0.015112690514511001,0.4943811746778488,2.0,,
20,"(1, 'shafter', 18)",4.010872433596031,7.496819654771548,0.7268872895597278,0.2291695580024721,NN[2],,,,,2.0,,
1,"(1, 'donovan', 21)",2.4712943008269423,4.735241124908255,0.5836688223529584,0.12415193924171808,Split-NN,-0.2193010888770034,-0.9285360299391607,-0.0030129342142816706,-0.11491540192805694,2.0,,
4,"(1, 'donovan', 21)",3.399830330766103,4.850156526836312,0.8029699112299618,0.12716487345599975,NN[2],,,,,2.0,,
13,"(2, 'shafter', 11)",4.383099868171596,8.380669407669378,0.3233392676383941,0.26605090904399803,Split-NN,-0.012306646839779778,-0.1668255839603079,0.012557149566275294,0.3955533157009752,2.0,,
1,"(2, 'shafter', 11)",4.5499254521319035,7.985116091968403,0.3356459144781739,0.25349375947772274,NN[2],,,,,2.0,,
24,"(3, 'shafter', 21)",4.435111378770813,6.514425132469195,0.32401079226738183,0.28835678601518344,Split-NN,-0.004086028828119703,-0.05593021399924414,-0.07283159189656424,-1.6453781415906592,2.0,,
13,"(3, 'shafter', 21)",4.491041592770057,8.159803274059854,0.32809682109550153,0.3611883779117477,NN[2],,,,,2.0,,
