,Benchmark,Board,Calibration,Model,NO2 CvMAE,NO2 MAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE,O3 CvMAE,O3 MAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE,NO2 MAE Improvement,NO2 CvMAE Improvement,NO2 MSE Improvement,NO2 rMSE Improvement,NO2 crMSE Improvement,NO2 R^2 Improvement,NO2 MBE Improvement,O3 MAE Improvement,O3 CvMAE Improvement,O3 MSE Improvement,O3 rMSE Improvement,O3 crMSE Improvement,O3 R^2 Improvement,O3 MBE Improvement
3,Level 2,,Split-NN,"(2, 'elcajon', 17)",0.5056237231858913,5.687111524787551,-1.6324513696774776,56.462384182220184,0.15659228326903962,7.334677005619278,7.514145605604153,0.26720825592689823,10.341323358179627,5.412692356500981,182.8442432625964,0.5685902742052815,12.391408499653465,13.5219910983034,2.039406027907841,0.18131736373097296,113.08594775429157,5.506927005226023,4.805819532686834,-1.6892230530328505,-3.0746364497591934,-1.541746600112102,-0.03983701174679238,-58.07955907669819,-2.3521798113613404,-1.3248517111482148,0.13703514099468572,-3.897434941839535
4,Level 2,,Split-NN,"(2, 'elcajon', 19)",0.3379121953430533,3.800708245287904,-1.1111313187157317,26.26458537524775,0.6098984662478093,5.002996366622816,5.124898572191234,0.19502050371540453,7.5199527764057885,0.988297341852674,93.58564090215685,0.779916341072359,9.623352285047892,9.673967174957584,1.1420357741187015,0.1015357640437673,15.385952084711189,1.3288241875776539,1.1200043715191406,-0.2285238247903214,-0.9283292522863207,1.2400502465462546,0.032159141274481384,25.0060563071807,1.2160143314242138,0.9661971791986108,-0.058806290306744224,1.5520056624391745
5,Level 2,,Split-NN,"(2, 'elcajon', 21)",0.3346890560140762,3.805980080279429,1.0133881617374982,31.013212799033276,0.5415017094036377,5.475970901600452,5.568950780805419,0.2145395321867226,8.281538029007839,-0.5657248190426639,115.51466572761237,0.7282693864633161,10.732875714083919,10.747774919843287,0.8419914228910295,0.07404277178420166,9.533916489038333,0.7987119998442926,0.8552300136901847,-0.1409490993802746,-1.693847020372336,-0.5314369846214149,-0.013767278694856139,-21.76181222130124,-1.0651692010137168,-1.1371140892046636,0.05119134050483409,1.8596383960661655
12,Level 2,,Split-NN,"(3, 'elcajon', 15)",0.2763379295977005,4.410859816494393,-0.4032113476081024,32.326180510597794,0.6866709395786971,5.671296250109232,5.685611709446733,0.4369655915443983,9.819187627809036,-8.465570950599332,147.64524066017518,0.5198756980281631,8.71661332392425,12.150935793599405,2.6449506225655446,0.165704694625459,49.077099379046956,3.3367649114688858,3.227604672123319,-0.47569125686217173,-1.084351177441997,0.6637067974050286,0.0295357461668993,29.45819023900131,1.1570855055711249,2.487395215936516,-0.09579443917469305,1.2840931404335478
13,Level 2,,Split-NN,"(3, 'elcajon', 18)",0.2483774914489066,3.9644394565981336,0.5789048405403786,28.79033712313219,0.7206843824360034,5.3343421668948725,5.365662785074384,0.2808155281814102,6.330572825955584,-4.777772995142648,74.05354865615021,0.7601560022963679,7.157264284023363,8.605437156597578,0.8338552065224349,0.052242155970613074,13.985244270516752,1.1746415957361087,0.7852315788939839,-0.13568084053674156,1.7289943261262883,1.0394021208529285,0.046106452541462395,15.537326560349797,0.859808493489906,0.9711601376418475,-0.0503221598895196,-0.07192716443181979
14,Level 2,,Split-NN,"(3, 'elcajon', 20)",0.29909837840959885,4.767278143108314,1.8174270180522971,42.14707098615796,0.5906084433834042,6.232497894868,6.492077555463887,0.3071084458185975,6.936675890297332,-3.4691737860546885,81.56970586476227,0.7357758571432371,8.338737263093062,9.03159486828114,0.017758505827855764,0.0011141662258091767,-2.2117256116437716,-0.1726356992147,-0.29945862756741537,0.02148338590971144,0.35843842521011493,-1.2568694363966229,-0.05564556068542481,-23.9263991979183,-1.4392759427588464,-0.775318955517994,0.07750343405920934,2.8073504172603627
21,Level 2,,Split-NN,"(4, 'elcajon', 11)",0.1765987144881022,3.413099331779142,-0.35197995847402364,20.843399595549656,0.7950224529733001,4.551868814157926,4.565457216484418,0.2394647294273955,4.281512437256622,-0.6881342055433888,31.09246489281805,0.8955956328294874,5.533438015435073,5.576061772686709,0.9180773609406261,0.04750265549940205,11.757981072106432,1.144304658380074,1.0595157313166927,-0.11562999150394548,1.4073207330415127,1.9532087887028053,0.10924284839906301,24.308571208774993,1.867125454677188,1.637877819241222,-0.08162495326826669,-1.3051709143301513
22,Level 2,,Split-NN,"(4, 'elcajon', 12)",0.2951327949375723,5.703991380160378,-2.7895932749072108,53.27563059707428,0.47607836111243,6.74490918953772,7.299015727964577,0.27361151074335444,4.892040214128612,-0.15431146050311895,47.877213363917505,0.8392346769425146,6.917615292470258,6.919336193878538,-0.2611140463586734,-0.013510419838174359,-3.120408795655109,-0.21698058251244756,0.021713535606973977,0.030686632366367428,0.6996079407542299,1.6462771477753142,0.09207618044597332,16.387013754399874,1.0971609911965867,0.9137816368267657,-0.05502541553847007,-1.558420057895054
23,Level 2,,Split-NN,"(4, 'elcajon', 13)",0.3844784449291945,7.4512378366813925,-0.4422936401618966,122.27471358177091,-0.1778847484813375,11.048940675455091,11.057789724071034,0.6679230518634551,11.822525915850338,-6.377702859348093,288.18504911696436,0.01849043583050369,15.732449122794806,16.976013934871887,-1.594479233951506,-0.08227396706137124,-65.47020317984921,-3.520913023346675,-3.5332993280975957,0.6306811240571615,-0.12307839647603408,-2.412360901482522,-0.1362882574318629,-160.32558983828622,-5.668518222793187,-5.308688218309285,0.5460418584849149,1.9953897846354502
6,Level 2,,Split-NN,"(2, 'shafter', 11)",0.3677082249139255,4.984553481293465,-0.6427347611901039,46.540363327949606,0.4545883510353534,6.791704879178549,6.822049789319161,0.24584346971263546,7.744130073072791,-0.10106694685282397,108.40217177897013,0.8010147861804342,10.411145833318347,10.411636364134607,0.5414888990703028,0.0399453878135676,3.631607127992474,0.2611677321143073,0.2578958893965124,-0.04255920432148008,-0.04653982825012226,1.3281757718857143,0.042163979306597626,23.541905974870573,1.0750549677433732,1.0553713628505044,-0.04321399762803013,0.7815529083573269
