,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
16,"(1, 'donovan', 19)","(1, 'donovan', 19)",2.8176236823433034,3.7488970087478215,0.6694648102323847,0.09898348446475587
5,"(1, 'donovan', 21)","(1, 'donovan', 21)",2.532854264219543,4.071486370532699,0.6018038569053387,0.10750092813051138
8,"(1, 'elcajon', 11)","(1, 'elcajon', 11)",2.0428371430402374,5.212672215958882,0.38098550754207416,0.13771785350492313
2,"(1, 'elcajon', 12)","(1, 'elcajon', 12)",2.1968880474829255,5.192453026016406,0.4097157282629812,0.13718366617774744
9,"(1, 'elcajon', 13)","(1, 'elcajon', 13)",2.0870883341263418,4.383210114047762,0.3892382762724245,0.11580361537401698
0,"(1, 'shafter', 15)","(1, 'shafter', 15)",3.353188744620689,5.572849689664064,0.4965527856867652,0.16984248483318903
6,"(1, 'shafter', 18)","(1, 'shafter', 18)",2.3090844087571814,4.330304631046527,0.4135087162504386,0.1316605776075997
14,"(2, 'donovan', 15)","(2, 'donovan', 15)",6.698191856471595,7.547662964270359,0.6305923101800616,0.17579187863944337
22,"(2, 'donovan', 18)","(2, 'donovan', 18)",6.324331187514247,6.607725603270981,0.6090855679170561,0.15496293326552918
4,"(2, 'donovan', 20)","(2, 'donovan', 20)",6.775749645164168,7.562647495661432,0.6525609109207189,0.17735755228709416
13,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",3.379753259397341,7.288419970921058,0.3002140494138025,0.19109225182252407
1,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",4.038050613531088,7.618133826325984,0.3595696759153006,0.19961509009538853
3,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",3.9704481084239416,7.246587430617236,0.35354998642181423,0.18987959988941155
20,"(2, 'shafter', 11)","(2, 'shafter', 11)",4.479276250934543,7.245613400643499,0.33364900965739486,0.22964102804125708
21,"(2, 'shafter', 12)","(2, 'shafter', 12)",4.569744000455902,7.011483455431058,0.3399638156263826,0.22172823719195642
11,"(2, 'shafter', 13)","(2, 'shafter', 13)",4.6066282598348085,7.362080243088637,0.33969893876645724,0.23440752421207386
23,"(3, 'donovan', 11)","(3, 'donovan', 11)",5.1460906252896645,5.509514332013632,0.43396023264642114,0.18420939731750108
15,"(3, 'donovan', 12)","(3, 'donovan', 12)",3.8589342439957286,6.2745015423422945,0.3253265627110267,0.20986644186467523
12,"(3, 'donovan', 13)","(3, 'donovan', 13)",6.397273633057381,8.225553568224985,0.544892858546509,0.2764915739296471
24,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",3.9564521337226712,5.7247677123773535,0.24940548699205073,0.253835201744858
17,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",3.6356928467192153,4.002478027234152,0.2279716843664174,0.1778119798759738
10,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",4.1751662631587685,5.877267512686639,0.26170666851144747,0.2612319613560309
18,"(3, 'shafter', 17)","(3, 'shafter', 17)",5.368313637361967,6.1295233624342345,0.39219132392165806,0.26880398451834914
7,"(3, 'shafter', 19)","(3, 'shafter', 19)",6.02495792139832,7.073149936691532,0.440163593892896,0.3101857638280259
19,"(3, 'shafter', 21)","(3, 'shafter', 21)",4.817991520465429,5.120016544055109,0.351986601509969,0.22453309441263222
