,Model,Test,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
0,11,"(2, 'shafter')",3.803537807461655,5.549902578884704,0.28331510528944714,0.17589750698411777
1,11,"(3, 'donovan')",3.054310276779055,4.151129884306895,0.25756429390723884,0.13879211271519915
2,11,"(1, 'elcajon')",2.296139491686743,4.627075970765232,0.42822594674667286,0.12224650703090033
3,17,"(2, 'elcajon')",2.6970287568449542,4.757676051725103,0.23956953728103694,0.12473966014493439
4,17,"(3, 'shafter')",3.1795433539806406,3.7123075736644413,0.23228697160785808,0.1627994557740546
5,18,"(1, 'shafter')",3.50219632190909,4.946126839672736,0.6271701024169551,0.15038431983811332
6,18,"(3, 'elcajon')",2.6027262495260057,2.9916879055708177,0.1632007741205527,0.1329071505304811
7,18,"(2, 'donovan')",4.943299908865372,5.840910262686925,0.4760807970208493,0.13697974788763023
8,13,"(2, 'shafter')",3.6988470649866056,5.887220820938301,0.27275793742480803,0.18744822272501618
9,13,"(3, 'donovan')",3.262872926005605,4.653229503503801,0.2779177908754711,0.1564124211955343
10,13,"(1, 'elcajon')",1.9309137299322783,4.264094906555372,0.36011198931079874,0.11265661321926362
11,12,"(2, 'shafter')",3.6242220511617846,5.72314431220494,0.2696221838832359,0.18098633585984228
12,12,"(3, 'donovan')",2.9210684313475053,4.779875662569122,0.2462600013702194,0.15987493047686216
13,12,"(1, 'elcajon')",1.900706419951966,4.465228163887044,0.35447837952279454,0.11797051735913401
14,20,"(3, 'elcajon')",2.4230887166732336,3.718384032605562,0.15188340669060352,0.16527421149636704
15,20,"(2, 'donovan')",4.802677683896203,6.190695347379486,0.4625377099785069,0.14518283106494298
16,15,"(1, 'shafter')",2.6562442715415346,4.699894142727083,0.3933466300143096,0.14323761524273898
17,15,"(3, 'elcajon')",2.5113513355812866,3.6781338211252486,0.15830971327067536,0.16308781201922262
18,15,"(2, 'donovan')",5.1366957307926775,6.7752305549689975,0.4835873467020853,0.1578012310713316
19,19,"(2, 'elcajon')",2.861018319316528,5.90211820298391,0.2547604099902057,0.1546509793213302
20,19,"(1, 'donovan')",2.4099916429190205,3.858104402611464,0.5726118104411345,0.10186692680758751
21,19,"(3, 'shafter')",3.334380519520684,4.1544064171540365,0.24359886525781027,0.1821872488623842
22,21,"(2, 'elcajon')",2.5771203258730324,4.999255388163666,0.22948061058565677,0.13099360518840078
23,21,"(1, 'donovan')",2.0256894461241175,3.832054006516515,0.4813019599236865,0.10117910877173637
24,21,"(3, 'shafter')",2.684414840566295,4.075557826184527,0.19611451219046108,0.17872942446511417
