,Model,O3 MAE,O3 CvMAE,O3 MBE,O3 MSE,O3 R^2,O3 crMSE,O3 rMSE
0,"(11, {(3, 'donovan'), (2, 'shafter')})",6.4893549153669206,0.2141374627850326,0.00734424483511782,72.37249065922741,0.7672654374077301,8.507199111417089,8.50720228155105
1,"(11, {(3, 'donovan'), (4, 'elcajon')})",5.329396555943855,0.2200243957626115,0.05499269950026369,49.12819552134946,0.8277948570920229,7.008935106301903,7.009150841674721
2,"(11, {(2, 'shafter'), (4, 'elcajon')})",5.74889322077505,0.2566067728019579,0.06005311841798106,56.013683806566256,0.8669475537167893,7.4839880698417955,7.484229005486554
3,"(12, {(3, 'donovan'), (2, 'shafter')})",7.292154321039299,0.2402610948838949,-0.024484915479141108,89.21259248658714,0.7107134623194119,9.445210054599157,9.44524179079536
4,"(12, {(3, 'donovan'), (4, 'elcajon')})",6.227705758489043,0.25687095425817674,0.020508548717604432,66.36217028111079,0.7676585944680844,8.146272133960423,8.14629794944371
5,"(12, {(2, 'shafter'), (4, 'elcajon')})",6.315810454804107,0.2802436681649586,0.022800038159195887,69.72493235506882,0.8330659136013877,8.350114520970846,8.350145648733847
6,"(13, {(3, 'donovan'), (2, 'shafter')})",9.13629363295849,0.30068060747686703,-0.016920351522642672,128.6761424149691,0.59523149957075,11.343538077543249,11.343550696980603
7,"(13, {(3, 'donovan'), (4, 'elcajon')})",7.762300156637988,0.3250328915466631,-0.014159111233486857,97.83930536822085,0.6588607683772458,9.8913651680539,9.891375302162023
8,"(13, {(2, 'shafter'), (4, 'elcajon')})",7.843753784089707,0.3497076568086707,0.07358637988411464,102.51969403569252,0.7560550510936119,10.124933534615801,10.125200938040317
9,"(15, {(3, 'elcajon'), (2, 'donovan')})",6.550959990006657,0.23434498837178525,-0.021540194052831287,75.16214073111375,0.8061111821132719,8.669583424314796,8.669610183342371
10,"(15, {(4, 'shafter'), (2, 'donovan')})",7.246378501891209,0.30481321644147186,-0.1135146101505991,89.31025715651694,0.754271908594842,9.449728651649119,9.450410422649217
11,"(15, {(4, 'shafter'), (3, 'elcajon')})",7.140372412125517,0.344945976276378,-0.011256143704654496,94.32845684077084,0.6778904729693337,9.712277289081086,9.712283811790655
12,"(17, {(2, 'elcajon'), (3, 'shafter')})",7.246000172759862,0.26928325626648464,0.013283248744886305,87.94675935588587,0.8015070067905533,9.37798394705326,9.377993354438138
13,"(17, {(4, 'donovan'), (2, 'elcajon')})",7.777553304693067,0.20135447810540089,0.1025095279632621,93.95550297595835,0.7742561662617704,9.692522621724196,9.693064684399786
14,"(17, {(4, 'donovan'), (3, 'shafter')})",6.404886552371164,0.2815133575503733,-0.02788223376469374,73.30827887241371,0.8072530629974805,8.561979996090507,8.562025395454846
15,"(18, {(3, 'elcajon'), (2, 'donovan')})",5.14789861029619,0.18423880008414226,-0.051409233904172576,51.32782440971128,0.8650243567059178,7.164159511092755,7.1643439622697676
16,"(18, {(4, 'shafter'), (2, 'donovan')})",4.897648020962993,0.2034847481595748,-0.05757706851694434,46.7050406118892,0.8690056046367071,6.833866072222228,6.834108618678019
17,"(18, {(4, 'shafter'), (3, 'elcajon')})",4.5076723392963745,0.2149014083318944,-0.0161106009097595,38.35427533035094,0.8694000443201492,6.193061906592662,6.193082861576368
18,"(19, {(2, 'elcajon'), (3, 'shafter')})",5.870927645584338,0.21502307596031534,-0.005715173301646428,66.25417818070254,0.8572216411607115,8.139664951181745,8.139666957603518
19,"(19, {(4, 'donovan'), (2, 'elcajon')})",7.476259369827349,0.19434830214424498,-0.07885383741380911,86.59415596644409,0.7927265615268005,9.305263996188891,9.305598098265586
20,"(19, {(4, 'donovan'), (3, 'shafter')})",4.892900605395124,0.21380139978288693,0.06366222872942773,49.874062751653916,0.8772682978612681,7.061870139862866,7.062157089137419
21,"(20, {(3, 'elcajon'), (2, 'donovan')})",6.582767689373767,0.2356449860617719,-0.030826478842149136,72.71276481877749,0.8078729852055102,8.527122289904076,8.527178010266791
22,"(20, {(4, 'shafter'), (2, 'donovan')})",5.785363565775027,0.24149223430967695,-0.11575340489816804,62.38713290128213,0.8234573132099459,7.897704353198852,7.898552582675014
23,"(20, {(4, 'shafter'), (3, 'elcajon')})",5.780581757596983,0.276255359882951,-0.045630495956565466,60.49841607772396,0.7926429696854084,7.777938925934208,7.778072774005394
24,"(21, {(2, 'elcajon'), (3, 'shafter')})",6.35741322007983,0.2364907321653317,-0.03752595018286737,68.94196642894055,0.8443014563432694,8.303045118027683,8.303129917623869
25,"(21, {(4, 'donovan'), (2, 'elcajon')})",7.462443158959613,0.19368194461342386,0.06302944095094118,87.47833907543063,0.7904355707836098,9.352773191145175,9.352985570149814
26,"(21, {(4, 'donovan'), (3, 'shafter')})",5.422780891699267,0.2383469626822832,-0.02124451209108589,53.85733048017553,0.8583947728024941,7.338724626996259,7.338755376777148
