,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
16,"(1, 'donovan', 19)","(1, 'donovan', 19)",-0.01537673961705499,-3.147547971149578e-05,0.00047536964730343634,0.0009456118241329969
5,"(1, 'donovan', 21)","(1, 'donovan', 21)",-0.012208550876004587,0.04181362111889175,0.0012785292606148912,0.0019880559700866662
8,"(1, 'elcajon', 11)","(1, 'elcajon', 11)",-0.025685525688508015,0.059375353752599835,0.0001263672227846957,0.0014152881942447737
2,"(1, 'elcajon', 12)","(1, 'elcajon', 12)",0.016847824299546232,0.0015989315350610767,0.008135395660656353,-0.00010973694846463933
9,"(1, 'elcajon', 13)","(1, 'elcajon', 13)",0.02757685032208501,0.06614974815919794,0.009881796001027565,0.0015976894034707145
0,"(1, 'shafter', 15)","(1, 'shafter', 15)",-0.03639021507197526,-0.034831152154623624,-0.004607220047743554,-0.0024424356352076293
6,"(1, 'shafter', 18)","(1, 'shafter', 18)",-0.016688193830733056,-0.07818820362216794,-0.00802981141940523,-0.003203431370787796
14,"(2, 'donovan', 15)","(2, 'donovan', 15)",0.02764751168552504,-0.03521505050771445,0.00426662677086409,-0.0005726391799655284
22,"(2, 'donovan', 18)","(2, 'donovan', 18)",-0.17728705807146294,-0.08246029469918881,-0.007003688851786927,-0.003160549907063742
4,"(2, 'donovan', 20)","(2, 'donovan', 20)",-0.057641715489694434,0.023526282084400663,0.004118656061493864,-0.0005733536532443739
13,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",0.03888760085969922,0.015095734875024469,0.00318089142837652,0.003165478838043162
1,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",-0.10451962237864176,-0.18718288856211274,-0.004574870484202742,-0.002316580355901099
3,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",-0.0798825515103001,-0.14887396018463495,-0.0025350219555250186,-0.0015212461828028878
20,"(2, 'shafter', 11)","(2, 'shafter', 11)",0.06260204474535325,-0.02255401086478681,0.007832978330192086,-0.0011063594728670245
21,"(2, 'shafter', 12)","(2, 'shafter', 12)",0.012270553694363251,0.1196542372838767,0.00038007243073684416,0.0028202518506939556
11,"(2, 'shafter', 13)","(2, 'shafter', 13)",0.026911834509037114,-0.03317554071887763,0.00038598068036399535,0.0010915198890154576
23,"(3, 'donovan', 11)","(3, 'donovan', 11)",-0.02737904179808215,-0.0315501694788356,0.004307674920849325,-0.002247913778621824
15,"(3, 'donovan', 12)","(3, 'donovan', 12)",-0.10671374390535693,-0.0279269958697963,-0.003939680643599064,-0.0015879401151330241
12,"(3, 'donovan', 13)","(3, 'donovan', 13)",-0.08924856109693735,-0.10836181425648839,0.00033232977565889055,-0.0036150570474463573
24,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",-0.014855693852550367,-0.047479394368606265,0.000635343024965096,-0.003131273423132075
17,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",-0.0052426378449084154,0.04460471469341343,-9.25370415105764e-05,0.0024645411445593512
10,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",0.023849226023854975,0.038932625535014864,0.0012362891933159204,0.002874691953140107
18,"(3, 'shafter', 17)","(3, 'shafter', 17)",-0.0015213239594622507,0.06440339422701147,-0.00010637697643484101,-7.39219299569771e-05
7,"(3, 'shafter', 19)","(3, 'shafter', 19)",0.03313329470327986,0.0841025096019532,0.002425820681649815,0.0008107178687159489
19,"(3, 'shafter', 21)","(3, 'shafter', 21)",0.014089876466926832,0.056358115003389386,0.0010338261753155553,-0.00038203743861109363
