,Model,Testing Location,NO2 MAE,O3 MAE,NO2 CvMAE,O3 CvMAE
16,"(1, 'donovan', 19)","(1, 'donovan', 19)",-0.029700872961091473,-0.008787711684493438,-0.0036407255320864973,0.0005191895000682539
5,"(1, 'donovan', 21)","(1, 'donovan', 21)",-0.01501812036514627,-0.05684388038455923,-0.0005563138961749425,-0.0008175715585681115
8,"(1, 'elcajon', 11)","(1, 'elcajon', 11)",-0.009373677059634877,-0.01284636891657609,0.0014090961355122666,-0.000460775057483237
2,"(1, 'elcajon', 12)","(1, 'elcajon', 12)",-0.02023084462496838,0.02213229488207169,0.0002564540455412545,0.0004889138170349888
9,"(1, 'elcajon', 13)","(1, 'elcajon', 13)",0.005452846204002881,0.03109036990076408,0.004668001979837522,0.0007313394270818258
0,"(1, 'shafter', 15)","(1, 'shafter', 15)",-0.0032225748863634607,-0.04402871256200491,2.8398219896585974e-05,-0.0023188029010074995
6,"(1, 'shafter', 18)","(1, 'shafter', 18)",-0.10173568146922163,-0.12521846438087003,-0.023169851939110697,-0.004547650759101407
14,"(2, 'donovan', 15)","(2, 'donovan', 15)",-0.008659251651526034,-0.020514341546387094,0.0005752299708500219,-0.0002767462856950176
22,"(2, 'donovan', 18)","(2, 'donovan', 18)",-0.12797233834579025,-0.11387990566391615,-0.00484149488950919,-0.003570911714286029
4,"(2, 'donovan', 20)","(2, 'donovan', 20)",-0.09659713846310147,-0.11919380159213588,-0.0017331891595071536,-0.0037685965519487497
13,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",-0.025613284678889237,0.050181646434234395,-0.0024790163750373906,0.003262514290134466
1,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",-0.06056724573773531,-0.11585352026448525,-0.001979038015851531,-0.0010244875616898519
3,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",-0.06566401054135707,-0.08989339339324864,-0.002786616956241522,-0.000733488605259236
20,"(2, 'shafter', 11)","(2, 'shafter', 11)",-0.002344071614651888,-0.054796683874226204,0.0026059747526861465,-0.0020458503590565225
21,"(2, 'shafter', 12)","(2, 'shafter', 12)",-0.036313398312454837,-0.051660755684694415,-0.0031249942903291417,-0.0023771643142348198
11,"(2, 'shafter', 13)","(2, 'shafter', 13)",-0.03447979594189832,-0.03526985963999518,-0.0038867943618862144,0.0007028334302053851
23,"(3, 'donovan', 11)","(3, 'donovan', 11)",-0.08232475869683187,-0.06288711991698026,-0.0027774256564679356,-0.00276262114376305
15,"(3, 'donovan', 12)","(3, 'donovan', 12)",-0.08223028437756952,-0.0321065602032542,-0.0034157294287435747,-0.001461655255809352
12,"(3, 'donovan', 13)","(3, 'donovan', 13)",-0.12037095572192458,-0.11118320755929734,-0.005778707328957022,-0.0037189489191747638
24,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",0.011284008927653577,-0.007278241070289404,0.0016091846236704066,-0.0009963993458167453
17,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",-0.019294091143591707,0.012657892957232963,-0.001076642402737804,0.0007777265309031334
10,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",-0.008060213558370943,0.009826402977457516,-0.000642737620174777,0.00110705557618751
18,"(3, 'shafter', 17)","(3, 'shafter', 17)",-0.017002923255932334,-0.021255055110652066,-0.001239143588357805,-0.002760216811589833
7,"(3, 'shafter', 19)","(3, 'shafter', 19)",0.01839647205868955,0.03923063176432162,0.0013473705772483746,-0.00020347462720324283
19,"(3, 'shafter', 21)","(3, 'shafter', 21)",0.0030583007194118217,0.0191281852598415,0.00022607514399006212,-0.0010398105028038285
